!  STARS, BROWN DWARFS, AND GAS GIANT PLANETS COLORS
!  
!  E(B-V) =     0.000
!     A_V =     0.000
!
!  "MAGNITUDES" m AT THE STELLAR SURFACE
!  (distance modulus factor not included)
!
!  ABSOLUTE MAGNITUDES: M_m = m - 5logR(pc) + 5
!
! Type of calibration used: Vega
! Using recent Calspec Alpha Lyrea STIS spectrum:
! ftp://ftp.stsci.edu/cdbs/current_calspec/
!
! Unless mentioned otherwise below, we calculate:
! Pogson magnitudes resulting from photon count integration (caracteristic of CCDs)
!
! 2MASS Cohen et al. (2003) RSR JHK filters
! (energy counting + add. zps used)
!
!        Teff    Logg   [M/H]   [a/H]             J           H           K         J-H         J-K         H-K
      4300.00    3.50    0.00    0.00       -38.718     -39.414     -39.554       0.696       0.836       0.140
      4300.00    4.00    0.00    0.00       -38.725     -39.424     -39.562       0.699       0.837       0.138
      4300.00    4.50    0.00    0.00       -38.734     -39.422     -39.560       0.688       0.827       0.138
      4300.00    5.00    0.00    0.00       -38.744     -39.394     -39.539       0.649       0.795       0.145
      4300.00    5.50    0.00    0.00       -38.744     -39.343     -39.503       0.599       0.759       0.159
      4400.00    2.50    0.00    0.00       -38.780     -39.426     -39.567       0.646       0.786       0.141
      4400.00    3.00    0.00    0.00       -38.789     -39.442     -39.578       0.653       0.789       0.136
      4400.00    3.50    0.00    0.00       -38.794     -39.455     -39.587       0.661       0.793       0.132
      4400.00    4.00    0.00    0.00       -38.798     -39.462     -39.593       0.664       0.795       0.131
      4400.00    4.50    0.00    0.00       -38.805     -39.468     -39.598       0.663       0.793       0.130
      4400.00    5.00    0.00    0.00       -38.815     -39.451     -39.586       0.636       0.771       0.135
      4400.00    5.50    0.00    0.00       -38.815     -39.409     -39.555       0.594       0.740       0.146
      4500.00    2.50    0.00    0.00       -38.857     -39.464     -39.598       0.608       0.741       0.133
      4500.00    3.00    0.00    0.00       -38.861     -39.479     -39.608       0.617       0.747       0.129
      4500.00    3.50    0.00    0.00       -38.863     -39.490     -39.616       0.627       0.752       0.126
      4500.00    4.00    0.00    0.00       -38.870     -39.500     -39.624       0.630       0.754       0.124
      4500.00    4.50    0.00    0.00       -38.875     -39.506     -39.629       0.631       0.755       0.123
      4500.00    5.00    0.00    0.00       -38.882     -39.501     -39.627       0.620       0.745       0.126
      4500.00    5.50    0.00    0.00       -38.891     -39.477     -39.610       0.586       0.719       0.133
      4600.00    2.50    0.00    0.00       -38.925     -39.499     -39.627       0.574       0.702       0.127
      4600.00    3.00    0.00    0.00       -38.930     -39.514     -39.637       0.583       0.707       0.123
      4600.00    3.50    0.00    0.00       -38.931     -39.524     -39.644       0.593       0.713       0.120
      4600.00    4.00    0.00    0.00       -38.939     -39.536     -39.654       0.597       0.715       0.118
      4600.00    4.50    0.00    0.00       -38.943     -39.543     -39.660       0.601       0.717       0.116
      4600.00    5.00    0.00    0.00       -38.949     -39.545     -39.663       0.595       0.714       0.118
      4600.00    5.50    0.00    0.00       -38.957     -39.530     -39.653       0.573       0.695       0.123
      4700.00    2.50    0.00    0.00       -38.990     -39.534     -39.655       0.544       0.665       0.121
      4700.00    3.00    0.00    0.00       -38.996     -39.548     -39.665       0.552       0.669       0.117
      4700.00    3.50    0.00    0.00       -38.997     -39.557     -39.672       0.560       0.675       0.115
      4700.00    4.00    0.00    0.00       -39.004     -39.569     -39.682       0.565       0.678       0.113
      4700.00    4.50    0.00    0.00       -39.009     -39.576     -39.688       0.568       0.679       0.112
      4700.00    5.00    0.00    0.00       -39.014     -39.581     -39.693       0.567       0.679       0.112
      4700.00    5.50    0.00    0.00       -39.021     -39.575     -39.690       0.555       0.670       0.115
      4800.00    2.50    0.00    0.00       -39.054     -39.568     -39.683       0.514       0.630       0.115
      4800.00    3.00    0.00    0.00       -39.060     -39.581     -39.694       0.521       0.634       0.112
      4800.00    3.50    0.00    0.00       -39.059     -39.590     -39.699       0.531       0.640       0.109
      4800.00    4.00    0.00    0.00       -39.066     -39.601     -39.709       0.535       0.643       0.108
      4800.00    4.50    0.00    0.00       -39.071     -39.608     -39.715       0.537       0.644       0.107
      4800.00    5.00    0.00    0.00       -39.076     -39.615     -39.722       0.538       0.645       0.107
      4800.00    5.50    0.00    0.00       -39.086     -39.621     -39.728       0.535       0.642       0.107
      4900.00    2.50    0.00    0.00       -39.115     -39.601     -39.711       0.486       0.596       0.110
      4900.00    3.00    0.00    0.00       -39.120     -39.613     -39.721       0.493       0.601       0.107
      4900.00    3.50    0.00    0.00       -39.123     -39.623     -39.728       0.500       0.606       0.105
      4900.00    4.00    0.00    0.00       -39.127     -39.633     -39.736       0.506       0.609       0.103
      4900.00    4.50    0.00    0.00       -39.130     -39.640     -39.742       0.510       0.612       0.102
      4900.00    5.00    0.00    0.00       -39.136     -39.646     -39.748       0.510       0.612       0.102
      4900.00    5.50    0.00    0.00       -39.142     -39.651     -39.754       0.509       0.612       0.103
      5000.00    2.50    0.00    0.00       -39.163     -39.625     -39.730       0.461       0.566       0.105
      5000.00    3.00    0.00    0.00       -39.178     -39.646     -39.748       0.468       0.570       0.102
      5000.00    3.50    0.00    0.00       -39.180     -39.654     -39.754       0.474       0.575       0.100
      5000.00    4.00    0.00    0.00       -39.185     -39.663     -39.762       0.478       0.577       0.099
      5000.00    4.50    0.00    0.00       -39.189     -39.671     -39.769       0.482       0.580       0.098
      5000.00    5.00    0.00    0.00       -39.193     -39.677     -39.775       0.483       0.581       0.098
      5000.00    5.50    0.00    0.00       -39.198     -39.681     -39.779       0.483       0.581       0.098
      5100.00    2.50    0.00    0.00       -39.219     -39.656     -39.756       0.436       0.536       0.100
      5100.00    3.00    0.00    0.00       -39.233     -39.676     -39.774       0.443       0.541       0.098
      5100.00    3.50    0.00    0.00       -39.235     -39.685     -39.781       0.450       0.546       0.096
      5100.00    4.00    0.00    0.00       -39.241     -39.693     -39.788       0.452       0.547       0.095
      5100.00    4.50    0.00    0.00       -39.243     -39.700     -39.794       0.457       0.551       0.094
      5100.00    5.00    0.00    0.00       -39.249     -39.707     -39.801       0.458       0.552       0.094
      5100.00    5.50    0.00    0.00       -39.253     -39.715     -39.808       0.462       0.554       0.092
      5200.00    2.50    0.00    0.00       -39.282     -39.695     -39.790       0.413       0.508       0.095
      5200.00    3.00    0.00    0.00       -39.286     -39.706     -39.799       0.419       0.513       0.094
      5200.00    3.50    0.00    0.00       -39.288     -39.715     -39.806       0.427       0.518       0.092
      5200.00    4.00    0.00    0.00       -39.293     -39.723     -39.813       0.429       0.520       0.091
      5200.00    4.50    0.00    0.00       -39.296     -39.730     -39.820       0.433       0.523       0.090
      5200.00    5.00    0.00    0.00       -39.302     -39.736     -39.826       0.434       0.524       0.090
      5200.00    5.50    0.00    0.00       -39.308     -39.743     -39.832       0.435       0.525       0.089
      5300.00    2.50    0.00    0.00       -39.332     -39.722     -39.814       0.390       0.482       0.091
      5300.00    3.00    0.00    0.00       -39.337     -39.734     -39.824       0.397       0.487       0.090
      5300.00    3.50    0.00    0.00       -39.340     -39.742     -39.831       0.403       0.491       0.088
      5300.00    4.00    0.00    0.00       -39.345     -39.752     -39.839       0.407       0.494       0.087
      5300.00    4.50    0.00    0.00       -39.347     -39.758     -39.844       0.411       0.497       0.086
      5300.00    5.00    0.00    0.00       -39.352     -39.763     -39.849       0.411       0.498       0.086
      5300.00    5.50    0.00    0.00       -39.358     -39.771     -39.857       0.413       0.499       0.086
      5400.00    2.50    0.00    0.00       -39.381     -39.750     -39.838       0.369       0.457       0.088
      5400.00    3.00    0.00    0.00       -39.386     -39.762     -39.848       0.376       0.462       0.086
      5400.00    3.50    0.00    0.00       -39.389     -39.771     -39.855       0.382       0.466       0.085
      5400.00    4.00    0.00    0.00       -39.394     -39.779     -39.863       0.386       0.469       0.084
      5400.00    4.50    0.00    0.00       -39.396     -39.786     -39.868       0.390       0.472       0.083
      5400.00    5.00    0.00    0.00       -39.401     -39.791     -39.873       0.389       0.472       0.083
      5400.00    5.50    0.00    0.00       -39.408     -39.800     -39.881       0.392       0.473       0.082
      5500.00    2.50    0.00    0.00       -39.428     -39.776     -39.861       0.348       0.433       0.085
      5500.00    3.00    0.00    0.00       -39.433     -39.788     -39.871       0.355       0.438       0.083
      5500.00    3.50    0.00    0.00       -39.437     -39.798     -39.880       0.361       0.443       0.081
      5500.00    4.00    0.00    0.00       -39.441     -39.806     -39.886       0.365       0.446       0.080
      5500.00    4.50    0.00    0.00       -39.443     -39.813     -39.892       0.370       0.448       0.079
      5500.00    5.00    0.00    0.00       -39.450     -39.820     -39.899       0.369       0.448       0.079
      5500.00    5.50    0.00    0.00       -39.455     -39.826     -39.904       0.371       0.450       0.079
      5600.00    2.50    0.00    0.00       -39.474     -39.802     -39.884       0.328       0.410       0.082
      5600.00    3.00    0.00    0.00       -39.480     -39.814     -39.895       0.334       0.415       0.081
      5600.00    3.50    0.00    0.00       -39.481     -39.823     -39.902       0.341       0.420       0.079
      5600.00    4.00    0.00    0.00       -39.486     -39.832     -39.910       0.346       0.423       0.077
      5600.00    4.50    0.00    0.00       -39.489     -39.839     -39.915       0.350       0.426       0.076
      5600.00    5.00    0.00    0.00       -39.496     -39.846     -39.922       0.350       0.426       0.076
      5600.00    5.50    0.00    0.00       -39.500     -39.852     -39.927       0.352       0.427       0.075
      5700.00    2.50    0.00    0.00       -39.518     -39.826     -39.906       0.308       0.388       0.080
      5700.00    3.00    0.00    0.00       -39.524     -39.839     -39.917       0.315       0.393       0.078
      5700.00    3.50    0.00    0.00       -39.527     -39.849     -39.926       0.322       0.398       0.077
      5700.00    4.00    0.00    0.00       -39.531     -39.858     -39.932       0.327       0.401       0.075
      5700.00    4.50    0.00    0.00       -39.533     -39.865     -39.937       0.331       0.404       0.073
      5700.00    5.00    0.00    0.00       -39.540     -39.872     -39.944       0.332       0.405       0.073
      5700.00    5.50    0.00    0.00       -39.534     -39.865     -39.941       0.331       0.407       0.076
      5800.00    2.50    0.00    0.00       -39.554     -39.843     -39.921       0.289       0.367       0.078
      5800.00    3.00    0.00    0.00       -39.567     -39.863     -39.939       0.295       0.372       0.076
      5800.00    3.50    0.00    0.00       -39.570     -39.873     -39.947       0.303       0.378       0.074
      5800.00    4.00    0.00    0.00       -39.574     -39.882     -39.954       0.308       0.380       0.072
      5800.00    4.50    0.00    0.00       -39.576     -39.889     -39.959       0.314       0.383       0.070
      5800.00    5.00    0.00    0.00       -39.582     -39.897     -39.967       0.315       0.385       0.070
      5800.00    5.50    0.00    0.00       -39.587     -39.903     -39.972       0.315       0.385       0.070
      5900.00    2.50    0.00    0.00       -39.596     -39.866     -39.943       0.270       0.347       0.077
      5900.00    3.00    0.00    0.00       -39.609     -39.886     -39.961       0.277       0.352       0.075
      5900.00    3.50    0.00    0.00       -39.611     -39.897     -39.969       0.286       0.358       0.072
      5900.00    4.00    0.00    0.00       -39.615     -39.906     -39.976       0.291       0.361       0.070
      5900.00    4.50    0.00    0.00       -39.619     -39.914     -39.982       0.295       0.364       0.068
      5900.00    5.00    0.00    0.00       -39.623     -39.921     -39.988       0.298       0.365       0.068
      5900.00    5.50    0.00    0.00       -39.629     -39.928     -39.995       0.299       0.366       0.066
      6000.00    2.50    0.00    0.00       -39.635     -39.891     -39.966       0.255       0.330       0.075
      6000.00    3.00    0.00    0.00       -39.643     -39.906     -39.979       0.263       0.336       0.073
      6000.00    3.50    0.00    0.00       -39.651     -39.920     -39.990       0.269       0.339       0.071
      6000.00    4.00    0.00    0.00       -39.653     -39.928     -39.996       0.275       0.343       0.068
      6000.00    4.50    0.00    0.00       -39.657     -39.935     -40.003       0.279       0.346       0.067
      6000.00    5.00    0.00    0.00       -39.661     -39.943     -40.008       0.282       0.348       0.066
      6000.00    5.50    0.00    0.00       -39.666     -39.950     -40.015       0.283       0.348       0.065
      6100.00    2.50    0.00    0.00       -39.674     -39.912     -39.985       0.238       0.311       0.073
      6100.00    3.00    0.00    0.00       -39.682     -39.928     -39.999       0.245       0.317       0.072
      6100.00    3.50    0.00    0.00       -39.690     -39.942     -40.011       0.252       0.321       0.069
      6100.00    4.00    0.00    0.00       -39.692     -39.950     -40.017       0.259       0.325       0.066
      6100.00    4.50    0.00    0.00       -39.694     -39.958     -40.023       0.264       0.328       0.065
      6100.00    5.00    0.00    0.00       -39.699     -39.965     -40.029       0.266       0.330       0.064
      6100.00    5.50    0.00    0.00       -39.704     -39.972     -40.035       0.268       0.331       0.063
      6200.00    2.50    0.00    0.00       -39.711     -39.932     -40.003       0.221       0.293       0.071
      6200.00    3.00    0.00    0.00       -39.720     -39.948     -40.018       0.229       0.299       0.070
      6200.00    3.50    0.00    0.00       -39.726     -39.963     -40.031       0.237       0.305       0.067
      6200.00    4.00    0.00    0.00       -39.729     -39.972     -40.037       0.243       0.308       0.065
      6200.00    4.50    0.00    0.00       -39.733     -39.981     -40.044       0.248       0.311       0.063
      6200.00    5.00    0.00    0.00       -39.736     -39.988     -40.049       0.252       0.313       0.061
      6200.00    5.50    0.00    0.00       -39.741     -39.994     -40.055       0.254       0.314       0.061
      6300.00    2.50    0.00    0.00       -39.746     -39.952     -40.022       0.206       0.276       0.070
      6300.00    3.00    0.00    0.00       -39.756     -39.968     -40.037       0.213       0.281       0.069
      6300.00    3.50    0.00    0.00       -39.761     -39.983     -40.049       0.222       0.288       0.066
      6300.00    4.00    0.00    0.00       -39.765     -39.994     -40.057       0.228       0.291       0.063
      6300.00    4.50    0.00    0.00       -39.768     -40.002     -40.063       0.234       0.295       0.061
      6300.00    5.00    0.00    0.00       -39.772     -40.010     -40.070       0.238       0.297       0.059
      6300.00    5.50    0.00    0.00       -39.777     -40.017     -40.075       0.240       0.299       0.059
      6400.00    2.50    0.00    0.00       -39.781     -39.971     -40.040       0.191       0.260       0.069
      6400.00    3.00    0.00    0.00       -39.791     -39.989     -40.057       0.197       0.265       0.068
      6400.00    3.50    0.00    0.00       -39.796     -40.002     -40.067       0.206       0.271       0.065
      6400.00    4.00    0.00    0.00       -39.800     -40.014     -40.076       0.214       0.276       0.062
      6400.00    4.50    0.00    0.00       -39.804     -40.024     -40.084       0.220       0.279       0.060
      6400.00    5.00    0.00    0.00       -39.807     -40.032     -40.089       0.224       0.282       0.058
      6400.00    5.50    0.00    0.00       -39.811     -40.039     -40.095       0.228       0.284       0.056
      6500.00    2.50    0.00    0.00       -39.814     -39.988     -40.057       0.174       0.243       0.069
      6500.00    3.00    0.00    0.00       -39.825     -40.007     -40.074       0.182       0.249       0.067
      6500.00    3.50    0.00    0.00       -39.829     -40.021     -40.085       0.191       0.256       0.064
      6500.00    4.00    0.00    0.00       -39.835     -40.034     -40.095       0.199       0.260       0.061
      6500.00    4.50    0.00    0.00       -39.837     -40.043     -40.102       0.206       0.264       0.058
      6500.00    5.00    0.00    0.00       -39.841     -40.053     -40.108       0.212       0.267       0.056
      6500.00    5.50    0.00    0.00       -39.845     -40.061     -40.115       0.216       0.269       0.054
      6600.00    2.50    0.00    0.00       -39.847     -40.011     -40.079       0.165       0.232       0.068
      6600.00    3.00    0.00    0.00       -39.857     -40.026     -40.091       0.169       0.234       0.066
      6600.00    3.50    0.00    0.00       -39.863     -40.039     -40.103       0.176       0.240       0.064
      6600.00    4.00    0.00    0.00       -39.868     -40.053     -40.113       0.185       0.245       0.060
      6600.00    4.50    0.00    0.00       -39.871     -40.063     -40.120       0.192       0.249       0.057
      6600.00    5.00    0.00    0.00       -39.874     -40.073     -40.127       0.199       0.253       0.054
      6600.00    5.50    0.00    0.00       -39.878     -40.082     -40.134       0.204       0.256       0.052
      6700.00    2.50    0.00    0.00       -39.882     -40.035     -40.102       0.153       0.219       0.067
      6700.00    3.00    0.00    0.00       -39.889     -40.043     -40.108       0.155       0.220       0.065
      6700.00    3.50    0.00    0.00       -39.896     -40.057     -40.121       0.161       0.225       0.064
      6700.00    4.00    0.00    0.00       -39.900     -40.072     -40.131       0.172       0.231       0.059
      6700.00    4.50    0.00    0.00       -39.902     -40.081     -40.137       0.180       0.235       0.056
      6700.00    5.00    0.00    0.00       -39.906     -40.093     -40.146       0.187       0.240       0.053
      6700.00    5.50    0.00    0.00       -39.910     -40.102     -40.152       0.192       0.242       0.050
      6800.00    2.50    0.00    0.00       -39.918     -40.058     -40.123       0.140       0.205       0.065
      6800.00    3.00    0.00    0.00       -39.918     -40.060     -40.124       0.141       0.205       0.064
      6800.00    3.50    0.00    0.00       -39.928     -40.075     -40.138       0.148       0.210       0.063
      6800.00    4.00    0.00    0.00       -39.931     -40.090     -40.148       0.158       0.217       0.059
      6800.00    4.50    0.00    0.00       -39.933     -40.101     -40.155       0.167       0.222       0.054
      6800.00    5.00    0.00    0.00       -39.937     -40.111     -40.163       0.174       0.226       0.052
      6800.00    5.50    0.00    0.00       -39.941     -40.122     -40.171       0.181       0.230       0.049
      6900.00    2.50    0.00    0.00       -39.940     -40.066     -40.129       0.125       0.189       0.064
      6900.00    3.00    0.00    0.00       -39.947     -40.077     -40.142       0.130       0.195       0.064
      6900.00    3.50    0.00    0.00       -39.958     -40.093     -40.154       0.135       0.197       0.062
      6900.00    4.00    0.00    0.00       -39.962     -40.107     -40.165       0.145       0.203       0.058
      6900.00    4.50    0.00    0.00       -39.963     -40.118     -40.172       0.154       0.208       0.054
      6900.00    5.00    0.00    0.00       -39.967     -40.130     -40.180       0.163       0.213       0.050
      6900.00    5.50    0.00    0.00       -39.971     -40.140     -40.188       0.169       0.217       0.048
      7000.00    2.50    0.00    0.00       -39.968     -40.081     -40.144       0.113       0.176       0.063
      7000.00    3.00    0.00    0.00       -39.975     -40.093     -40.157       0.118       0.182       0.064
      7000.00    3.50    0.00    0.00       -39.986     -40.109     -40.170       0.123       0.184       0.061
      7000.00    4.00    0.00    0.00       -39.991     -40.122     -40.180       0.131       0.189       0.058
      7000.00    4.50    0.00    0.00       -39.994     -40.135     -40.189       0.141       0.195       0.054
      7000.00    5.00    0.00    0.00       -39.997     -40.148     -40.197       0.151       0.200       0.049
      7000.00    5.50    0.00    0.00       -40.000     -40.159     -40.205       0.159       0.205       0.046
