!  STARS, BROWN DWARFS, AND GAS GIANT PLANETS COLORS
!  
!  E(B-V) =     0.000
!     A_V =     0.000
!
!  "MAGNITUDES" m AT THE STELLAR SURFACE
!  (distance modulus factor not included)
!
!  ABSOLUTE MAGNITUDES: M_m = m - 5logR(pc) + 5
!
! Type of calibration used: AB
!
! Unless mentioned otherwise below, we calculate:
! Pogson magnitudes resulting from photon count integration (caracteristic of CCDs)
!
! 2MASS Cohen et al. (2003) RSR JHK filters
! (energy counting + add. zps used)
!
!        Teff    Logg   [M/H]   [a/H]             J           H           K         J-H         J-K         H-K
      4300.00    5.50    0.00    0.00       -37.848     -37.972     -37.661       0.124      -0.187      -0.311
      4400.00    2.50    0.00    0.00       -37.884     -38.055     -37.725       0.171      -0.159      -0.330
      4400.00    3.00    0.00    0.00       -37.892     -38.071     -37.736       0.178      -0.156      -0.335
      4400.00    3.50    0.00    0.00       -37.898     -38.084     -37.746       0.186      -0.152      -0.338
      4400.00    4.00    0.00    0.00       -37.902     -38.091     -37.752       0.189      -0.150      -0.340
      4400.00    4.50    0.00    0.00       -37.909     -38.097     -37.757       0.188      -0.152      -0.340
      4400.00    5.00    0.00    0.00       -37.918     -38.080     -37.744       0.162      -0.174      -0.336
      4400.00    5.50    0.00    0.00       -37.919     -38.038     -37.714       0.119      -0.205      -0.324
      4500.00    2.50    0.00    0.00       -37.960     -38.093     -37.756       0.133      -0.204      -0.337
      4500.00    3.00    0.00    0.00       -37.965     -38.107     -37.766       0.143      -0.199      -0.341
      4500.00    3.50    0.00    0.00       -37.967     -38.119     -37.774       0.152      -0.193      -0.345
      4500.00    4.00    0.00    0.00       -37.974     -38.129     -37.783       0.155      -0.191      -0.346
      4500.00    4.50    0.00    0.00       -37.978     -38.135     -37.788       0.157      -0.191      -0.347
      4500.00    5.00    0.00    0.00       -37.985     -38.130     -37.785       0.145      -0.200      -0.345
      4500.00    5.50    0.00    0.00       -37.995     -38.106     -37.769       0.111      -0.227      -0.338
      4600.00    2.50    0.00    0.00       -38.029     -38.128     -37.785       0.100      -0.244      -0.343
      4600.00    3.00    0.00    0.00       -38.034     -38.143     -37.795       0.109      -0.239      -0.347
      4600.00    3.50    0.00    0.00       -38.034     -38.153     -37.802       0.118      -0.232      -0.350
      4600.00    4.00    0.00    0.00       -38.042     -38.164     -37.812       0.122      -0.230      -0.352
      4600.00    4.50    0.00    0.00       -38.046     -38.172     -37.818       0.126      -0.228      -0.354
      4600.00    5.00    0.00    0.00       -38.053     -38.174     -37.821       0.121      -0.232      -0.352
      4600.00    5.50    0.00    0.00       -38.061     -38.159     -37.811       0.098      -0.250      -0.347
      4700.00    2.50    0.00    0.00       -38.093     -38.163     -37.813       0.069      -0.280      -0.349
      4700.00    3.00    0.00    0.00       -38.100     -38.177     -37.824       0.077      -0.276      -0.353
      4700.00    3.50    0.00    0.00       -38.101     -38.186     -37.830       0.085      -0.270      -0.356
      4700.00    4.00    0.00    0.00       -38.108     -38.198     -37.840       0.090      -0.268      -0.358
      4700.00    4.50    0.00    0.00       -38.112     -38.205     -37.846       0.093      -0.266      -0.359
      4700.00    5.00    0.00    0.00       -38.118     -38.210     -37.852       0.093      -0.266      -0.358
      4700.00    5.50    0.00    0.00       -38.124     -38.204     -37.849       0.080      -0.275      -0.356
      4800.00    2.50    0.00    0.00       -38.157     -38.197     -37.842       0.039      -0.316      -0.355
      4800.00    3.00    0.00    0.00       -38.164     -38.210     -37.852       0.046      -0.312      -0.358
      4800.00    3.50    0.00    0.00       -38.162     -38.218     -37.858       0.056      -0.305      -0.361
      4800.00    4.00    0.00    0.00       -38.170     -38.229     -37.867       0.060      -0.303      -0.362
      4800.00    4.50    0.00    0.00       -38.175     -38.237     -37.874       0.062      -0.301      -0.364
      4800.00    5.00    0.00    0.00       -38.180     -38.244     -37.880       0.064      -0.300      -0.363
      4800.00    5.50    0.00    0.00       -38.189     -38.250     -37.886       0.060      -0.303      -0.364
      4900.00    2.50    0.00    0.00       -38.218     -38.230     -37.869       0.012      -0.349      -0.361
      4900.00    3.00    0.00    0.00       -38.224     -38.242     -37.879       0.018      -0.345      -0.363
      4900.00    3.50    0.00    0.00       -38.226     -38.252     -37.887       0.026      -0.340      -0.365
      4900.00    4.00    0.00    0.00       -38.231     -38.262     -37.894       0.031      -0.337      -0.367
      4900.00    4.50    0.00    0.00       -38.234     -38.269     -37.901       0.035      -0.333      -0.369
      4900.00    5.00    0.00    0.00       -38.240     -38.275     -37.907       0.035      -0.333      -0.368
      4900.00    5.50    0.00    0.00       -38.246     -38.280     -37.912       0.034      -0.333      -0.368
      5000.00    2.50    0.00    0.00       -38.267     -38.254     -37.888      -0.013      -0.379      -0.366
      5000.00    3.00    0.00    0.00       -38.282     -38.275     -37.907      -0.007      -0.375      -0.368
      5000.00    3.50    0.00    0.00       -38.284     -38.283     -37.913      -0.001      -0.371      -0.370
      5000.00    4.00    0.00    0.00       -38.289     -38.292     -37.920       0.003      -0.368      -0.371
      5000.00    4.50    0.00    0.00       -38.292     -38.299     -37.927       0.007      -0.365      -0.372
      5000.00    5.00    0.00    0.00       -38.297     -38.305     -37.933       0.008      -0.364      -0.372
      5000.00    5.50    0.00    0.00       -38.301     -38.309     -37.937       0.008      -0.364      -0.372
      5100.00    2.50    0.00    0.00       -38.323     -38.285     -37.914      -0.038      -0.409      -0.370
      5100.00    3.00    0.00    0.00       -38.337     -38.305     -37.933      -0.032      -0.404      -0.373
      5100.00    3.50    0.00    0.00       -38.339     -38.314     -37.939      -0.025      -0.399      -0.375
      5100.00    4.00    0.00    0.00       -38.344     -38.322     -37.947      -0.022      -0.398      -0.375
      5100.00    4.50    0.00    0.00       -38.347     -38.329     -37.953      -0.018      -0.394      -0.376
      5100.00    5.00    0.00    0.00       -38.353     -38.336     -37.959      -0.017      -0.393      -0.377
      5100.00    5.50    0.00    0.00       -38.357     -38.344     -37.966      -0.013      -0.391      -0.378
      5200.00    2.50    0.00    0.00       -38.385     -38.323     -37.948      -0.062      -0.437      -0.375
      5200.00    3.00    0.00    0.00       -38.390     -38.335     -37.958      -0.055      -0.432      -0.377
      5200.00    3.50    0.00    0.00       -38.392     -38.343     -37.965      -0.048      -0.427      -0.379
      5200.00    4.00    0.00    0.00       -38.397     -38.351     -37.972      -0.045      -0.425      -0.380
      5200.00    4.50    0.00    0.00       -38.400     -38.359     -37.978      -0.042      -0.422      -0.381
      5200.00    5.00    0.00    0.00       -38.406     -38.365     -37.984      -0.041      -0.421      -0.381
      5200.00    5.50    0.00    0.00       -38.411     -38.372     -37.991      -0.039      -0.420      -0.381
      5300.00    2.50    0.00    0.00       -38.436     -38.351     -37.972      -0.085      -0.464      -0.379
      5300.00    3.00    0.00    0.00       -38.441     -38.363     -37.982      -0.078      -0.458      -0.381
      5300.00    3.50    0.00    0.00       -38.443     -38.371     -37.989      -0.072      -0.454      -0.382
      5300.00    4.00    0.00    0.00       -38.449     -38.380     -37.997      -0.068      -0.451      -0.383
      5300.00    4.50    0.00    0.00       -38.451     -38.387     -38.003      -0.064      -0.448      -0.384
      5300.00    5.00    0.00    0.00       -38.456     -38.392     -38.008      -0.064      -0.448      -0.384
      5300.00    5.50    0.00    0.00       -38.462     -38.400     -38.015      -0.061      -0.446      -0.385
      5400.00    2.50    0.00    0.00       -38.485     -38.379     -37.996      -0.106      -0.488      -0.382
      5400.00    3.00    0.00    0.00       -38.490     -38.391     -38.006      -0.099      -0.483      -0.384
      5400.00    3.50    0.00    0.00       -38.493     -38.399     -38.014      -0.093      -0.479      -0.386
      5400.00    4.00    0.00    0.00       -38.497     -38.408     -38.021      -0.089      -0.476      -0.387
      5400.00    4.50    0.00    0.00       -38.500     -38.415     -38.027      -0.085      -0.473      -0.388
      5400.00    5.00    0.00    0.00       -38.505     -38.419     -38.032      -0.086      -0.473      -0.387
      5400.00    5.50    0.00    0.00       -38.512     -38.429     -38.040      -0.083      -0.472      -0.389
      5500.00    2.50    0.00    0.00       -38.532     -38.405     -38.019      -0.127      -0.512      -0.385
      5500.00    3.00    0.00    0.00       -38.537     -38.417     -38.030      -0.120      -0.507      -0.387
      5500.00    3.50    0.00    0.00       -38.541     -38.427     -38.038      -0.114      -0.503      -0.389
      5500.00    4.00    0.00    0.00       -38.544     -38.435     -38.045      -0.110      -0.500      -0.390
      5500.00    4.50    0.00    0.00       -38.547     -38.442     -38.050      -0.105      -0.497      -0.392
      5500.00    5.00    0.00    0.00       -38.554     -38.448     -38.057      -0.106      -0.497      -0.391
      5500.00    5.50    0.00    0.00       -38.558     -38.455     -38.063      -0.104      -0.495      -0.392
      5600.00    2.50    0.00    0.00       -38.578     -38.431     -38.043      -0.147      -0.535      -0.388
      5600.00    3.00    0.00    0.00       -38.583     -38.443     -38.053      -0.140      -0.530      -0.390
      5600.00    3.50    0.00    0.00       -38.585     -38.452     -38.060      -0.133      -0.525      -0.391
      5600.00    4.00    0.00    0.00       -38.590     -38.461     -38.068      -0.129      -0.522      -0.393
      5600.00    4.50    0.00    0.00       -38.593     -38.468     -38.073      -0.125      -0.519      -0.395
      5600.00    5.00    0.00    0.00       -38.600     -38.475     -38.080      -0.125      -0.519      -0.394
      5600.00    5.50    0.00    0.00       -38.604     -38.481     -38.086      -0.123      -0.518      -0.395
      5700.00    2.50    0.00    0.00       -38.622     -38.455     -38.065      -0.167      -0.557      -0.390
      5700.00    3.00    0.00    0.00       -38.628     -38.468     -38.076      -0.160      -0.552      -0.392
      5700.00    3.50    0.00    0.00       -38.631     -38.478     -38.084      -0.153      -0.547      -0.394
      5700.00    4.00    0.00    0.00       -38.635     -38.486     -38.091      -0.148      -0.544      -0.396
      5700.00    4.50    0.00    0.00       -38.637     -38.494     -38.096      -0.143      -0.541      -0.398
      5700.00    5.00    0.00    0.00       -38.644     -38.500     -38.103      -0.143      -0.541      -0.398
      5700.00    5.50    0.00    0.00       -38.638     -38.494     -38.100      -0.144      -0.538      -0.394
      5800.00    2.50    0.00    0.00       -38.658     -38.472     -38.080      -0.186      -0.578      -0.392
      5800.00    3.00    0.00    0.00       -38.671     -38.492     -38.098      -0.179      -0.573      -0.394
      5800.00    3.50    0.00    0.00       -38.673     -38.502     -38.106      -0.172      -0.568      -0.396
      5800.00    4.00    0.00    0.00       -38.678     -38.511     -38.113      -0.167      -0.565      -0.398
      5800.00    4.50    0.00    0.00       -38.679     -38.518     -38.118      -0.161      -0.562      -0.401
      5800.00    5.00    0.00    0.00       -38.686     -38.526     -38.125      -0.160      -0.561      -0.401
      5800.00    5.50    0.00    0.00       -38.691     -38.531     -38.131      -0.160      -0.560      -0.401
      5900.00    2.50    0.00    0.00       -38.700     -38.495     -38.101      -0.205      -0.598      -0.394
      5900.00    3.00    0.00    0.00       -38.712     -38.515     -38.119      -0.198      -0.593      -0.396
      5900.00    3.50    0.00    0.00       -38.715     -38.526     -38.128      -0.189      -0.587      -0.398
      5900.00    4.00    0.00    0.00       -38.719     -38.535     -38.135      -0.184      -0.584      -0.400
      5900.00    4.50    0.00    0.00       -38.722     -38.543     -38.141      -0.180      -0.581      -0.402
      5900.00    5.00    0.00    0.00       -38.727     -38.550     -38.147      -0.177      -0.580      -0.403
      5900.00    5.50    0.00    0.00       -38.733     -38.557     -38.153      -0.176      -0.579      -0.404
      6000.00    2.50    0.00    0.00       -38.739     -38.520     -38.124      -0.219      -0.615      -0.395
      6000.00    3.00    0.00    0.00       -38.747     -38.535     -38.137      -0.212      -0.610      -0.397
      6000.00    3.50    0.00    0.00       -38.754     -38.548     -38.149      -0.206      -0.606      -0.400
      6000.00    4.00    0.00    0.00       -38.756     -38.557     -38.155      -0.200      -0.602      -0.402
      6000.00    4.50    0.00    0.00       -38.760     -38.564     -38.161      -0.196      -0.599      -0.403
      6000.00    5.00    0.00    0.00       -38.764     -38.571     -38.167      -0.193      -0.598      -0.405
      6000.00    5.50    0.00    0.00       -38.770     -38.579     -38.173      -0.191      -0.597      -0.406
      6100.00    2.50    0.00    0.00       -38.777     -38.541     -38.143      -0.237      -0.634      -0.398
      6100.00    3.00    0.00    0.00       -38.786     -38.556     -38.158      -0.229      -0.628      -0.399
      6100.00    3.50    0.00    0.00       -38.794     -38.571     -38.170      -0.223      -0.624      -0.401
      6100.00    4.00    0.00    0.00       -38.795     -38.579     -38.175      -0.216      -0.620      -0.404
      6100.00    4.50    0.00    0.00       -38.798     -38.587     -38.181      -0.211      -0.617      -0.406
      6100.00    5.00    0.00    0.00       -38.803     -38.594     -38.188      -0.209      -0.615      -0.406
      6100.00    5.50    0.00    0.00       -38.808     -38.601     -38.193      -0.207      -0.614      -0.408
      6200.00    2.50    0.00    0.00       -38.814     -38.561     -38.162      -0.253      -0.653      -0.399
      6200.00    3.00    0.00    0.00       -38.823     -38.577     -38.177      -0.246      -0.646      -0.400
      6200.00    3.50    0.00    0.00       -38.830     -38.592     -38.189      -0.238      -0.641      -0.403
      6200.00    4.00    0.00    0.00       -38.833     -38.601     -38.196      -0.231      -0.637      -0.406
      6200.00    4.50    0.00    0.00       -38.836     -38.610     -38.202      -0.226      -0.634      -0.407
      6200.00    5.00    0.00    0.00       -38.840     -38.617     -38.208      -0.223      -0.632      -0.409
      6200.00    5.50    0.00    0.00       -38.844     -38.623     -38.213      -0.221      -0.631      -0.410
      6300.00    2.50    0.00    0.00       -38.850     -38.581     -38.181      -0.269      -0.669      -0.400
      6300.00    3.00    0.00    0.00       -38.860     -38.597     -38.196      -0.262      -0.664      -0.402
      6300.00    3.50    0.00    0.00       -38.865     -38.612     -38.208      -0.253      -0.657      -0.404
      6300.00    4.00    0.00    0.00       -38.869     -38.622     -38.215      -0.247      -0.654      -0.407
      6300.00    4.50    0.00    0.00       -38.872     -38.631     -38.222      -0.241      -0.650      -0.409
      6300.00    5.00    0.00    0.00       -38.876     -38.639     -38.228      -0.237      -0.648      -0.411
      6300.00    5.50    0.00    0.00       -38.880     -38.646     -38.234      -0.235      -0.647      -0.412
      6400.00    2.50    0.00    0.00       -38.885     -38.600     -38.199      -0.284      -0.686      -0.401
      6400.00    3.00    0.00    0.00       -38.895     -38.617     -38.215      -0.278      -0.680      -0.402
      6400.00    3.50    0.00    0.00       -38.900     -38.631     -38.226      -0.269      -0.674      -0.406
      6400.00    4.00    0.00    0.00       -38.904     -38.643     -38.234      -0.261      -0.670      -0.409
      6400.00    4.50    0.00    0.00       -38.908     -38.653     -38.242      -0.255      -0.666      -0.411
      6400.00    5.00    0.00    0.00       -38.911     -38.661     -38.248      -0.250      -0.663      -0.413
      6400.00    5.50    0.00    0.00       -38.915     -38.668     -38.254      -0.247      -0.661      -0.414
      6500.00    2.50    0.00    0.00       -38.918     -38.617     -38.216      -0.301      -0.702      -0.401
      6500.00    3.00    0.00    0.00       -38.928     -38.636     -38.232      -0.292      -0.696      -0.404
      6500.00    3.50    0.00    0.00       -38.933     -38.650     -38.243      -0.283      -0.690      -0.406
      6500.00    4.00    0.00    0.00       -38.938     -38.663     -38.253      -0.276      -0.685      -0.409
      6500.00    4.50    0.00    0.00       -38.941     -38.672     -38.260      -0.269      -0.681      -0.412
      6500.00    5.00    0.00    0.00       -38.945     -38.681     -38.267      -0.263      -0.678      -0.415
      6500.00    5.50    0.00    0.00       -38.949     -38.690     -38.273      -0.259      -0.676      -0.416
      6600.00    2.50    0.00    0.00       -38.950     -38.640     -38.238      -0.310      -0.713      -0.403
      6600.00    3.00    0.00    0.00       -38.961     -38.655     -38.250      -0.306      -0.711      -0.405
      6600.00    3.50    0.00    0.00       -38.967     -38.668     -38.261      -0.299      -0.706      -0.407
      6600.00    4.00    0.00    0.00       -38.971     -38.682     -38.271      -0.290      -0.700      -0.410
      6600.00    4.50    0.00    0.00       -38.974     -38.692     -38.279      -0.282      -0.696      -0.413
      6600.00    5.00    0.00    0.00       -38.978     -38.702     -38.286      -0.276      -0.692      -0.416
      6600.00    5.50    0.00    0.00       -38.982     -38.711     -38.292      -0.271      -0.690      -0.419
      6700.00    2.50    0.00    0.00       -38.986     -38.664     -38.260      -0.322      -0.726      -0.404
      6700.00    3.00    0.00    0.00       -38.992     -38.672     -38.267      -0.320      -0.726      -0.406
      6700.00    3.50    0.00    0.00       -39.000     -38.686     -38.279      -0.313      -0.720      -0.407
      6700.00    4.00    0.00    0.00       -39.003     -38.701     -38.289      -0.303      -0.714      -0.411
      6700.00    4.50    0.00    0.00       -39.006     -38.710     -38.296      -0.295      -0.710      -0.415
      6700.00    5.00    0.00    0.00       -39.010     -38.722     -38.304      -0.288      -0.706      -0.418
      6700.00    5.50    0.00    0.00       -39.014     -38.731     -38.311      -0.282      -0.703      -0.420
      6800.00    2.50    0.00    0.00       -39.021     -38.686     -38.282      -0.335      -0.740      -0.405
      6800.00    3.00    0.00    0.00       -39.022     -38.688     -38.282      -0.334      -0.740      -0.406
      6800.00    3.50    0.00    0.00       -39.031     -38.704     -38.296      -0.327      -0.735      -0.408
      6800.00    4.00    0.00    0.00       -39.035     -38.719     -38.307      -0.316      -0.728      -0.412
      6800.00    4.50    0.00    0.00       -39.037     -38.730     -38.314      -0.308      -0.724      -0.416
      6800.00    5.00    0.00    0.00       -39.041     -38.740     -38.322      -0.301      -0.719      -0.418
      6800.00    5.50    0.00    0.00       -39.045     -38.751     -38.329      -0.294      -0.716      -0.422
      6900.00    2.50    0.00    0.00       -39.044     -38.695     -38.288      -0.350      -0.756      -0.407
      6900.00    3.00    0.00    0.00       -39.050     -38.706     -38.300      -0.345      -0.750      -0.406
      6900.00    3.50    0.00    0.00       -39.061     -38.721     -38.313      -0.340      -0.748      -0.409
      6900.00    4.00    0.00    0.00       -39.066     -38.736     -38.323      -0.330      -0.742      -0.412
      6900.00    4.50    0.00    0.00       -39.067     -38.747     -38.330      -0.321      -0.737      -0.416
      6900.00    5.00    0.00    0.00       -39.071     -38.759     -38.339      -0.312      -0.732      -0.420
      6900.00    5.50    0.00    0.00       -39.074     -38.769     -38.346      -0.306      -0.728      -0.423
      7000.00    2.50    0.00    0.00       -39.071     -38.710     -38.302      -0.362      -0.769      -0.408
      7000.00    3.00    0.00    0.00       -39.078     -38.722     -38.315      -0.356      -0.763      -0.407
      7000.00    3.50    0.00    0.00       -39.090     -38.738     -38.328      -0.352      -0.761      -0.410
      7000.00    4.00    0.00    0.00       -39.095     -38.751     -38.339      -0.344      -0.756      -0.412
      7000.00    4.50    0.00    0.00       -39.098     -38.764     -38.347      -0.334      -0.750      -0.417
      7000.00    5.00    0.00    0.00       -39.101     -38.777     -38.356      -0.324      -0.745      -0.421
      7000.00    5.50    0.00    0.00       -39.104     -38.788     -38.364      -0.316      -0.740      -0.424
