 # M = 4.50 Mo, Y = 0.2880, Z = 2.00000E-02, alpha = 1.68, X_D = 2.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  4.26417876   0.692   2.22675   3.66827   6.24364  -2.28021   0.00000   5.620E-01   0.000E+00   4.380E-01
   2  4.33478907   0.692   2.21780   3.66920   6.24987  -2.26150   0.00000   6.325E-01   0.000E+00   3.675E-01
   3  4.39550852   0.692   2.21038   3.66996   6.25502  -2.24606   0.00000   6.821E-01   0.000E+00   3.179E-01
   4  4.44877066   0.692   2.20361   3.67064   6.25970  -2.23201   0.00000   7.228E-01   0.000E+00   2.772E-01
   5  4.49620849   0.692   2.19805   3.67116   6.26347  -2.22072   0.00000   7.453E-01   0.000E+00   2.547E-01
   6  4.53897118   0.692   2.19250   3.67168   6.26724  -2.20942   0.00000   7.679E-01   0.000E+00   2.321E-01
   7  4.57789812   0.692   2.18765   3.67210   6.27047  -2.19974   0.00000   7.792E-01   0.000E+00   2.208E-01
   8  4.61362115   0.692   2.18286   3.67251   6.27364  -2.19022   0.00000   7.894E-01   0.000E+00   2.106E-01
   9  4.64662779   0.692   2.17814   3.67292   6.27677  -2.18085   0.00000   7.984E-01   0.000E+00   2.016E-01
  10  4.67730212   0.692   2.17371   3.67327   6.27965  -2.17221   0.00000   8.012E-01   0.000E+00   1.988E-01
  11  4.70595210   0.692   2.16928   3.67362   6.28254  -2.16356   0.00000   8.040E-01   0.000E+00   1.960E-01
  12  4.73282848   0.692   2.16485   3.67397   6.28542  -2.15492   0.00000   8.067E-01   0.000E+00   1.933E-01
  13  4.75813809   0.692   2.16047   3.67430   6.28824  -2.14646   0.00000   8.057E-01   0.000E+00   1.943E-01
  14  4.78205360   0.692   2.15609   3.67463   6.29106  -2.13801   0.00000   8.043E-01   0.000E+00   1.957E-01
  15  4.80472059   0.692   2.15171   3.67496   6.29388  -2.12956   0.00000   8.029E-01   0.000E+00   1.971E-01
  16  4.82626299   0.692   2.14725   3.67529   6.29674  -2.12100   0.00000   8.002E-01   0.000E+00   1.998E-01
  17  4.84678712   0.692   2.14266   3.67562   6.29967  -2.11223   0.00000   7.947E-01   0.000E+00   2.053E-01
  18  4.86638493   0.692   2.13807   3.67596   6.30261  -2.10345   0.00000   7.892E-01   0.000E+00   2.108E-01
  19  4.88513642   0.692   2.13347   3.67629   6.30554  -2.09468   0.00000   7.837E-01   0.000E+00   2.163E-01
  20  4.90311168   0.692   2.12859   3.67664   6.30864  -2.08539   0.00000   7.754E-01   0.000E+00   2.246E-01
  21  4.92037243   0.692   2.12357   3.67699   6.31182  -2.07587   0.00000   7.656E-01   0.000E+00   2.344E-01
  22  4.93697331   0.692   2.11855   3.67734   6.31500  -2.06635   0.00000   7.559E-01   0.000E+00   2.441E-01
  23  4.95296291   0.692   2.11342   3.67770   6.31825  -2.05662   0.00000   7.453E-01   0.000E+00   2.547E-01
  24  4.96838466   0.692   2.10782   3.67809   6.32180  -2.04600   0.00000   7.307E-01   0.000E+00   2.693E-01
  25  4.98327751   0.692   2.10221   3.67848   6.32534  -2.03539   0.00000   7.161E-01   0.000E+00   2.839E-01
  26  4.99767655   0.692   2.09661   3.67888   6.32889  -2.02477   0.00000   7.015E-01   0.000E+00   2.985E-01
  27  5.01161346   0.692   2.09028   3.67931   6.33287  -2.01285   0.00000   6.802E-01   0.000E+00   3.198E-01
  28  5.02511700   0.692   2.08393   3.67974   6.33686  -2.00088   0.00000   6.587E-01   0.000E+00   3.413E-01
  29  5.03821330   0.692   2.07752   3.68017   6.34090  -1.98879   0.00000   6.366E-01   0.000E+00   3.634E-01
  30  5.05092622   0.692   2.07039   3.68066   6.34539  -1.97534   0.00000   6.077E-01   0.000E+00   3.923E-01
  31  5.06327755   0.692   2.06327   3.68115   6.34988  -1.96188   0.00000   5.788E-01   0.000E+00   4.212E-01
  32  5.07528730   0.692   2.05574   3.68167   6.35464  -1.94764   0.00000   5.458E-01   0.000E+00   4.542E-01
  33  5.08697386   0.692   2.04786   3.68222   6.35964  -1.93269   0.00000   5.093E-01   0.000E+00   4.907E-01
  34  5.09835416   0.692   2.03986   3.68278   6.36471  -1.91723   0.07139   4.714E-01   0.000E+00   5.286E-01
  35  5.10944385   0.692   2.03146   3.68338   6.37000  -1.90022   0.35612   4.289E-01   0.000E+00   5.711E-01
  36  5.12025741   0.692   2.02256   3.68405   6.37517  -1.87935   0.52070   3.541E-01   0.000E+00   6.458E-01
  37  5.13080824   0.692   2.01162   3.68500   6.37980  -1.84305   0.20479   1.496E-01   0.000E+00   8.498E-01
  38  5.14110882   0.692   2.00123   3.68591   6.38440  -1.80842   0.00000   1.306E-02   0.000E+00   9.859E-01
  39  5.15117074   0.692   1.99200   3.68675   6.38908  -1.77751   0.00000   5.366E-03   0.000E+00   9.936E-01
  40  5.16100481   0.692   1.98307   3.68757   6.39400  -1.74810   0.00000   4.000E-03   0.000E+00   9.952E-01
  41  5.17062111   0.692   1.97454   3.68836   6.39904  -1.72012   0.00000   4.000E-03   0.000E+00   9.960E-01
  42  5.17674232   0.692   1.96932   3.68886   6.40233  -1.70304   0.00000   3.487E-03   0.000E+00   9.965E-01
  43  5.18277845   0.692   1.96411   3.68935   6.40561  -1.68600   0.00000   2.976E-03   0.000E+00   9.970E-01
  44  5.18873183   0.692   1.95922   3.68984   6.40890  -1.66982   0.00000   2.488E-03   0.000E+00   9.970E-01
  45  5.19460470   0.692   1.95433   3.69032   6.41219  -1.65364   0.00000   2.000E-03   0.000E+00   9.970E-01
  46  5.20039922   0.692   1.94969   3.69078   6.41545  -1.63829   0.00000   2.000E-03   0.000E+00   9.975E-01
  47  5.20611744   0.692   1.94504   3.69124   6.41870  -1.62295   0.00000   2.000E-03   0.000E+00   9.979E-01
  48  5.21176135   0.692   1.94066   3.69168   6.42192  -1.60825   0.00000   2.000E-03   0.000E+00   9.980E-01
  49  5.21733285   0.692   1.93633   3.69212   6.42513  -1.59365   0.00000   2.000E-03   0.000E+00   9.980E-01
  50  5.22283378   0.692   1.93214   3.69255   6.42830  -1.57949   0.00000   1.735E-03   0.000E+00   9.983E-01
  51  5.22826590   0.692   1.92804   3.69298   6.43144  -1.56559   0.00000   1.307E-03   0.000E+00   9.987E-01
  52  5.23363092   0.692   1.92403   3.69340   6.43456  -1.55186   0.00000   1.000E-03   0.000E+00   9.990E-01
  53  5.23893047   0.692   1.92024   3.69381   6.43763  -1.53858   0.00000   1.000E-03   0.000E+00   9.990E-01
  54  5.24416613   0.692   1.91645   3.69422   6.44070  -1.52529   0.00000   1.000E-03   0.000E+00   9.990E-01
  55  5.24933942   0.692   1.91283   3.69461   6.44370  -1.51250   0.00000   1.000E-03   0.000E+00   9.990E-01
  56  5.25445182   0.692   1.90924   3.69500   6.44669  -1.49979   0.00000   1.000E-03   0.000E+00   9.990E-01
  57  5.25950473   0.692   1.90572   3.69538   6.44965  -1.48725   0.00000   1.000E-03   0.000E+00   9.990E-01
  58  5.26449952   0.692   1.90240   3.69575   6.45256  -1.47508   0.00000   1.000E-03   0.000E+00   9.990E-01
  59  5.26943753   0.692   1.89908   3.69613   6.45547  -1.46291   0.00000   1.000E-03   0.000E+00   9.990E-01
  60  5.27432002   0.692   1.89591   3.69649   6.45832  -1.45106   0.00000   1.000E-03   0.000E+00   9.990E-01
  61  5.27914823   0.692   1.89282   3.69685   6.46114  -1.43940   0.00000   1.000E-03   0.000E+00   9.990E-01
  62  5.28392335   0.692   1.88973   3.69722   6.46397  -1.42773   0.00000   1.000E-03   0.000E+00   9.990E-01
  63  5.28864654   0.692   1.88686   3.69757   6.46672  -1.41647   0.00000   6.928E-04   0.000E+00   9.990E-01
  64  5.29331891   0.692   1.88402   3.69792   6.46946  -1.40527   0.00000   3.444E-04   0.000E+00   9.990E-01
  65  5.29794155   0.692   1.88119   3.69826   6.47220  -1.39407   0.00000   0.000E+00   0.000E+00   9.990E-01
  66  5.30251550   0.692   1.87857   3.69860   6.47486  -1.38330   0.00000   0.000E+00   0.000E+00   9.993E-01
  67  5.30704179   0.692   1.87595   3.69893   6.47753  -1.37253   0.00000   0.000E+00   0.000E+00   9.997E-01
  68  5.31152138   0.692   1.87333   3.69927   6.48019  -1.36178   0.00000   0.000E+00   0.000E+00   1.000E+00
  69  5.31595524   0.692   1.87097   3.69960   6.48277  -1.35141   0.00000   0.000E+00   0.000E+00   1.000E+00
  70  5.32034430   0.692   1.86860   3.69994   6.48535  -1.34104   0.00000   0.000E+00   0.000E+00   1.000E+00
  71  5.32468944   0.692   1.86624   3.70027   6.48793  -1.33068   0.00000   0.000E+00   0.000E+00   1.000E+00
  72  5.32899153   0.692   1.86410   3.70060   6.49044  -1.32065   0.00000   0.000E+00   0.000E+00   1.000E+00
  73  5.33325143   0.692   1.86197   3.70092   6.49294  -1.31065   0.00000   0.000E+00   0.000E+00   1.000E+00
  74  5.33746995   0.692   1.85985   3.70125   6.49545  -1.30065   0.00000   0.000E+00   0.000E+00   1.000E+00
  75  5.34164788   0.692   1.85788   3.70157   6.49790  -1.29090   0.00000   0.000E+00   0.000E+00   1.000E+00
  76  5.34578601   0.692   1.85599   3.70189   6.50034  -1.28124   0.00000   0.000E+00   0.000E+00   1.000E+00
  77  5.34988508   0.692   1.85409   3.70221   6.50277  -1.27158   0.00000   0.000E+00   0.000E+00   1.000E+00
  78  5.35394582   0.692   1.85229   3.70253   6.50518  -1.26204   0.00000   0.000E+00   0.000E+00   1.000E+00
  79  5.35796894   0.692   1.85066   3.70286   6.50754  -1.25270   0.00000   0.000E+00   0.000E+00   1.000E+00
  80  5.36195514   0.692   1.84902   3.70318   6.50989  -1.24336   0.00000   0.000E+00   0.000E+00   1.000E+00
  81  5.36590508   0.692   1.84738   3.70351   6.51225  -1.23402   0.00000   0.000E+00   0.000E+00   1.000E+00
  82  5.36981942   0.692   1.84596   3.70382   6.51454  -1.22497   0.00000   0.000E+00   0.000E+00   1.000E+00
  83  5.37369880   0.692   1.84454   3.70414   6.51683  -1.21593   0.00000   0.000E+00   0.000E+00   1.000E+00
  84  5.37754383   0.692   1.84312   3.70445   6.51913  -1.20688   0.00000   0.000E+00   0.000E+00   1.000E+00
  85  5.38135511   0.692   1.84183   3.70477   6.52138  -1.19798   0.00000   0.000E+00   0.000E+00   1.000E+00
  86  5.38513324   0.692   1.84066   3.70510   6.52361  -1.18921   0.00000   0.000E+00   0.000E+00   1.000E+00
  87  5.38887879   0.692   1.83949   3.70542   6.52584  -1.18044   0.00000   0.000E+00   0.000E+00   1.000E+00
  88  5.39259231   0.692   1.83833   3.70575   6.52806  -1.17168   0.00000   0.000E+00   0.000E+00   1.000E+00
  89  5.39627434   0.692   1.83735   3.70606   6.53023  -1.16316   0.00000   0.000E+00   0.000E+00   1.000E+00
  90  5.39992542   0.692   1.83636   3.70637   6.53240  -1.15463   0.00000   0.000E+00   0.000E+00   1.000E+00
  91  5.40354606   0.692   1.83538   3.70668   6.53457  -1.14611   0.00000   0.000E+00   0.000E+00   1.000E+00
  92  5.40713676   0.692   1.83452   3.70699   6.53672  -1.13771   0.00000   0.000E+00   0.000E+00   1.000E+00
  93  5.41069802   0.692   1.83376   3.70731   6.53883  -1.12941   0.00000   0.000E+00   0.000E+00   1.000E+00
  94  5.41423032   0.692   1.83301   3.70762   6.54095  -1.12111   0.00000   0.000E+00   0.000E+00   1.000E+00
  95  5.41773412   0.692   1.83226   3.70794   6.54306  -1.11281   0.00000   0.000E+00   0.000E+00   1.000E+00
  96  5.42120987   0.692   1.83168   3.70825   6.54513  -1.10471   0.00000   0.000E+00   0.000E+00   1.000E+00
  97  5.42465803   0.692   1.83110   3.70855   6.54720  -1.09661   0.00000   0.000E+00   0.000E+00   1.000E+00
  98  5.42807903   0.692   1.83052   3.70886   6.54928  -1.08851   0.00000   0.000E+00   0.000E+00   1.000E+00
  99  5.43147329   0.692   1.83006   3.70916   6.55133  -1.08049   0.00000   0.000E+00   0.000E+00   1.000E+00
 100  5.43484122   0.692   1.82971   3.70947   6.55338  -1.07254   0.00000   0.000E+00   0.000E+00   1.000E+00
 101  5.43818324   0.692   1.82935   3.70978   6.55543  -1.06460   0.00000   0.000E+00   0.000E+00   1.000E+00
 102  5.44149974   0.692   1.82901   3.71009   6.55747  -1.05666   0.00000   0.000E+00   0.000E+00   1.000E+00
 103  5.44479111   0.692   1.82884   3.71040   6.55947  -1.04891   0.00000   0.000E+00   0.000E+00   1.000E+00
 104  5.44805771   0.692   1.82868   3.71070   6.56146  -1.04116   0.00000   0.000E+00   0.000E+00   1.000E+00
 105  5.45129993   0.692   1.82851   3.71101   6.56345  -1.03342   0.00000   0.000E+00   0.000E+00   1.000E+00
 106  5.45451813   0.692   1.82848   3.71132   6.56542  -1.02575   0.00000   0.000E+00   0.000E+00   1.000E+00
 107  5.45771265   0.692   1.82856   3.71163   6.56738  -1.01815   0.00000   0.000E+00   0.000E+00   1.000E+00
 108  5.46088385   0.692   1.82864   3.71194   6.56935  -1.01055   0.00000   0.000E+00   0.000E+00   1.000E+00
 109  5.46403206   0.692   1.82874   3.71226   6.57130  -1.00296   0.00000   0.000E+00   0.000E+00   1.000E+00
 110  5.46715761   0.692   1.82902   3.71258   6.57323  -0.99550   0.00000   0.000E+00   0.000E+00   1.000E+00
 111  5.47026082   0.692   1.82929   3.71289   6.57516  -0.98803   0.00000   0.000E+00   0.000E+00   1.000E+00
 112  5.47334203   0.692   1.82957   3.71321   6.57709  -0.98057   0.00000   0.000E+00   0.000E+00   1.000E+00
 113  5.47640152   0.692   1.83004   3.71354   6.57900  -0.97319   0.00000   0.000E+00   0.000E+00   1.000E+00
 114  5.47943961   0.692   1.83057   3.71387   6.58091  -0.96585   0.00000   0.000E+00   0.000E+00   1.000E+00
 115  5.48245660   0.692   1.83110   3.71420   6.58281  -0.95850   0.00000   0.000E+00   0.000E+00   1.000E+00
 116  5.48545277   0.692   1.83174   3.71454   6.58471  -0.95120   0.00000   0.000E+00   0.000E+00   1.000E+00
 117  5.48842841   0.692   1.83250   3.71489   6.58660  -0.94396   0.00000   0.000E+00   0.000E+00   1.000E+00
 118  5.49138381   0.692   1.83327   3.71523   6.58848  -0.93672   0.00000   0.000E+00   0.000E+00   1.000E+00
 119  5.49431923   0.692   1.83410   3.71559   6.59036  -0.92950   0.00000   0.000E+00   0.000E+00   1.000E+00
 120  5.49723494   0.692   1.83513   3.71596   6.59223  -0.92234   0.00000   0.000E+00   0.000E+00   1.000E+00
 121  5.50013120   0.692   1.83616   3.71634   6.59410  -0.91519   0.00000   0.000E+00   0.000E+00   1.000E+00
 122  5.50300828   0.692   1.83722   3.71671   6.59597  -0.90804   0.00000   0.000E+00   0.000E+00   1.000E+00
 123  5.50586643   0.692   1.83848   3.71711   6.59783  -0.90097   0.00000   0.000E+00   0.000E+00   1.000E+00
 124  5.50870589   0.692   1.83975   3.71750   6.59969  -0.89389   0.00000   0.000E+00   0.000E+00   1.000E+00
 125  5.51152690   0.692   1.84103   3.71790   6.60155  -0.88682   0.00000   0.000E+00   0.000E+00   1.000E+00
 126  5.51432971   0.692   1.84255   3.71833   6.60340  -0.87981   0.00000   0.000E+00   0.000E+00   1.000E+00
 127  5.51711454   0.692   1.84407   3.71875   6.60525  -0.87279   0.00000   0.000E+00   0.000E+00   1.000E+00
 128  5.51988163   0.692   1.84559   3.71918   6.60710  -0.86578   0.00000   0.000E+00   0.000E+00   1.000E+00
 129  5.52263121   0.692   1.84727   3.71962   6.60894  -0.85883   0.00000   0.000E+00   0.000E+00   1.000E+00
 130  5.52536348   0.692   1.84896   3.72006   6.61079  -0.85188   0.00000   0.000E+00   0.000E+00   1.000E+00
 131  5.52807867   0.692   1.85066   3.72050   6.61263  -0.84493   0.00000   0.000E+00   0.000E+00   1.000E+00
 132  5.53077700   0.692   1.85254   3.72096   6.61447  -0.83803   0.00000   0.000E+00   0.000E+00   1.000E+00
 133  5.53345866   0.692   1.85442   3.72142   6.61631  -0.83112   0.00000   0.000E+00   0.000E+00   1.000E+00
 134  5.53612386   0.692   1.85632   3.72187   6.61816  -0.82423   0.00000   0.000E+00   0.000E+00   1.000E+00
 135  5.53877281   0.692   1.85830   3.72233   6.61999  -0.81738   0.00000   0.000E+00   0.000E+00   1.000E+00
 136  5.54140570   0.692   1.86028   3.72278   6.62182  -0.81052   0.00000   0.000E+00   0.000E+00   1.000E+00
 137  5.54402272   0.692   1.86230   3.72324   6.62365  -0.80369   0.00000   0.000E+00   0.000E+00   1.000E+00
 138  5.54662407   0.692   1.86437   3.72369   6.62549  -0.79688   0.00000   0.000E+00   0.000E+00   1.000E+00
 139  5.54920992   0.692   1.86643   3.72414   6.62732  -0.79007   0.00000   0.000E+00   0.000E+00   1.000E+00
 140  5.55178048   0.692   1.86853   3.72458   6.62915  -0.78329   0.00000   0.000E+00   0.000E+00   1.000E+00
 141  5.55433590   0.692   1.87064   3.72502   6.63098  -0.77651   0.00000   0.000E+00   0.000E+00   1.000E+00
 142  5.55687638   0.692   1.87277   3.72545   6.63281  -0.76975   0.00000   0.000E+00   0.000E+00   1.000E+00
 143  5.55940209   0.692   1.87493   3.72589   6.63464  -0.76300   0.00000   0.000E+00   0.000E+00   1.000E+00
 144  5.56191319   0.692   1.87709   3.72632   6.63647  -0.75625   0.00000   0.000E+00   0.000E+00   1.000E+00
 145  5.56440985   0.692   1.87931   3.72675   6.63830  -0.74953   0.00000   0.000E+00   0.000E+00   1.000E+00
 146  5.56689225   0.692   1.88155   3.72717   6.64013  -0.74280   0.00000   0.000E+00   0.000E+00   1.000E+00
 147  5.56936053   0.692   1.88380   3.72760   6.64196  -0.73609   0.00000   0.000E+00   0.000E+00   1.000E+00
 148  5.57181487   0.692   1.88607   3.72802   6.64378  -0.72940   0.00000   0.000E+00   0.000E+00   1.000E+00
 149  5.57425541   0.692   1.88834   3.72845   6.64560  -0.72271   0.00000   0.000E+00   0.000E+00   1.000E+00
 150  5.57668232   0.692   1.89070   3.72887   6.64744  -0.71602   0.00000   0.000E+00   0.000E+00   1.000E+00
 151  5.57909574   0.692   1.89305   3.72930   6.64928  -0.70933   0.00000   0.000E+00   0.000E+00   1.000E+00
 152  5.58149582   0.692   1.89544   3.72974   6.65111  -0.70267   0.00000   0.000E+00   0.000E+00   1.000E+00
 153  5.58388271   0.692   1.89784   3.73017   6.65293  -0.69601   0.00000   0.000E+00   0.000E+00   1.000E+00
 154  5.58625655   0.692   1.90024   3.73061   6.65476  -0.68936   0.00000   0.000E+00   0.000E+00   1.000E+00
 155  5.58861749   0.692   1.90264   3.73104   6.65659  -0.68273   0.00000   0.000E+00   0.000E+00   1.000E+00
 156  5.59096567   0.692   1.90505   3.73148   6.65842  -0.67609   0.00000   2.556E-04   0.000E+00   1.000E+00
 157  5.59330121   0.692   1.90748   3.73192   6.66025  -0.66946   0.00000   7.388E-04   0.000E+00   1.000E+00
 158  5.59562427   0.692   1.90989   3.73237   6.66208  -0.66284   0.00000   1.000E-03   0.000E+00   1.000E+00
 159  5.59793496   0.692   1.91227   3.73281   6.66392  -0.65622   0.00000   1.000E-03   0.000E+00   1.000E+00
 160  5.60023342   0.692   1.91466   3.73326   6.66576  -0.64960   0.00000   1.000E-03   0.000E+00   1.000E+00
 161  5.60251979   0.692   1.91706   3.73372   6.66759  -0.64299   0.00000   1.000E-03   0.000E+00   1.000E+00
 162  5.60479417   0.692   1.91944   3.73418   6.66943  -0.63637   0.00000   1.000E-03   0.000E+00   1.000E+00
 163  5.60705672   0.692   1.92177   3.73465   6.67126  -0.62977   0.00000   1.000E-03   0.000E+00   1.000E+00
 164  5.60930753   0.692   1.92410   3.73512   6.67310  -0.62317   0.00000   1.000E-03   0.000E+00   1.000E+00
 165  5.61154674   0.692   1.92641   3.73559   6.67494  -0.61657   0.00000   1.000E-03   0.000E+00   1.000E+00
 166  5.61377446   0.692   1.92870   3.73606   6.67679  -0.60997   0.00000   1.000E-03   0.000E+00   1.000E+00
 167  5.61599082   0.692   1.93096   3.73654   6.67863  -0.60338   0.00000   1.000E-03   0.000E+00   1.000E+00
 168  5.61819592   0.692   1.93318   3.73702   6.68047  -0.59679   0.00000   1.000E-03   0.000E+00   1.000E+00
 169  5.62038988   0.692   1.93537   3.73750   6.68231  -0.59020   0.00000   1.000E-03   0.000E+00   1.000E+00
 170  5.62257281   0.692   1.93756   3.73798   6.68416  -0.58362   0.00000   1.000E-03   0.000E+00   1.000E+00
 171  5.62474483   0.692   1.93976   3.73847   6.68600  -0.57703   0.00000   1.000E-03   0.000E+00   1.000E+00
 172  5.62690604   0.692   1.94191   3.73896   6.68785  -0.57045   0.00000   1.000E-03   0.000E+00   1.000E+00
 173  5.62905654   0.692   1.94403   3.73946   6.68970  -0.56386   0.00000   1.000E-03   0.000E+00   1.000E+00
 174  5.63119645   0.692   1.94613   3.73995   6.69154  -0.55728   0.00000   1.000E-03   0.000E+00   1.000E+00
 175  5.63332587   0.692   1.94823   3.74045   6.69339  -0.55070   0.00000   1.000E-03   0.000E+00   1.000E+00
 176  5.63544490   0.692   1.95031   3.74095   6.69524  -0.54413   0.00000   1.000E-03   0.000E+00   1.000E+00
 177  5.63755364   0.692   1.95239   3.74145   6.69709  -0.53755   0.00000   1.000E-03   0.000E+00   1.000E+00
 178  5.63965218   0.692   1.95445   3.74196   6.69894  -0.53098   0.00000   1.000E-03   0.000E+00   1.000E+00
 179  5.64174064   0.692   1.95650   3.74247   6.70079  -0.52441   0.00000   1.000E-03   0.000E+00   1.000E+00
 180  5.64381910   0.692   1.95854   3.74298   6.70264  -0.51784   0.00000   1.000E-03   0.000E+00   1.000E+00
 181  5.64588767   0.692   1.96058   3.74349   6.70449  -0.51127   0.00000   1.000E-03   0.000E+00   1.000E+00
 182  5.64794642   0.692   1.96265   3.74400   6.70635  -0.50471   0.00000   1.000E-03   0.000E+00   1.000E+00
 183  5.64999546   0.692   1.96471   3.74452   6.70820  -0.49814   0.00000   1.000E-03   0.000E+00   1.000E+00
 184  5.65203488   0.692   1.96676   3.74504   6.71006  -0.49158   0.00000   1.000E-03   0.000E+00   1.000E+00
 185  5.65406477   0.692   1.96881   3.74557   6.71191  -0.48502   0.00000   1.000E-03   0.000E+00   1.000E+00
 186  5.65608522   0.692   1.97086   3.74610   6.71377  -0.47846   0.00000   1.094E-03   0.000E+00   1.000E+00
 187  5.65809631   0.692   1.97291   3.74663   6.71562  -0.47189   0.00000   1.679E-03   0.000E+00   1.000E+00
 188  5.66009813   0.692   1.97498   3.74716   6.71748  -0.46533   0.00000   2.000E-03   0.000E+00   1.000E+00
 189  5.66209076   0.692   1.97707   3.74770   6.71935  -0.45877   0.00000   2.000E-03   0.000E+00   1.000E+00
 190  5.66407429   0.692   1.97916   3.74824   6.72121  -0.45221   0.00000   2.000E-03   0.000E+00   1.000E+00
 191  5.66604881   0.692   1.98125   3.74879   6.72307  -0.44565   0.00000   2.000E-03   0.000E+00   1.000E+00
 192  5.66801439   0.692   1.98335   3.74934   6.72493  -0.43910   0.00000   2.000E-03   0.000E+00   1.000E+00
 193  5.66997111   0.692   1.98547   3.74990   6.72679  -0.43254   0.00000   2.000E-03   0.000E+00   1.000E+00
 194  5.67191905   0.692   1.98760   3.75047   6.72866  -0.42598   0.00000   2.000E-03   0.000E+00   1.000E+00
 195  5.67385830   0.692   1.98974   3.75103   6.73053  -0.41942   0.00000   2.000E-03   0.000E+00   1.000E+00
 196  5.67578893   0.692   1.99189   3.75160   6.73240  -0.41286   0.00000   2.000E-03   0.000E+00   1.000E+00
 197  5.67771101   0.692   1.99406   3.75218   6.73427  -0.40629   0.00000   2.000E-03   0.000E+00   1.000E+00
