 # M = 1.60 Mo, Y = 0.2880, Z = 2.00000E-02, alpha = 1.68, X_D = 2.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  4.81415024   0.692   1.40975   3.65244   6.18338  -1.60033   0.00000   8.540E-01   0.000E+00   1.460E-01
   2  4.87328198   0.692   1.40444   3.65280   6.18668  -1.59043   0.00000   8.613E-01   0.000E+00   1.387E-01
   3  4.92531894   0.692   1.39914   3.65316   6.18998  -1.58052   0.00000   8.686E-01   0.000E+00   1.314E-01
   4  4.97178269   0.692   1.39398   3.65350   6.19317  -1.57095   0.00000   8.736E-01   0.000E+00   1.264E-01
   5  5.01375237   0.692   1.38904   3.65382   6.19619  -1.56188   0.00000   8.752E-01   0.000E+00   1.248E-01
   6  5.05202118   0.692   1.38411   3.65413   6.19921  -1.55281   0.00000   8.769E-01   0.000E+00   1.231E-01
   7  5.08718923   0.692   1.37916   3.65443   6.20222  -1.54375   0.00000   8.775E-01   0.000E+00   1.225E-01
   8  5.11972157   0.692   1.37418   3.65472   6.20523  -1.53471   0.00000   8.757E-01   0.000E+00   1.243E-01
   9  5.14998587   0.692   1.36920   3.65502   6.20824  -1.52568   0.00000   8.740E-01   0.000E+00   1.260E-01
  10  5.17827786   0.692   1.36422   3.65531   6.21125  -1.51664   0.00000   8.722E-01   0.000E+00   1.278E-01
  11  5.20483896   0.692   1.35889   3.65561   6.21444  -1.50708   0.00000   8.675E-01   0.000E+00   1.325E-01
  12  5.22986881   0.692   1.35352   3.65590   6.21765  -1.49745   0.00000   8.625E-01   0.000E+00   1.375E-01
  13  5.25353437   0.692   1.34815   3.65620   6.22086  -1.48783   0.00000   8.575E-01   0.000E+00   1.425E-01
  14  5.27597672   0.692   1.34243   3.65651   6.22426  -1.47763   0.00000   8.506E-01   0.000E+00   1.494E-01
  15  5.29731611   0.692   1.33636   3.65682   6.22785  -1.46686   0.00000   8.417E-01   0.000E+00   1.583E-01
  16  5.31765590   0.692   1.33029   3.65713   6.23143  -1.45610   0.00000   8.329E-01   0.000E+00   1.671E-01
  17  5.33708557   0.692   1.32388   3.65745   6.23521  -1.44478   0.00000   8.222E-01   0.000E+00   1.778E-01
  18  5.35568307   0.692   1.31680   3.65780   6.23935  -1.43234   0.00000   8.077E-01   0.000E+00   1.923E-01
  19  5.37351678   0.692   1.30972   3.65815   6.24350  -1.41991   0.00000   7.933E-01   0.000E+00   2.067E-01
  20  5.39064697   0.692   1.30201   3.65852   6.24801  -1.40640   0.00000   7.746E-01   0.000E+00   2.254E-01
  21  5.40712704   0.692   1.29366   3.65891   6.25287  -1.39180   0.00000   7.517E-01   0.000E+00   2.483E-01
  22  5.42300455   0.692   1.28523   3.65931   6.25777  -1.37708   0.00000   7.283E-01   0.000E+00   2.717E-01
  23  5.43832199   0.692   1.27539   3.65975   6.26346  -1.36001   0.00000   6.942E-01   0.000E+00   3.058E-01
  24  5.45311755   0.692   1.26554   3.66018   6.26915  -1.34293   0.00000   6.602E-01   0.000E+00   3.398E-01
  25  5.46742562   0.692   1.25416   3.66067   6.27568  -1.32333   0.00000   6.141E-01   0.000E+00   3.859E-01
  26  5.48127730   0.692   1.24246   3.66117   6.28240  -1.30319   0.00000   5.653E-01   0.000E+00   4.347E-01
  27  5.49470080   0.692   1.22956   3.66171   6.28980  -1.28100   0.00000   5.066E-01   0.000E+00   4.934E-01
  28  5.50772181   0.692   1.21583   3.66227   6.29765  -1.25746   0.00000   4.422E-01   0.000E+00   5.578E-01
  29  5.52036376   0.692   1.20137   3.66286   6.30592  -1.23269   0.00000   3.738E-01   0.000E+00   6.262E-01
  30  5.53264809   0.692   1.18623   3.66347   6.31463  -1.20667   0.00000   3.031E-01   0.000E+00   6.969E-01
  31  5.54459450   0.692   1.17045   3.66408   6.32360  -1.17979   0.00000   2.372E-01   0.000E+00   7.628E-01
  32  5.55622106   0.692   1.15449   3.66470   6.33266  -1.15264   0.00000   1.779E-01   0.000E+00   8.221E-01
  33  5.56754447   0.692   1.13857   3.66531   6.34172  -1.12553   0.00000   1.286E-01   0.000E+00   8.714E-01
  34  5.57858013   0.692   1.12285   3.66589   6.35066  -1.09880   0.00000   8.940E-02   0.000E+00   9.106E-01
  35  5.58934230   0.692   1.10750   3.66646   6.35936  -1.07278   0.00000   6.001E-02   0.000E+00   9.400E-01
  36  5.59984421   0.692   1.09262   3.66700   6.36775  -1.04762   0.00000   3.951E-02   0.000E+00   9.605E-01
  37  5.61009815   0.692   1.07825   3.66752   6.37586  -1.02332   0.00000   2.480E-02   0.000E+00   9.752E-01
  38  5.62011557   0.692   1.06454   3.66800   6.38354  -1.00026   0.00000   1.614E-02   0.000E+00   9.839E-01
  39  5.62990712   0.692   1.05140   3.66846   6.39092  -0.97816   0.00000   1.006E-02   0.000E+00   9.899E-01
  40  5.63948278   0.692   1.03873   3.66890   6.39802  -0.95689   0.00000   6.119E-03   0.000E+00   9.939E-01
  41  5.64885184   0.692   1.02645   3.66931   6.40487  -0.93634   0.00000   4.000E-03   0.000E+00   9.960E-01
  42  5.67375651   0.692   0.99536   3.67034   6.42222  -0.88431   0.00000   1.209E-03   0.000E+00   9.988E-01
  43  5.69731014   0.692   0.96722   3.67123   6.43785  -0.83745   0.00000   0.000E+00   0.000E+00   1.000E+00
  44  5.71965181   0.692   0.94148   3.67203   6.45211  -0.79467   0.00000   0.000E+00   0.000E+00   1.000E+00
  45  5.74090015   0.692   0.91790   3.67273   6.46511  -0.75569   0.00000   0.000E+00   0.000E+00   1.000E+00
  46  5.76115721   0.692   0.89612   3.67336   6.47709  -0.71976   0.00000   0.000E+00   0.000E+00   1.000E+00
  47  5.78051137   0.692   0.87581   3.67393   6.48824  -0.68635   0.00000   0.000E+00   0.000E+00   1.000E+00
  48  5.79903968   0.692   0.85683   3.67444   6.49862  -0.65519   0.00000   0.000E+00   0.000E+00   1.000E+00
  49  5.81680976   0.692   0.83900   3.67491   6.50834  -0.62603   0.00000   0.000E+00   0.000E+00   1.000E+00
  50  5.83388124   0.692   0.82224   3.67535   6.51748  -0.59863   0.00000   0.000E+00   0.000E+00   1.000E+00
  51  5.85030696   0.692   0.80637   3.67574   6.52610  -0.57279   0.00000   0.000E+00   0.000E+00   1.000E+00
  52  5.86613401   0.692   0.79129   3.67611   6.53422  -0.54825   0.00000   0.000E+00   0.000E+00   1.000E+00
  53  5.88140449   0.692   0.77693   3.67645   6.54185  -0.52479   0.00000   0.000E+00   0.000E+00   1.000E+00
  54  5.89615623   0.692   0.76326   3.67677   6.54897  -0.50229   0.00000   0.000E+00   0.000E+00   1.000E+00
  55  5.91042331   0.692   0.75028   3.67706   6.55555  -0.48088   0.00000   0.000E+00   0.000E+00   1.000E+00
  56  5.92423657   0.692   0.73782   3.67734   6.56180  -0.46013   0.00000   0.000E+00   0.000E+00   1.000E+00
  57  5.93762399   0.692   0.72580   3.67762   6.56778  -0.43995   0.00000   0.000E+00   0.000E+00   1.000E+00
  58  5.95061105   0.692   0.71442   3.67785   6.57328  -0.42080   0.00000   0.000E+00   0.000E+00   1.000E+00
