 # M = 1.70 Mo, Y = 0.2880, Z = 2.00000E-02, alpha = 1.68, X_D = 2.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  4.79217021   0.692   1.45826   3.65418   6.18844  -1.63672   0.00000   8.490E-01   0.000E+00   1.510E-01
   2  4.85103061   0.692   1.45280   3.65452   6.19178  -1.62668   0.00000   8.568E-01   0.000E+00   1.432E-01
   3  4.90285740   0.692   1.44735   3.65487   6.19512  -1.61665   0.00000   8.646E-01   0.000E+00   1.354E-01
   4  4.94915355   0.692   1.44208   3.65519   6.19834  -1.60700   0.00000   8.699E-01   0.000E+00   1.301E-01
   5  4.99098646   0.692   1.43705   3.65549   6.20139  -1.59784   0.00000   8.718E-01   0.000E+00   1.282E-01
   6  5.02914153   0.692   1.43203   3.65580   6.20444  -1.58868   0.00000   8.738E-01   0.000E+00   1.262E-01
   7  5.06421352   0.692   1.42699   3.65609   6.20749  -1.57954   0.00000   8.744E-01   0.000E+00   1.256E-01
   8  5.09666365   0.692   1.42194   3.65638   6.21052  -1.57044   0.00000   8.726E-01   0.000E+00   1.274E-01
   9  5.12685679   0.692   1.41688   3.65667   6.21355  -1.56134   0.00000   8.708E-01   0.000E+00   1.292E-01
  10  5.15508659   0.692   1.41182   3.65695   6.21658  -1.55224   0.00000   8.690E-01   0.000E+00   1.310E-01
  11  5.18159287   0.692   1.40642   3.65725   6.21980  -1.54257   0.00000   8.639E-01   0.000E+00   1.361E-01
  12  5.20657403   0.692   1.40103   3.65754   6.22302  -1.53290   0.00000   8.589E-01   0.000E+00   1.411E-01
  13  5.23019607   0.692   1.39563   3.65783   6.22625  -1.52323   0.00000   8.538E-01   0.000E+00   1.462E-01
  14  5.25259927   0.692   1.38981   3.65814   6.22971  -1.51285   0.00000   8.464E-01   0.000E+00   1.536E-01
  15  5.27390327   0.692   1.38374   3.65846   6.23331  -1.50206   0.00000   8.375E-01   0.000E+00   1.625E-01
  16  5.29421091   0.692   1.37767   3.65878   6.23690  -1.49127   0.00000   8.286E-01   0.000E+00   1.714E-01
