 # M = 1.40 Mo, Y = 0.2880, Z = 2.00000E-02, alpha = 1.68, X_D = 2.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  4.85764325   0.692   1.29967   3.64748   6.17160  -1.52194   0.00000   8.640E-01   0.000E+00   1.360E-01
   2  4.91851208   0.692   1.29453   3.64783   6.17479  -1.51235   0.00000   8.707E-01   0.000E+00   1.293E-01
   3  4.97188908   0.692   1.28939   3.64819   6.17799  -1.50276   0.00000   8.774E-01   0.000E+00   1.226E-01
   4  5.01941799   0.692   1.28439   3.64853   6.18110  -1.49341   0.00000   8.824E-01   0.000E+00   1.176E-01
   5  5.06225466   0.692   1.27969   3.64887   6.18404  -1.48459   0.00000   8.836E-01   0.000E+00   1.164E-01
   6  5.10124288   0.692   1.27500   3.64920   6.18698  -1.47576   0.00000   8.849E-01   0.000E+00   1.151E-01
   7  5.13701750   0.692   1.27031   3.64953   6.18992  -1.46693   0.00000   8.858E-01   0.000E+00   1.142E-01
   8  5.17006818   0.692   1.26559   3.64986   6.19286  -1.45808   0.00000   8.838E-01   0.000E+00   1.162E-01
   9  5.20078054   0.692   1.26087   3.65019   6.19581  -1.44924   0.00000   8.818E-01   0.000E+00   1.182E-01
  10  5.22946370   0.692   1.25615   3.65052   6.19876  -1.44039   0.00000   8.798E-01   0.000E+00   1.202E-01
  11  5.25636927   0.692   1.25119   3.65085   6.20184  -1.43114   0.00000   8.761E-01   0.000E+00   1.239E-01
  12  5.28170477   0.692   1.24609   3.65119   6.20500  -1.42165   0.00000   8.715E-01   0.000E+00   1.285E-01
  13  5.30564338   0.692   1.24099   3.65153   6.20816  -1.41216   0.00000   8.669E-01   0.000E+00   1.331E-01
  14  5.32833113   0.692   1.23577   3.65188   6.21138  -1.40248   0.00000   8.616E-01   0.000E+00   1.384E-01
  15  5.34989227   0.692   1.22991   3.65224   6.21494  -1.39180   0.00000   8.529E-01   0.000E+00   1.471E-01
  16  5.37043342   0.692   1.22405   3.65259   6.21850  -1.38112   0.00000   8.442E-01   0.000E+00   1.558E-01
  17  5.39004674   0.692   1.21819   3.65295   6.22206  -1.37043   0.00000   8.355E-01   0.000E+00   1.645E-01
  18  5.40881243   0.692   1.21129   3.65332   6.22616  -1.35812   0.00000   8.217E-01   0.000E+00   1.783E-01
  19  5.42680074   0.692   1.20432   3.65369   6.23030  -1.34572   0.00000   8.077E-01   0.000E+00   1.923E-01
  20  5.44407353   0.692   1.19723   3.65407   6.23450  -1.33311   0.00000   7.929E-01   0.000E+00   2.071E-01
  21  5.46068553   0.692   1.18888   3.65447   6.23937  -1.31849   0.00000   7.705E-01   0.000E+00   2.295E-01
  22  5.47668546   0.692   1.18053   3.65488   6.24425  -1.30388   0.00000   7.480E-01   0.000E+00   2.520E-01
  23  5.49211681   0.692   1.17117   3.65530   6.24967  -1.28759   0.00000   7.187E-01   0.000E+00   2.813E-01
  24  5.50701862   0.692   1.16124   3.65575   6.25540  -1.27038   0.00000   6.855E-01   0.000E+00   3.145E-01
