 # M = 6.00 Mo, Y = 0.2880, Z = 2.00000E-02, alpha = 1.68, X_D = 2.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  4.39836830   0.692   2.32705   3.68320   6.33996  -2.05511   0.00000   8.700E-02   0.000E+00   9.060E-01
   2  4.45864049   0.692   2.32002   3.68478   6.35098  -1.99692   0.00000   7.677E-02   0.000E+00   9.172E-01
   3  4.51155830   0.692   2.31459   3.68636   6.36241  -1.94265   0.00000   6.737E-02   0.000E+00   9.256E-01
   4  4.55872286   0.692   2.31075   3.68794   6.37410  -1.89146   0.00000   6.040E-02   0.000E+00   9.326E-01
   5  4.60126341   0.692   2.30863   3.68948   6.38586  -1.84311   0.00000   5.458E-02   0.000E+00   9.389E-01
   6  4.64000622   0.692   2.30816   3.69102   6.39761  -1.79686   0.00000   4.987E-02   0.000E+00   9.442E-01
   7  4.67557412   0.692   2.30975   3.69258   6.40928  -1.75266   0.00000   4.592E-02   0.000E+00   9.484E-01
   8  4.70844830   0.692   2.31318   3.69414   6.42087  -1.71006   0.00000   4.225E-02   0.000E+00   9.528E-01
   9  4.73900821   0.692   2.31860   3.69572   6.43238  -1.66883   0.00000   3.974E-02   0.000E+00   9.563E-01
  10  4.76755836   0.692   2.32620   3.69734   6.44383  -1.62882   0.00000   3.604E-02   0.000E+00   9.600E-01
  11  4.79434686   0.692   2.33602   3.69901   6.45521  -1.58984   0.00000   3.404E-02   0.000E+00   9.629E-01
  12  4.81957853   0.692   2.34805   3.70073   6.46654  -1.55170   0.00000   3.092E-02   0.000E+00   9.661E-01
  13  4.84342444   0.692   2.36236   3.70255   6.47805  -1.51393   0.00000   2.900E-02   0.000E+00   9.684E-01
  14  4.86602890   0.692   2.37840   3.70451   6.48938  -1.47703   0.00000   2.707E-02   0.000E+00   9.709E-01
  15  4.88751480   0.692   2.39541   3.70664   6.50073  -1.44055   0.00000   2.534E-02   0.000E+00   9.727E-01
  16  4.90798766   0.692   2.41197   3.70896   6.51208  -1.40443   0.00000   2.400E-02   0.000E+00   9.746E-01
  17  4.92753870   0.692   2.42660   3.71146   6.52339  -1.36859   0.00000   2.248E-02   0.000E+00   9.765E-01
