 # M = 3.80 Mo, Y = 0.2880, Z = 2.00000E-02, alpha = 1.68, X_D = 4.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  4.55934924   0.692   2.10464   3.66560   6.22887  -2.18814   0.00000   8.760E-01   0.000E+00   1.240E-01
   2  4.63276039   0.692   2.10000   3.66608   6.23210  -2.17846   0.00000   8.886E-01   0.000E+00   1.113E-01
   3  4.69553823   0.692   2.09536   3.66655   6.23532  -2.16878   0.00000   9.011E-01   0.000E+00   9.861E-02
   4  4.75037700   0.692   2.09127   3.66697   6.23816  -2.16028   0.00000   9.080E-01   0.000E+00   9.175E-02
   5  4.79906112   0.692   2.08743   3.66736   6.24083  -2.15230   0.00000   9.124E-01   0.000E+00   8.750E-02
   6  4.84283373   0.692   2.08358   3.66775   6.24350  -2.14432   0.00000   9.167E-01   0.000E+00   8.324E-02
   7  4.88259566   0.692   2.07985   3.66812   6.24608  -2.13660   0.00000   9.192E-01   0.000E+00   8.071E-02
   8  4.91902056   0.692   2.07624   3.66847   6.24855  -2.12918   0.00000   9.198E-01   0.000E+00   8.009E-02
   9  4.95262544   0.692   2.07263   3.66882   6.25103  -2.12175   0.00000   9.203E-01   0.000E+00   7.947E-02
  10  4.98381576   0.692   2.06902   3.66918   6.25351  -2.11433   0.00000   9.208E-01   0.000E+00   7.885E-02
  11  5.01291536   0.692   2.06532   3.66953   6.25602  -2.10680   0.00000   9.201E-01   0.000E+00   7.946E-02
  12  5.04018700   0.692   2.06156   3.66987   6.25856  -2.09920   0.00000   9.187E-01   0.000E+00   8.091E-02
  13  5.06584682   0.692   2.05781   3.67022   6.26109  -2.09160   0.00000   9.172E-01   0.000E+00   8.235E-02
  14  5.09007477   0.692   2.05405   3.67057   6.26363  -2.08399   0.00000   9.158E-01   0.000E+00   8.380E-02
  15  5.11302223   0.692   2.05008   3.67092   6.26628  -2.07605   0.00000   9.135E-01   0.000E+00   8.615E-02
  16  5.13481780   0.692   2.04585   3.67128   6.26907  -2.06767   0.00000   9.100E-01   0.000E+00   8.964E-02
  17  5.15557161   0.692   2.04162   3.67163   6.27187  -2.05930   0.00000   9.065E-01   0.000E+00   9.313E-02
  18  5.17537871   0.692   2.03739   3.67199   6.27466  -2.05093   0.00000   9.031E-01   0.000E+00   9.662E-02
  19  5.19432172   0.692   2.03285   3.67236   6.27763  -2.04202   0.00000   8.984E-01   0.000E+00   1.013E-01
  20  5.21247290   0.692   2.02784   3.67275   6.28087  -2.03231   0.00000   8.922E-01   0.000E+00   1.077E-01
  21  5.22989580   0.692   2.02284   3.67313   6.28410  -2.02261   0.00000   8.859E-01   0.000E+00   1.140E-01
  22  5.24664660   0.692   2.01783   3.67352   6.28734  -2.01291   0.00000   8.796E-01   0.000E+00   1.204E-01
  23  5.26277524   0.692   2.01199   3.67395   6.29106  -2.00176   0.00000   8.699E-01   0.000E+00   1.301E-01
  24  5.27832630   0.692   2.00587   3.67438   6.29495  -1.99014   0.00000   8.591E-01   0.000E+00   1.409E-01
  25  5.29333970   0.692   1.99976   3.67482   6.29883  -1.97851   0.00000   8.483E-01   0.000E+00   1.517E-01
