 # M = 5.00 Mo, Y = 0.2880, Z = 2.00000E-02, alpha = 1.68, X_D = 4.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  4.30132709   0.692   2.32056   3.66773   6.23932  -2.37645   0.00000   7.500E-01   0.000E+00   2.500E-01
   2  4.40133460   0.692   2.31291   3.66858   6.24479  -2.36008   0.00000   8.131E-01   0.000E+00   1.869E-01
   3  4.48256864   0.692   2.30693   3.66923   6.24902  -2.34742   0.00000   8.481E-01   0.000E+00   1.519E-01
   4  4.55097580   0.692   2.30151   3.66981   6.25282  -2.33602   0.00000   8.737E-01   0.000E+00   1.263E-01
   5  4.61005980   0.692   2.29714   3.67026   6.25587  -2.32688   0.00000   8.850E-01   0.000E+00   1.152E-01
   6  4.66205981   0.692   2.29294   3.67069   6.25880  -2.31809   0.00000   8.941E-01   0.000E+00   1.062E-01
   7  4.70849410   0.692   2.28879   3.67111   6.26168  -2.30945   0.00000   9.023E-01   0.000E+00   9.804E-02
   8  4.75043975   0.692   2.28503   3.67145   6.26424  -2.30180   0.00000   9.049E-01   0.000E+00   9.541E-02
   9  4.78868857   0.692   2.28126   3.67180   6.26679  -2.29414   0.00000   9.074E-01   0.000E+00   9.278E-02
  10  4.82383975   0.692   2.27750   3.67215   6.26934  -2.28649   0.00000   9.100E-01   0.000E+00   9.015E-02
  11  4.85635765   0.692   2.27376   3.67248   6.27184  -2.27898   0.00000   9.109E-01   0.000E+00   8.931E-02
  12  4.88660945   0.692   2.27003   3.67280   6.27432  -2.27157   0.00000   9.106E-01   0.000E+00   8.965E-02
  13  4.91489052   0.692   2.26630   3.67313   6.27679  -2.26416   0.00000   9.104E-01   0.000E+00   9.000E-02
  14  4.94144200   0.692   2.26258   3.67345   6.27927  -2.25674   0.00000   9.101E-01   0.000E+00   9.035E-02
  15  4.96646330   0.692   2.25870   3.67377   6.28182  -2.24910   0.00000   9.085E-01   0.000E+00   9.190E-02
  16  4.99012123   0.692   2.25469   3.67408   6.28443  -2.24128   0.00000   9.059E-01   0.000E+00   9.443E-02
  17  5.01255671   0.692   2.25068   3.67440   6.28704  -2.23346   0.00000   9.032E-01   0.000E+00   9.696E-02
  18  5.03388989   0.692   2.24668   3.67472   6.28964  -2.22564   0.00000   9.006E-01   0.000E+00   9.948E-02
  19  5.05422404   0.692   2.24244   3.67505   6.29238  -2.21744   0.00000   8.971E-01   0.000E+00   1.029E-01
  20  5.07364855   0.692   2.23788   3.67539   6.29532  -2.20865   0.00000   8.922E-01   0.000E+00   1.078E-01
