 # M = 0.55 Mo, Y = 0.2880, Z = 2.00000E-02, alpha = 1.68, X_D = 4.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  4.93878701   0.692   0.53161   3.59915   6.06149  -1.05517   0.00000   9.450E-01   0.000E+00   5.480E-02
   2  5.12645113   0.692   0.52304   3.59916   6.06563  -1.04272   0.00000   9.343E-01   0.000E+00   6.537E-02
   3  5.25706267   0.692   0.51506   3.59918   6.06952  -1.03106   0.00000   9.372E-01   0.000E+00   6.302E-02
   4  5.35734114   0.692   0.50796   3.59920   6.07296  -1.02073   0.00000   9.409E-01   0.000E+00   5.949E-02
   5  5.43875359   0.692   0.50118   3.59921   6.07624  -1.01086   0.00000   9.448E-01   0.000E+00   5.556E-02
   6  5.50728711   0.692   0.49518   3.59921   6.07914  -1.00216   0.00000   9.477E-01   0.000E+00   5.270E-02
   7  5.56646532   0.692   0.48951   3.59922   6.08187  -0.99393   0.00000   9.500E-01   0.000E+00   5.029E-02
   8  5.61853825   0.692   0.48384   3.59922   6.08460  -0.98571   0.00000   9.524E-01   0.000E+00   4.789E-02
   9  5.66503066   0.692   0.47844   3.59922   6.08721  -0.97789   0.00000   9.530E-01   0.000E+00   4.717E-02
  10  5.70702372   0.692   0.47313   3.59922   6.08977  -0.97021   0.00000   9.530E-01   0.000E+00   4.700E-02
  11  5.74531197   0.692   0.46781   3.59923   6.09233  -0.96252   0.00000   9.530E-01   0.000E+00   4.683E-02
  12  5.78049643   0.692   0.46246   3.59923   6.09490  -0.95479   0.00000   9.528E-01   0.000E+00   4.695E-02
  13  5.81304281   0.692   0.45697   3.59921   6.09752  -0.94692   0.00000   9.517E-01   0.000E+00   4.804E-02
  14  5.84331926   0.692   0.45147   3.59920   6.10014  -0.93904   0.00000   9.506E-01   0.000E+00   4.913E-02
  15  5.87162187   0.692   0.44598   3.59919   6.10276  -0.93117   0.00000   9.496E-01   0.000E+00   5.022E-02
  16  5.89819233   0.692   0.44022   3.59917   6.10551  -0.92289   0.00000   9.479E-01   0.000E+00   5.201E-02
  17  5.92323049   0.692   0.43414   3.59916   6.10842  -0.91417   0.00000   9.454E-01   0.000E+00   5.462E-02
  18  5.94690348   0.692   0.42806   3.59914   6.11132  -0.90544   0.00000   9.429E-01   0.000E+00   5.723E-02
  19  5.96935251   0.692   0.42198   3.59912   6.11423  -0.89672   0.00000   9.404E-01   0.000E+00   5.984E-02
  20  5.99069795   0.692   0.41499   3.59909   6.11753  -0.88679   0.00000   9.360E-01   0.000E+00   6.418E-02
  21  6.01104322   0.692   0.40781   3.59905   6.12092  -0.87661   0.00000   9.311E-01   0.000E+00   6.889E-02
  22  6.03047789   0.692   0.40063   3.59902   6.12431  -0.86643   0.00000   9.263E-01   0.000E+00   7.361E-02
