 # M = 0.85 Mo, Y = 0.2880, Z = 2.00000E-02, alpha = 1.68, X_D = 4.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  4.95829630   0.692   0.92486   3.62597   6.10383  -1.29930   0.00000   9.270E-01   0.000E+00   7.310E-02
   2  5.08153065   0.692   0.91774   3.62618   6.10768  -1.28771   0.00000   9.323E-01   0.000E+00   6.777E-02
   3  5.17741482   0.692   0.91122   3.62638   6.11122  -1.27709   0.00000   9.370E-01   0.000E+00   6.309E-02
   4  5.25591082   0.692   0.90529   3.62656   6.11443  -1.26744   0.00000   9.410E-01   0.000E+00   5.905E-02
   5  5.32236748   0.692   0.89959   3.62673   6.11752  -1.25815   0.00000   9.445E-01   0.000E+00   5.548E-02
   6  5.37999147   0.692   0.89459   3.62688   6.12023  -1.25001   0.00000   9.467E-01   0.000E+00   5.335E-02
   7  5.43085759   0.692   0.88958   3.62703   6.12295  -1.24187   0.00000   9.489E-01   0.000E+00   5.123E-02
   8  5.47638582   0.692   0.88459   3.62718   6.12565  -1.23375   0.00000   9.510E-01   0.000E+00   4.920E-02
   9  5.51759084   0.692   0.87982   3.62731   6.12823  -1.22602   0.00000   9.510E-01   0.000E+00   4.923E-02
  10  5.55522295   0.692   0.87504   3.62744   6.13080  -1.21828   0.00000   9.510E-01   0.000E+00   4.925E-02
  11  5.58985263   0.692   0.87026   3.62757   6.13338  -1.21055   0.00000   9.510E-01   0.000E+00   4.928E-02
  12  5.62192377   0.692   0.86543   3.62771   6.13598  -1.20272   0.00000   9.506E-01   0.000E+00   4.967E-02
  13  5.65178857   0.692   0.86045   3.62785   6.13867  -1.19466   0.00000   9.490E-01   0.000E+00   5.099E-02
  14  5.67973115   0.692   0.85548   3.62799   6.14135  -1.18659   0.00000   9.475E-01   0.000E+00   5.231E-02
  15  5.70598407   0.692   0.85050   3.62814   6.14404  -1.17852   0.00000   9.460E-01   0.000E+00   5.363E-02
  16  5.73074007   0.692   0.84531   3.62828   6.14683  -1.17013   0.00000   9.441E-01   0.000E+00   5.546E-02
  17  5.75416069   0.692   0.83970   3.62842   6.14984  -1.16109   0.00000   9.415E-01   0.000E+00   5.833E-02
  18  5.77638264   0.692   0.83409   3.62857   6.15285  -1.15205   0.00000   9.388E-01   0.000E+00   6.119E-02
  19  5.79752268   0.692   0.82847   3.62872   6.15586  -1.14301   0.00000   9.362E-01   0.000E+00   6.405E-02
  20  5.81768128   0.692   0.82226   3.62888   6.15919  -1.13302   0.00000   9.320E-01   0.000E+00   6.833E-02
  21  5.83694554   0.692   0.81559   3.62905   6.16275  -1.12230   0.00000   9.266E-01   0.000E+00   7.370E-02
  22  5.85539145   0.692   0.80891   3.62922   6.16632  -1.11159   0.00000   9.212E-01   0.000E+00   7.906E-02
  23  5.87308573   0.692   0.80190   3.62939   6.17007  -1.10035   0.00000   9.149E-01   0.000E+00   8.537E-02
  24  5.89008722   0.692   0.79365   3.62959   6.17447  -1.08713   0.00000   9.050E-01   0.000E+00   9.518E-02
  25  5.90644815   0.692   0.78541   3.62980   6.17887  -1.07391   0.00000   8.951E-01   0.000E+00   1.050E-01
  26  5.92221503   0.692   0.77629   3.63001   6.18371  -1.05936   0.00000   8.820E-01   0.000E+00   1.180E-01
  27  5.93742951   0.692   0.76581   3.63024   6.18925  -1.04270   0.00000   8.641E-01   0.000E+00   1.359E-01
  28  5.95212896   0.692   0.75505   3.63048   6.19494  -1.02561   0.00000   8.449E-01   0.000E+00   1.551E-01
  29  5.96634714   0.692   0.74177   3.63075   6.20195  -1.00456   0.00000   8.140E-01   0.000E+00   1.860E-01
  30  5.98011455   0.692   0.72753   3.63104   6.20946  -0.98201   0.00000   7.770E-01   0.000E+00   2.230E-01
  31  5.99345890   0.692   0.71088   3.63137   6.21822  -0.95575   0.00000   7.248E-01   0.000E+00   2.752E-01
  32  6.00640543   0.692   0.69117   3.63174   6.22853  -0.92479   0.00000   6.498E-01   0.000E+00   3.502E-01
