 # M = 6.00 Mo, Y = 0.2880, Z = 2.00000E-02, alpha = 1.68, X_D = 4.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  4.75469139   0.692   2.29206   3.68849   6.37902  -1.88402   0.00000   1.540E-01   0.000E+00   8.350E-01
   2  4.78086374   0.692   2.29298   3.68981   6.38894  -1.83933   0.00000   1.014E-01   0.000E+00   8.896E-01
   3  4.80554808   0.692   2.29501   3.69116   6.39912  -1.79647   0.00000   7.641E-02   0.000E+00   9.154E-01
   4  4.82890456   0.692   2.29844   3.69257   6.40954  -1.75514   0.00000   6.292E-02   0.000E+00   9.304E-01
   5  4.85106876   0.692   2.30318   3.69398   6.42009  -1.71509   0.00000   5.434E-02   0.000E+00   9.397E-01
   6  4.87215653   0.692   2.30964   3.69545   6.43068  -1.67628   0.00000   4.822E-02   0.000E+00   9.464E-01
   7  4.89226760   0.692   2.31773   3.69694   6.44129  -1.63850   0.00000   4.332E-02   0.000E+00   9.520E-01
   8  4.91148844   0.692   2.32764   3.69848   6.45190  -1.60158   0.00000   3.963E-02   0.000E+00   9.564E-01
   9  4.92989455   0.692   2.33944   3.70007   6.46252  -1.56539   0.00000   3.583E-02   0.000E+00   9.602E-01
  10  4.94755219   0.692   2.35316   3.70174   6.47315  -1.52986   0.00000   3.369E-02   0.000E+00   9.633E-01
  11  4.96451986   0.692   2.36866   3.70353   6.48379  -1.49483   0.00000   3.135E-02   0.000E+00   9.656E-01
  12  4.98084947   0.692   2.38531   3.70545   6.49449  -1.46019   0.00000   2.884E-02   0.000E+00   9.682E-01
  13  4.99658726   0.692   2.40221   3.70756   6.50522  -1.42587   0.00000   2.715E-02   0.000E+00   9.708E-01
  14  5.01177464   0.692   2.41794   3.70984   6.51595  -1.39183   0.00000   2.600E-02   0.000E+00   9.727E-01
  15  5.02644881   0.692   2.43132   3.71227   6.52664  -1.35800   0.00000   2.500E-02   0.000E+00   9.740E-01
  16  5.04064333   0.692   2.44190   3.71481   6.53726  -1.32442   0.00000   2.400E-02   0.000E+00   9.753E-01
  17  5.05438855   0.692   2.45007   3.71747   6.54776  -1.29112   0.00000   2.400E-02   0.000E+00   9.770E-01
  18  5.06771206   0.692   2.45625   3.72025   6.55811  -1.25817   0.00000   2.300E-02   0.000E+00   9.780E-01
  19  5.08063896   0.692   2.46092   3.72310   6.56828  -1.22557   0.00000   2.300E-02   0.000E+00   9.790E-01
