 # M = 0.95 Mo, Y = 0.2700, Z = 2.00000E-02, alpha = 1.68, X_D = 2.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  4.95823780   0.710   0.96161   3.63036   6.13481  -1.28362   0.00000   8.740E-01   0.000E+00   1.260E-01
   2  5.03460230   0.710   0.95549   3.63055   6.13814  -1.27361   0.00000   8.820E-01   0.000E+00   1.180E-01
   3  5.09952588   0.710   0.94937   3.63073   6.14148  -1.26359   0.00000   8.899E-01   0.000E+00   1.101E-01
   4  5.15599422   0.710   0.94355   3.63091   6.14465  -1.25407   0.00000   8.950E-01   0.000E+00   1.052E-01
   5  5.20595800   0.710   0.93803   3.63108   6.14765  -1.24506   0.00000   8.969E-01   0.000E+00   1.036E-01
   6  5.25076215   0.710   0.93251   3.63124   6.15065  -1.23605   0.00000   8.989E-01   0.000E+00   1.020E-01
   7  5.29137327   0.710   0.92701   3.63140   6.15363  -1.22710   0.00000   8.994E-01   0.000E+00   1.015E-01
   8  5.32850945   0.710   0.92155   3.63156   6.15658  -1.21823   0.00000   8.979E-01   0.000E+00   1.027E-01
   9  5.36271878   0.710   0.91608   3.63171   6.15953  -1.20936   0.00000   8.965E-01   0.000E+00   1.038E-01
  10  5.39442909   0.710   0.91061   3.63186   6.16249  -1.20048   0.00000   8.950E-01   0.000E+00   1.050E-01
  11  5.42398077   0.710   0.90481   3.63202   6.16562  -1.19108   0.00000   8.912E-01   0.000E+00   1.088E-01
  12  5.45164907   0.710   0.89901   3.63218   6.16875  -1.18169   0.00000   8.874E-01   0.000E+00   1.126E-01
  13  5.47765974   0.710   0.89320   3.63233   6.17188  -1.17229   0.00000   8.836E-01   0.000E+00   1.164E-01
  14  5.50220023   0.710   0.88700   3.63250   6.17523  -1.16224   0.00000   8.778E-01   0.000E+00   1.222E-01
  15  5.52542787   0.710   0.88049   3.63268   6.17874  -1.15170   0.00000   8.704E-01   0.000E+00   1.296E-01
  16  5.54747603   0.710   0.87398   3.63285   6.18225  -1.14115   0.00000   8.630E-01   0.000E+00   1.370E-01
  17  5.56845872   0.710   0.86709   3.63303   6.18594  -1.13004   0.00000   8.539E-01   0.000E+00   1.461E-01
  18  5.58847420   0.710   0.85945   3.63321   6.19002  -1.11778   0.00000   8.414E-01   0.000E+00   1.586E-01
  19  5.60760772   0.710   0.85180   3.63340   6.19410  -1.10551   0.00000   8.289E-01   0.000E+00   1.711E-01
  20  5.62593373   0.710   0.84352   3.63360   6.19852  -1.09222   0.00000   8.130E-01   0.000E+00   1.870E-01
  21  5.64351764   0.710   0.83444   3.63382   6.20338  -1.07765   0.00000   7.928E-01   0.000E+00   2.072E-01
  22  5.66041723   0.710   0.82536   3.63404   6.20823  -1.06309   0.00000   7.726E-01   0.000E+00   2.274E-01
  23  5.67668376   0.710   0.81457   3.63429   6.21397  -1.04584   0.00000   7.413E-01   0.000E+00   2.587E-01
  24  5.69236297   0.710   0.80372   3.63453   6.21975  -1.02850   0.00000   7.096E-01   0.000E+00   2.904E-01
  25  5.70749577   0.710   0.79112   3.63480   6.22642  -1.00847   0.00000   6.650E-01   0.000E+00   3.350E-01
