 # M = 3.20 Mo, Y = 0.2700, Z = 2.00000E-02, alpha = 1.68, X_D = 2.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  4.81872274   0.710   1.89457   3.66837   6.26070  -1.93491   0.00000   8.380E-01   0.000E+00   1.620E-01
   2  4.84449369   0.710   1.89083   3.66868   6.26316  -1.92755   0.00000   8.350E-01   0.000E+00   1.650E-01
   3  4.86882068   0.710   1.88709   3.66899   6.26561  -1.92018   0.00000   8.319E-01   0.000E+00   1.681E-01
   4  4.89185698   0.710   1.88336   3.66930   6.26807  -1.91282   0.00000   8.289E-01   0.000E+00   1.711E-01
   5  4.91373266   0.710   1.87962   3.66961   6.27052  -1.90546   0.00000   8.259E-01   0.000E+00   1.741E-01
   6  4.93455909   0.710   1.87562   3.66993   6.27312  -1.89767   0.00000   8.206E-01   0.000E+00   1.794E-01
   7  4.95443233   0.710   1.87152   3.67025   6.27578  -1.88971   0.00000   8.143E-01   0.000E+00   1.857E-01
   8  4.97343584   0.710   1.86742   3.67058   6.27843  -1.88174   0.00000   8.081E-01   0.000E+00   1.919E-01
   9  4.99164254   0.710   1.86333   3.67090   6.28109  -1.87378   0.00000   8.019E-01   0.000E+00   1.981E-01
  10  5.00911659   0.710   1.85892   3.67123   6.28392  -1.86530   0.00000   7.935E-01   0.000E+00   2.065E-01
  11  5.02591467   0.710   1.85425   3.67157   6.28690  -1.85638   0.00000   7.834E-01   0.000E+00   2.166E-01
  12  5.04208714   0.710   1.84958   3.67192   6.28988  -1.84745   0.00000   7.732E-01   0.000E+00   2.268E-01
  13  5.05767893   0.710   1.84491   3.67226   6.29286  -1.83853   0.00000   7.631E-01   0.000E+00   2.369E-01
  14  5.07273030   0.710   1.83973   3.67262   6.29613  -1.82873   0.00000   7.493E-01   0.000E+00   2.507E-01
  15  5.08727746   0.710   1.83431   3.67299   6.29953  -1.81854   0.00000   7.338E-01   0.000E+00   2.662E-01
  16  5.10135309   0.710   1.82890   3.67336   6.30293  -1.80835   0.00000   7.184E-01   0.000E+00   2.816E-01
  17  5.11498682   0.710   1.82326   3.67374   6.30646  -1.79776   0.00000   7.011E-01   0.000E+00   2.989E-01
  18  5.12820554   0.710   1.81701   3.67415   6.31037  -1.78608   0.00000   6.787E-01   0.000E+00   3.213E-01
  19  5.14103378   0.710   1.81075   3.67456   6.31427  -1.77440   0.00000   6.564E-01   0.000E+00   3.436E-01
  20  5.15349394   0.710   1.80426   3.67498   6.31831  -1.76230   0.00000   6.320E-01   0.000E+00   3.680E-01
  21  5.16560655   0.710   1.79710   3.67543   6.32273  -1.74904   0.00000   6.018E-01   0.000E+00   3.982E-01
  22  5.17739049   0.710   1.78995   3.67588   6.32715  -1.73577   0.00000   5.716E-01   0.000E+00   4.284E-01
  23  5.18886312   0.710   1.78223   3.67636   6.33191  -1.72153   0.00000   5.365E-01   0.000E+00   4.635E-01
  24  5.20004047   0.710   1.77422   3.67685   6.33685  -1.70675   0.00000   4.988E-01   0.000E+00   5.012E-01
  25  5.21093734   0.710   1.76595   3.67736   6.34194  -1.69152   0.00000   4.593E-01   0.000E+00   5.407E-01
  26  5.22156749   0.710   1.75718   3.67789   6.34731  -1.67541   0.00000   4.164E-01   0.000E+00   5.836E-01
  27  5.23194364   0.710   1.74827   3.67843   6.35279  -1.65902   0.00000   3.731E-01   0.000E+00   6.269E-01
  28  5.24207766   0.710   1.73900   3.67899   6.35854  -1.64186   0.00000   3.290E-01   0.000E+00   6.710E-01
  29  5.25198060   0.710   1.72956   3.67956   6.36435  -1.62450   0.00000   2.856E-01   0.000E+00   7.144E-01
  30  5.26166274   0.710   1.71985   3.68012   6.37027  -1.60677   0.00000   2.433E-01   0.000E+00   7.567E-01
  31  5.27113374   0.710   1.71009   3.68070   6.37624  -1.58890   0.00000   2.041E-01   0.000E+00   7.959E-01
  32  5.28040259   0.710   1.70031   3.68129   6.38224  -1.57094   0.00000   1.672E-01   0.000E+00   8.328E-01
  33  5.28947775   0.710   1.69052   3.68186   6.38827  -1.55296   0.00000   1.363E-01   0.000E+00   8.637E-01
  34  5.29836715   0.710   1.68077   3.68243   6.39428  -1.53504   0.00000   1.073E-01   0.000E+00   8.927E-01
