 # M = 1.40 Mo, Y = 0.2700, Z = 2.00000E-02, alpha = 1.68, X_D = 2.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  4.96550554   0.710   1.26070   3.64690   6.18340  -1.46881   0.00000   8.710E-01   0.000E+00   1.290E-01
   2  5.00942260   0.710   1.25620   3.64721   6.18619  -1.46042   0.00000   8.710E-01   0.000E+00   1.290E-01
   3  5.04930366   0.710   1.25170   3.64751   6.18899  -1.45203   0.00000   8.710E-01   0.000E+00   1.290E-01
   4  5.08582851   0.710   1.24720   3.64782   6.19178  -1.44364   0.00000   8.710E-01   0.000E+00   1.290E-01
   5  5.11951843   0.710   1.24263   3.64813   6.19461  -1.43513   0.00000   8.695E-01   0.000E+00   1.305E-01
   6  5.15078199   0.710   1.23801   3.64844   6.19748  -1.42651   0.00000   8.665E-01   0.000E+00   1.335E-01
   7  5.17994532   0.710   1.23338   3.64875   6.20035  -1.41790   0.00000   8.635E-01   0.000E+00   1.365E-01
   8  5.20727293   0.710   1.22875   3.64906   6.20322  -1.40928   0.00000   8.605E-01   0.000E+00   1.395E-01
   9  5.23298230   0.710   1.22376   3.64939   6.20631  -1.40001   0.00000   8.547E-01   0.000E+00   1.453E-01
  10  5.25725441   0.710   1.21870   3.64973   6.20944  -1.39062   0.00000   8.485E-01   0.000E+00   1.515E-01
  11  5.28024149   0.710   1.21365   3.65006   6.21256  -1.38123   0.00000   8.424E-01   0.000E+00   1.576E-01
  12  5.30207278   0.710   1.20837   3.65041   6.21582  -1.37146   0.00000   8.348E-01   0.000E+00   1.652E-01
  13  5.32285898   0.710   1.20257   3.65078   6.21938  -1.36080   0.00000   8.240E-01   0.000E+00   1.760E-01
  14  5.34269559   0.710   1.19678   3.65114   6.22293  -1.35013   0.00000   8.133E-01   0.000E+00   1.867E-01
  15  5.36166559   0.710   1.19093   3.65151   6.22652  -1.33938   0.00000   8.022E-01   0.000E+00   1.978E-01
  16  5.37984154   0.710   1.18406   3.65190   6.23065  -1.32698   0.00000   7.854E-01   0.000E+00   2.146E-01
  17  5.39728726   0.710   1.17719   3.65229   6.23479  -1.31458   0.00000   7.686E-01   0.000E+00   2.314E-01
  18  5.41405915   0.710   1.17006   3.65269   6.23906  -1.30179   0.00000   7.501E-01   0.000E+00   2.499E-01
  19  5.43020735   0.710   1.16186   3.65310   6.24388  -1.28732   0.00000   7.245E-01   0.000E+00   2.755E-01
