 # M = 2.00 Mo, Y = 0.2700, Z = 2.00000E-02, alpha = 1.68, X_D = 2.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  4.97601645   0.710   1.53301   3.65913   6.22360  -1.65164   0.00000   8.580E-01   0.000E+00   1.420E-01
   2  5.00557507   0.710   1.52853   3.65939   6.22631  -1.64352   0.00000   8.549E-01   0.000E+00   1.451E-01
   3  5.03324945   0.710   1.52405   3.65965   6.22902  -1.63540   0.00000   8.518E-01   0.000E+00   1.482E-01
   4  5.05926549   0.710   1.51957   3.65991   6.23173  -1.62728   0.00000   8.487E-01   0.000E+00   1.513E-01
   5  5.08381076   0.710   1.51505   3.66017   6.23446  -1.61908   0.00000   8.453E-01   0.000E+00   1.547E-01
   6  5.10704268   0.710   1.51015   3.66044   6.23741  -1.61025   0.00000   8.389E-01   0.000E+00   1.611E-01
   7  5.12909470   0.710   1.50525   3.66072   6.24035  -1.60142   0.00000   8.326E-01   0.000E+00   1.674E-01
   8  5.15008089   0.710   1.50036   3.66099   6.24330  -1.59259   0.00000   8.262E-01   0.000E+00   1.738E-01
   9  5.17009955   0.710   1.49524   3.66127   6.24637  -1.58337   0.00000   8.183E-01   0.000E+00   1.817E-01
  10  5.18923597   0.710   1.48969   3.66158   6.24970  -1.57338   0.00000   8.073E-01   0.000E+00   1.927E-01
  11  5.20756465   0.710   1.48413   3.66189   6.25303  -1.56339   0.00000   7.963E-01   0.000E+00   2.037E-01
  12  5.22515102   0.710   1.47858   3.66220   6.25636  -1.55340   0.00000   7.854E-01   0.000E+00   2.146E-01
  13  5.24205287   0.710   1.47228   3.66255   6.26014  -1.54206   0.00000   7.694E-01   0.000E+00   2.306E-01
  14  5.25832150   0.710   1.46587   3.66290   6.26399  -1.53052   0.00000   7.527E-01   0.000E+00   2.473E-01
