 # M = 0.30 Mo, Y = 0.2700, Z = 2.00000E-02, alpha = 1.68, X_D = 2.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  5.16049925   0.710  -0.20045   3.52969   6.02345  -0.63774   0.00000   9.570E-01   0.000E+00   4.260E-02
   2  5.35096810   0.710  -0.20907   3.52954   6.02726  -0.62629   0.00000   9.030E-01   0.000E+00   9.695E-02
   3  5.48292099   0.710  -0.21850   3.52936   6.03141  -0.61382   0.00000   8.939E-01   0.000E+00   1.061E-01
   4  5.58398575   0.710  -0.22710   3.52920   6.03520  -0.60241   0.00000   8.956E-01   0.000E+00   1.046E-01
   5  5.66591492   0.710  -0.23547   3.52905   6.03891  -0.59128   0.00000   9.001E-01   0.000E+00   1.004E-01
   6  5.73481391   0.710  -0.24333   3.52892   6.04241  -0.58077   0.00000   9.017E-01   0.000E+00   9.883E-02
   7  5.79426428   0.710  -0.25106   3.52879   6.04585  -0.57042   0.00000   9.025E-01   0.000E+00   9.800E-02
   8  5.84654775   0.710  -0.25878   3.52866   6.04929  -0.56006   0.00000   9.021E-01   0.000E+00   9.836E-02
   9  5.89320788   0.710  -0.26648   3.52854   6.05273  -0.54971   0.00000   8.997E-01   0.000E+00   1.005E-01
  10  5.93533770   0.710  -0.27418   3.52841   6.05616  -0.53935   0.00000   8.974E-01   0.000E+00   1.026E-01
  11  5.97373959   0.710  -0.28224   3.52829   6.05978  -0.52847   0.00000   8.926E-01   0.000E+00   1.074E-01
  12  6.00901998   0.710  -0.29038   3.52817   6.06344  -0.51747   0.00000   8.872E-01   0.000E+00   1.128E-01
  13  6.04164842   0.710  -0.29872   3.52805   6.06719  -0.50620   0.00000   8.809E-01   0.000E+00   1.191E-01
  14  6.07199587   0.710  -0.30774   3.52792   6.07125  -0.49397   0.00000   8.716E-01   0.000E+00   1.284E-01
  15  6.10036051   0.710  -0.31676   3.52779   6.07532  -0.48175   0.00000   8.622E-01   0.000E+00   1.378E-01
  16  6.12698563   0.710  -0.32675   3.52766   6.07984  -0.46812   0.00000   8.490E-01   0.000E+00   1.510E-01
  17  6.15207232   0.710  -0.33704   3.52753   6.08451  -0.45407   0.00000   8.345E-01   0.000E+00   1.655E-01
  18  6.17578868   0.710  -0.34825   3.52739   6.08961  -0.43872   0.00000   8.153E-01   0.000E+00   1.847E-01
  19  6.19827672   0.710  -0.36022   3.52724   6.09507  -0.42229   0.00000   7.922E-01   0.000E+00   2.078E-01
  20  6.21965741   0.710  -0.37343   3.52708   6.10109  -0.40415   0.00000   7.617E-01   0.000E+00   2.383E-01
  21  6.24003471   0.710  -0.38744   3.52692   6.10750  -0.38487   0.00000   7.263E-01   0.000E+00   2.737E-01
  22  6.25949860   0.710  -0.40352   3.52675   6.11490  -0.36260   0.00000   6.776E-01   0.000E+00   3.224E-01
  23  6.27812746   0.710  -0.42094   3.52657   6.12291  -0.33851   0.00000   6.189E-01   0.000E+00   3.811E-01
  24  6.29599001   0.710  -0.44006   3.52638   6.13171  -0.31200   0.00000   5.474E-01   0.000E+00   4.526E-01
  25  6.31314680   0.710  -0.46104   3.52619   6.14143  -0.28275   0.00000   4.626E-01   0.000E+00   5.374E-01
  26  6.32965149   0.710  -0.48377   3.52597   6.15196  -0.25103   0.00000   3.681E-01   0.000E+00   6.319E-01
  27  6.34555184   0.710  -0.50770   3.52576   6.16308  -0.21755   0.00000   2.738E-01   0.000E+00   7.262E-01
  28  6.36089055   0.710  -0.53222   3.52556   6.17449  -0.18319   0.00000   1.896E-01   0.000E+00   8.104E-01
  29  6.37570595   0.710  -0.55664   3.52536   6.18590  -0.14884   0.00000   1.218E-01   0.000E+00   8.782E-01
  30  6.39003257   0.710  -0.58042   3.52516   6.19707  -0.11526   0.00000   7.279E-02   0.000E+00   9.272E-01
  31  6.40390163   0.710  -0.60294   3.52500   6.20762  -0.08345   0.00000   4.522E-02   0.000E+00   9.548E-01
  32  6.41734146   0.710  -0.62400   3.52486   6.21749  -0.05366   0.00000   3.662E-02   0.000E+00   9.634E-01
  33  6.43037783   0.710  -0.64376   3.52473   6.22678  -0.02563   0.00000   2.967E-02   0.000E+00   9.703E-01
  34  6.44303426   0.710  -0.66238   3.52462   6.23555   0.00081   0.00000   2.374E-02   0.000E+00   9.763E-01
  35  6.45533227   0.710  -0.67994   3.52453   6.24384   0.02584   0.00000   1.845E-02   0.000E+00   9.815E-01
  36  6.46729161   0.710  -0.69657   3.52445   6.25171   0.04961   0.00000   1.422E-02   0.000E+00   9.858E-01
  37  6.47893042   0.710  -0.71236   3.52439   6.25920   0.07224   0.00000   1.086E-02   0.000E+00   9.891E-01
  38  6.49026544   0.710  -0.72723   3.52433   6.26627   0.09360   0.00000   7.691E-03   0.000E+00   9.923E-01
  39  6.50131213   0.710  -0.74137   3.52429   6.27301   0.11396   0.00000   5.838E-03   0.000E+00   9.942E-01
  40  6.51208479   0.710  -0.75491   3.52425   6.27948   0.13351   0.00000   4.392E-03   0.000E+00   9.956E-01
  41  6.52259669   0.710  -0.76795   3.52422   6.28572   0.15239   0.00000   3.000E-03   0.000E+00   9.970E-01
  42  6.54308623   0.710  -0.79225   3.52418   6.29738   0.18766   0.00000   1.702E-03   0.000E+00   9.983E-01
  43  6.56265248   0.710  -0.81471   3.52416   6.30821   0.22039   0.00000   1.000E-03   0.000E+00   9.990E-01
  44  6.58137509   0.710  -0.83553   3.52417   6.31828   0.25087   0.00000   3.893E-04   0.000E+00   9.996E-01
  45  6.59932381   0.710  -0.85491   3.52418   6.32768   0.27931   0.00000   0.000E+00   0.000E+00   1.000E+00
  46  6.61656009   0.710  -0.87302   3.52421   6.33649   0.30597   0.00000   0.000E+00   0.000E+00   1.000E+00
  47  6.63313832   0.710  -0.89002   3.52424   6.34478   0.33107   0.00000   0.000E+00   0.000E+00   1.000E+00
  48  6.64910692   0.710  -0.90606   3.52428   6.35261   0.35482   0.00000   0.000E+00   0.000E+00   1.000E+00
  49  6.66450913   0.710  -0.92128   3.52432   6.36007   0.37740   0.00000   0.000E+00   0.000E+00   1.000E+00
  50  6.67938376   0.710  -0.93574   3.52438   6.36717   0.39890   0.00000   0.000E+00   0.000E+00   1.000E+00
  51  6.69376576   0.710  -0.94930   3.52444   6.37384   0.41912   0.00000   0.000E+00   0.000E+00   1.000E+00
  52  6.70768671   0.710  -0.96232   3.52449   6.38025   0.43857   0.00000   0.000E+00   0.000E+00   1.000E+00
  53  6.72117527   0.710  -0.97489   3.52455   6.38644   0.45736   0.00000   0.000E+00   0.000E+00   1.000E+00
  54  6.73425747   0.710  -0.98673   3.52461   6.39229   0.47509   0.00000   0.000E+00   0.000E+00   1.000E+00
  55  6.74695710   0.710  -0.99818   3.52467   6.39794   0.49225   0.00000   0.000E+00   0.000E+00   1.000E+00
  56  6.75929590   0.710  -1.00925   3.52473   6.40342   0.50887   0.00000   0.000E+00   0.000E+00   1.000E+00
  57  6.77129380   0.710  -1.01973   3.52479   6.40861   0.52463   0.00000   0.000E+00   0.000E+00   1.000E+00
  58  6.78296913   0.710  -1.03008   3.52485   6.41373   0.54019   0.00000   0.000E+00   0.000E+00   1.000E+00
  59  6.79433879   0.710  -1.03977   3.52491   6.41854   0.55480   0.00000   0.000E+00   0.000E+00   1.000E+00
  60  6.80541837   0.710  -1.04940   3.52497   6.42332   0.56932   0.00000   0.000E+00   0.000E+00   1.000E+00
  61  6.81622232   0.710  -1.05847   3.52503   6.42783   0.58301   0.00000   0.000E+00   0.000E+00   1.000E+00
  62  6.82676400   0.710  -1.06753   3.52509   6.43232   0.59668   0.00000   0.000E+00   0.000E+00   1.000E+00
  63  6.83705586   0.710  -1.07602   3.52515   6.43654   0.60950   0.00000   0.000E+00   0.000E+00   1.000E+00
  64  6.84710946   0.710  -1.08452   3.52520   6.44076   0.62233   0.00000   0.000E+00   0.000E+00   1.000E+00
  65  6.85693558   0.710  -1.09256   3.52526   6.44476   0.63450   0.00000   0.000E+00   0.000E+00   1.000E+00
  66  6.86654429   0.710  -1.10051   3.52531   6.44872   0.64652   0.00000   0.000E+00   0.000E+00   1.000E+00
  67  6.87594500   0.710  -1.10823   3.52536   6.45256   0.65820   0.00000   0.000E+00   0.000E+00   1.000E+00
  68  6.88514653   0.710  -1.11567   3.52542   6.45626   0.66946   0.00000   0.000E+00   0.000E+00   1.000E+00
  69  6.89415714   0.710  -1.12312   3.52547   6.45997   0.68073   0.00000   0.000E+00   0.000E+00   1.000E+00
  70  6.90298459   0.710  -1.13012   3.52551   6.46344   0.69132   0.00000   0.000E+00   0.000E+00   1.000E+00
  71  6.91163619   0.710  -1.13711   3.52556   6.46691   0.70188   0.00000   0.000E+00   0.000E+00   1.000E+00
  72  6.92011880   0.710  -1.14397   3.52560   6.47032   0.71226   0.00000   0.000E+00   0.000E+00   1.000E+00
  73  6.92843889   0.710  -1.15051   3.52565   6.47357   0.72215   0.00000   0.000E+00   0.000E+00   1.000E+00
  74  6.93660259   0.710  -1.15705   3.52569   6.47682   0.73204   0.00000   0.000E+00   0.000E+00   1.000E+00
  75  6.94461565   0.710  -1.16342   3.52574   6.47998   0.74169   0.00000   0.000E+00   0.000E+00   1.000E+00
  76  6.95248354   0.710  -1.16955   3.52577   6.48303   0.75096   0.00000   0.000E+00   0.000E+00   1.000E+00
  77  6.96021142   0.710  -1.17568   3.52581   6.48607   0.76023   0.00000   0.000E+00   0.000E+00   1.000E+00
  78  6.96780420   0.710  -1.18167   3.52585   6.48905   0.76930   0.00000   0.000E+00   0.000E+00   1.000E+00
  79  6.97526651   0.710  -1.18742   3.52589   6.49190   0.77799   0.00000   0.000E+00   0.000E+00   1.000E+00
  80  6.98260275   0.710  -1.19317   3.52593   6.49475   0.78667   0.00000   0.000E+00   0.000E+00   1.000E+00
  81  6.98981713   0.710  -1.19889   3.52596   6.49758   0.79531   0.00000   0.000E+00   0.000E+00   1.000E+00
  82  6.99691362   0.710  -1.20428   3.52599   6.50025   0.80345   0.00000   0.000E+00   0.000E+00   1.000E+00
  83  7.00389602   0.710  -1.20966   3.52603   6.50292   0.81159   0.00000   0.000E+00   0.000E+00   1.000E+00
  84  7.01076793   0.710  -1.21505   3.52606   6.50558   0.81974   0.00000   0.000E+00   0.000E+00   1.000E+00
  85  7.01753279   0.710  -1.22024   3.52609   6.50815   0.82757   0.00000   0.000E+00   0.000E+00   1.000E+00
  86  7.02419389   0.710  -1.22530   3.52611   6.51065   0.83519   0.00000   0.000E+00   0.000E+00   1.000E+00
  87  7.03075437   0.710  -1.23036   3.52614   6.51315   0.84282   0.00000   0.000E+00   0.000E+00   1.000E+00
  88  7.03721722   0.710  -1.23542   3.52617   6.51565   0.85044   0.00000   0.000E+00   0.000E+00   1.000E+00
  89  7.04358531   0.710  -1.24019   3.52619   6.51801   0.85764   0.00000   0.000E+00   0.000E+00   1.000E+00
  90  7.04986136   0.710  -1.24493   3.52622   6.52034   0.86478   0.00000   0.000E+00   0.000E+00   1.000E+00
  91  7.05604801   0.710  -1.24967   3.52624   6.52268   0.87192   0.00000   0.000E+00   0.000E+00   1.000E+00
  92  7.06214776   0.710  -1.25440   3.52627   6.52502   0.87906   0.00000   0.000E+00   0.000E+00   1.000E+00
  93  7.06816303   0.710  -1.25887   3.52629   6.52722   0.88578   0.00000   0.000E+00   0.000E+00   1.000E+00
  94  7.07409612   0.710  -1.26331   3.52631   6.52941   0.89248   0.00000   0.000E+00   0.000E+00   1.000E+00
  95  7.07994925   0.710  -1.26776   3.52633   6.53160   0.89917   0.00000   0.000E+00   0.000E+00   1.000E+00
  96  7.08572454   0.710  -1.27221   3.52635   6.53379   0.90586   0.00000   0.000E+00   0.000E+00   1.000E+00
  97  7.09142403   0.710  -1.27645   3.52637   6.53588   0.91225   0.00000   0.000E+00   0.000E+00   1.000E+00
  98  7.09704970   0.710  -1.28062   3.52639   6.53793   0.91852   0.00000   0.000E+00   0.000E+00   1.000E+00
  99  7.10260342   0.710  -1.28478   3.52641   6.53997   0.92479   0.00000   0.000E+00   0.000E+00   1.000E+00
 100  7.10808702   0.710  -1.28895   3.52643   6.54202   0.93106   0.00000   0.000E+00   0.000E+00   1.000E+00
 101  7.11350225   0.710  -1.29306   3.52645   6.54404   0.93725   0.00000   0.000E+00   0.000E+00   1.000E+00
 102  7.11885078   0.710  -1.29697   3.52647   6.54596   0.94311   0.00000   0.000E+00   0.000E+00   1.000E+00
 103  7.12413424   0.710  -1.30088   3.52648   6.54788   0.94898   0.00000   0.000E+00   0.000E+00   1.000E+00
 104  7.12935420   0.710  -1.30479   3.52650   6.54980   0.95484   0.00000   0.000E+00   0.000E+00   1.000E+00
 105  7.13451216   0.710  -1.30870   3.52651   6.55171   0.96071   0.00000   0.000E+00   0.000E+00   1.000E+00
 106  7.13960958   0.710  -1.31252   3.52652   6.55358   0.96642   0.00000   0.000E+00   0.000E+00   1.000E+00
 107  7.14464786   0.710  -1.31618   3.52654   6.55538   0.97191   0.00000   0.000E+00   0.000E+00   1.000E+00
 108  7.14962837   0.710  -1.31985   3.52655   6.55717   0.97740   0.00000   0.000E+00   0.000E+00   1.000E+00
 109  7.15455240   0.710  -1.32352   3.52656   6.55896   0.98289   0.00000   0.000E+00   0.000E+00   1.000E+00
 110  7.15942124   0.710  -1.32718   3.52657   6.56075   0.98839   0.00000   0.000E+00   0.000E+00   1.000E+00
 111  7.16423609   0.710  -1.33078   3.52658   6.56251   0.99377   0.00000   0.000E+00   0.000E+00   1.000E+00
 112  7.16899814   0.710  -1.33422   3.52659   6.56419   0.99892   0.00000   0.000E+00   0.000E+00   1.000E+00
 113  7.17370855   0.710  -1.33766   3.52660   6.56587   1.00406   0.00000   0.000E+00   0.000E+00   1.000E+00
 114  7.17836842   0.710  -1.34110   3.52661   6.56755   1.00920   0.00000   0.000E+00   0.000E+00   1.000E+00
 115  7.18297881   0.710  -1.34454   3.52662   6.56923   1.01435   0.00000   0.000E+00   0.000E+00   1.000E+00
 116  7.18754078   0.710  -1.34798   3.52663   6.57091   1.01949   0.00000   0.000E+00   0.000E+00   1.000E+00
 117  7.19205532   0.710  -1.35124   3.52664   6.57250   1.02436   0.00000   0.000E+00   0.000E+00   1.000E+00
 118  7.19652342   0.710  -1.35447   3.52665   6.57407   1.02918   0.00000   0.000E+00   0.000E+00   1.000E+00
 119  7.20094601   0.710  -1.35770   3.52665   6.57565   1.03400   0.00000   0.000E+00   0.000E+00   1.000E+00
 120  7.20532402   0.710  -1.36093   3.52666   6.57722   1.03882   0.00000   0.000E+00   0.000E+00   1.000E+00
 121  7.20965834   0.710  -1.36416   3.52667   6.57879   1.04364   0.00000   0.000E+00   0.000E+00   1.000E+00
 122  7.21394983   0.710  -1.36738   3.52668   6.58036   1.04845   0.00000   0.000E+00   0.000E+00   1.000E+00
 123  7.21819933   0.710  -1.37041   3.52668   6.58183   1.05296   0.00000   0.000E+00   0.000E+00   1.000E+00
 124  7.22240765   0.710  -1.37344   3.52669   6.58330   1.05748   0.00000   0.000E+00   0.000E+00   1.000E+00
 125  7.22657558   0.710  -1.37647   3.52669   6.58477   1.06200   0.00000   0.000E+00   0.000E+00   1.000E+00
 126  7.23070389   0.710  -1.37950   3.52670   6.58624   1.06651   0.00000   0.000E+00   0.000E+00   1.000E+00
 127  7.23479333   0.710  -1.38254   3.52670   6.58771   1.07103   0.00000   0.000E+00   0.000E+00   1.000E+00
 128  7.23884462   0.710  -1.38557   3.52671   6.58918   1.07554   0.00000   0.000E+00   0.000E+00   1.000E+00
 129  7.24285847   0.710  -1.38844   3.52671   6.59058   1.07983   0.00000   1.258E-04   0.000E+00   9.999E-01
 130  7.24683555   0.710  -1.39129   3.52672   6.59195   1.08406   0.00000   2.773E-04   0.000E+00   9.997E-01
 131  7.25077655   0.710  -1.39413   3.52672   6.59333   1.08829   0.00000   4.288E-04   0.000E+00   9.996E-01
 132  7.25468211   0.710  -1.39697   3.52672   6.59471   1.09253   0.00000   5.804E-04   0.000E+00   9.994E-01
 133  7.25855286   0.710  -1.39982   3.52672   6.59609   1.09676   0.00000   7.319E-04   0.000E+00   9.993E-01
 134  7.26238941   0.710  -1.40266   3.52673   6.59747   1.10099   0.00000   8.834E-04   0.000E+00   9.991E-01
 135  7.26619237   0.710  -1.40546   3.52673   6.59883   1.10516   0.00000   1.000E-03   0.000E+00   9.990E-01
 136  7.26996232   0.710  -1.40813   3.52673   6.60012   1.10913   0.00000   1.000E-03   0.000E+00   9.990E-01
 137  7.27369982   0.710  -1.41080   3.52674   6.60141   1.11309   0.00000   1.000E-03   0.000E+00   9.990E-01
 138  7.27740543   0.710  -1.41347   3.52674   6.60270   1.11706   0.00000   1.000E-03   0.000E+00   9.990E-01
 139  7.28107969   0.710  -1.41614   3.52674   6.60399   1.12102   0.00000   1.000E-03   0.000E+00   9.990E-01
 140  7.28472313   0.710  -1.41881   3.52674   6.60528   1.12499   0.00000   1.000E-03   0.000E+00   9.990E-01
 141  7.28833625   0.710  -1.42148   3.52675   6.60657   1.12895   0.00000   1.000E-03   0.000E+00   9.990E-01
 142  7.29191956   0.710  -1.42412   3.52675   6.60784   1.13286   0.00000   1.000E-03   0.000E+00   9.990E-01
 143  7.29547355   0.710  -1.42662   3.52675   6.60905   1.13658   0.00000   1.000E-03   0.000E+00   9.990E-01
 144  7.29899869   0.710  -1.42913   3.52675   6.61025   1.14029   0.00000   1.000E-03   0.000E+00   9.990E-01
 145  7.30249545   0.710  -1.43164   3.52675   6.61146   1.14400   0.00000   1.000E-03   0.000E+00   9.990E-01
 146  7.30596428   0.710  -1.43414   3.52675   6.61267   1.14772   0.00000   1.000E-03   0.000E+00   9.990E-01
 147  7.30940562   0.710  -1.43665   3.52675   6.61388   1.15143   0.00000   1.000E-03   0.000E+00   9.990E-01
 148  7.31281991   0.710  -1.43915   3.52675   6.61509   1.15514   0.00000   1.000E-03   0.000E+00   9.990E-01
 149  7.31620756   0.710  -1.44166   3.52675   6.61629   1.15886   0.00000   1.000E-03   0.000E+00   9.990E-01
 150  7.31956900   0.710  -1.44406   3.52675   6.61745   1.16240   0.00000   1.000E-03   0.000E+00   9.990E-01
 151  7.32290461   0.710  -1.44641   3.52675   6.61858   1.16588   0.00000   1.000E-03   0.000E+00   9.990E-01
 152  7.32621480   0.710  -1.44876   3.52675   6.61971   1.16936   0.00000   1.000E-03   0.000E+00   9.990E-01
 153  7.32949995   0.710  -1.45110   3.52675   6.62084   1.17284   0.00000   1.000E-03   0.000E+00   9.990E-01
 154  7.33276044   0.710  -1.45345   3.52675   6.62197   1.17632   0.00000   1.000E-03   0.000E+00   9.990E-01
 155  7.33599663   0.710  -1.45580   3.52675   6.62311   1.17980   0.00000   1.000E-03   0.000E+00   9.990E-01
 156  7.33920889   0.710  -1.45815   3.52675   6.62424   1.18328   0.00000   1.000E-03   0.000E+00   9.990E-01
 157  7.34239756   0.710  -1.46050   3.52675   6.62537   1.18676   0.00000   1.000E-03   0.000E+00   9.990E-01
 158  7.34556299   0.710  -1.46275   3.52675   6.62645   1.19008   0.00000   1.085E-03   0.000E+00   9.989E-01
 159  7.34870551   0.710  -1.46496   3.52675   6.62751   1.19334   0.00000   1.203E-03   0.000E+00   9.988E-01
 160  7.35182546   0.710  -1.46716   3.52675   6.62856   1.19661   0.00000   1.320E-03   0.000E+00   9.987E-01
 161  7.35492316   0.710  -1.46937   3.52675   6.62962   1.19987   0.00000   1.438E-03   0.000E+00   9.986E-01
 162  7.35799891   0.710  -1.47158   3.52675   6.63068   1.20313   0.00000   1.555E-03   0.000E+00   9.984E-01
 163  7.36105304   0.710  -1.47378   3.52675   6.63174   1.20639   0.00000   1.673E-03   0.000E+00   9.983E-01
 164  7.36408584   0.710  -1.47599   3.52675   6.63280   1.20966   0.00000   1.790E-03   0.000E+00   9.982E-01
 165  7.36709760   0.710  -1.47820   3.52675   6.63386   1.21292   0.00000   1.908E-03   0.000E+00   9.981E-01
 166  7.37008863   0.710  -1.48037   3.52675   6.63490   1.21614   0.00000   2.000E-03   0.000E+00   9.980E-01
 167  7.37305919   0.710  -1.48244   3.52675   6.63589   1.21919   0.00000   2.000E-03   0.000E+00   9.980E-01
 168  7.37600958   0.710  -1.48451   3.52675   6.63689   1.22225   0.00000   2.000E-03   0.000E+00   9.980E-01
 169  7.37894005   0.710  -1.48658   3.52674   6.63788   1.22531   0.00000   2.000E-03   0.000E+00   9.980E-01
 170  7.38185089   0.710  -1.48865   3.52674   6.63887   1.22837   0.00000   2.000E-03   0.000E+00   9.980E-01
 171  7.38474234   0.710  -1.49072   3.52674   6.63986   1.23143   0.00000   2.000E-03   0.000E+00   9.980E-01
 172  7.38761467   0.710  -1.49278   3.52674   6.64085   1.23449   0.00000   2.000E-03   0.000E+00   9.980E-01
 173  7.39046813   0.710  -1.49485   3.52673   6.64184   1.23755   0.00000   2.000E-03   0.000E+00   9.980E-01
 174  7.39330297   0.710  -1.49692   3.52673   6.64284   1.24061   0.00000   2.000E-03   0.000E+00   9.980E-01
 175  7.39611942   0.710  -1.49897   3.52673   6.64382   1.24364   0.00000   2.015E-03   0.000E+00   9.980E-01
 176  7.39891772   0.710  -1.50091   3.52673   6.64475   1.24651   0.00000   2.119E-03   0.000E+00   9.979E-01
 177  7.40169810   0.710  -1.50285   3.52673   6.64568   1.24938   0.00000   2.222E-03   0.000E+00   9.978E-01
 178  7.40446080   0.710  -1.50480   3.52672   6.64661   1.25225   0.00000   2.326E-03   0.000E+00   9.977E-01
 179  7.40720604   0.710  -1.50674   3.52672   6.64754   1.25512   0.00000   2.429E-03   0.000E+00   9.976E-01
 180  7.40993403   0.710  -1.50868   3.52672   6.64846   1.25799   0.00000   2.533E-03   0.000E+00   9.975E-01
 181  7.41264499   0.710  -1.51062   3.52672   6.64939   1.26086   0.00000   2.636E-03   0.000E+00   9.974E-01
 182  7.41533914   0.710  -1.51256   3.52672   6.65032   1.26373   0.00000   2.740E-03   0.000E+00   9.973E-01
 183  7.41801668   0.710  -1.51451   3.52671   6.65125   1.26660   0.00000   2.843E-03   0.000E+00   9.972E-01
 184  7.42067780   0.710  -1.51645   3.52671   6.65218   1.26947   0.00000   2.947E-03   0.000E+00   9.971E-01
 185  7.42332273   0.710  -1.51833   3.52671   6.65308   1.27225   0.00000   3.000E-03   0.000E+00   9.970E-01
 186  7.42595164   0.710  -1.52015   3.52671   6.65395   1.27493   0.00000   3.000E-03   0.000E+00   9.970E-01
 187  7.42856473   0.710  -1.52197   3.52671   6.65482   1.27761   0.00000   3.000E-03   0.000E+00   9.970E-01
