 # M = 3.60 Mo, Y = 0.2700, Z = 2.00000E-02, alpha = 1.68, X_D = 2.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  4.79169735   0.710   1.98129   3.67064   6.27145  -1.99978   0.00000   8.310E-01   0.000E+00   1.690E-01
   2  4.81529826   0.710   1.97769   3.67093   6.27380  -1.99274   0.00000   8.275E-01   0.000E+00   1.725E-01
   3  4.83768246   0.710   1.97409   3.67122   6.27615  -1.98569   0.00000   8.239E-01   0.000E+00   1.761E-01
   4  4.85896927   0.710   1.97049   3.67151   6.27850  -1.97865   0.00000   8.204E-01   0.000E+00   1.796E-01
   5  4.87926129   0.710   1.96689   3.67180   6.28085  -1.97161   0.00000   8.168E-01   0.000E+00   1.832E-01
   6  4.89864735   0.710   1.96311   3.67209   6.28330  -1.96428   0.00000   8.119E-01   0.000E+00   1.881E-01
   7  4.91720491   0.710   1.95913   3.67239   6.28585  -1.95664   0.00000   8.054E-01   0.000E+00   1.946E-01
   8  4.93500188   0.710   1.95515   3.67269   6.28840  -1.94900   0.00000   7.990E-01   0.000E+00   2.010E-01
   9  4.95209817   0.710   1.95118   3.67298   6.29095  -1.94136   0.00000   7.926E-01   0.000E+00   2.074E-01
  10  4.96854687   0.710   1.94713   3.67328   6.29354  -1.93360   0.00000   7.857E-01   0.000E+00   2.143E-01
  11  4.98439525   0.710   1.94261   3.67360   6.29640  -1.92504   0.00000   7.755E-01   0.000E+00   2.245E-01
  12  4.99968559   0.710   1.93809   3.67391   6.29926  -1.91648   0.00000   7.652E-01   0.000E+00   2.348E-01
  13  5.01445585   0.710   1.93357   3.67423   6.30212  -1.90792   0.00000   7.550E-01   0.000E+00   2.450E-01
  14  5.02874027   0.710   1.92897   3.67455   6.30502  -1.89922   0.00000   7.442E-01   0.000E+00   2.558E-01
  15  5.04256977   0.710   1.92377   3.67490   6.30828  -1.88945   0.00000   7.285E-01   0.000E+00   2.715E-01
  16  5.05597245   0.710   1.91857   3.67525   6.31154  -1.87969   0.00000   7.128E-01   0.000E+00   2.872E-01
  17  5.06897386   0.710   1.91337   3.67560   6.31480  -1.86992   0.00000   6.971E-01   0.000E+00   3.029E-01
  18  5.08159734   0.710   1.90775   3.67597   6.31831  -1.85941   0.00000   6.778E-01   0.000E+00   3.222E-01
  19  5.09386424   0.710   1.90180   3.67637   6.32203  -1.84826   0.00000   6.555E-01   0.000E+00   3.445E-01
  20  5.10579415   0.710   1.89584   3.67676   6.32575  -1.83711   0.00000   6.331E-01   0.000E+00   3.669E-01
  21  5.11740509   0.710   1.88954   3.67717   6.32967  -1.82537   0.00000   6.080E-01   0.000E+00   3.920E-01
  22  5.12871368   0.710   1.88276   3.67760   6.33387  -1.81278   0.00000   5.788E-01   0.000E+00   4.212E-01
  23  5.13973526   0.710   1.87597   3.67803   6.33807  -1.80019   0.00000   5.497E-01   0.000E+00   4.503E-01
  24  5.15048404   0.710   1.86871   3.67849   6.34258  -1.78669   0.00000   5.161E-01   0.000E+00   4.839E-01
  25  5.16097320   0.710   1.86122   3.67897   6.34724  -1.77275   0.00000   4.803E-01   0.000E+00   5.197E-01
  26  5.17121499   0.710   1.85357   3.67946   6.35200  -1.75852   0.00000   4.435E-01   0.000E+00   5.565E-01
  27  5.18122081   0.710   1.84543   3.67997   6.35705  -1.74342   0.00000   4.035E-01   0.000E+00   5.965E-01
  28  5.19100128   0.710   1.83726   3.68048   6.36211  -1.72828   0.00000   3.634E-01   0.000E+00   6.366E-01
