 # M = 6.00 Mo, Y = 0.2700, Z = 2.00000E-02, alpha = 1.68, X_D = 2.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  4.31646333   0.710   2.33050   3.68153   6.32527  -2.06104   0.00000   1.820E-01   0.000E+00   8.040E-01
   2  4.41899124   0.710   2.31963   3.68359   6.34057  -1.98694   0.00000   1.747E-01   0.000E+00   8.091E-01
   3  4.50187778   0.710   2.31162   3.68563   6.35639  -1.91827   0.00000   1.594E-01   0.000E+00   8.236E-01
   4  4.57145198   0.710   2.30633   3.68766   6.37249  -1.85373   0.00000   1.428E-01   0.000E+00   8.405E-01
   5  4.63140411   0.710   2.30387   3.68969   6.38854  -1.79288   0.00000   1.298E-01   0.000E+00   8.556E-01
   6  4.68407513   0.710   2.30439   3.69174   6.40448  -1.73496   0.00000   1.175E-01   0.000E+00   8.689E-01
   7  4.73104360   0.710   2.30805   3.69382   6.42030  -1.67944   0.00000   1.065E-01   0.000E+00   8.815E-01
   8  4.77342459   0.710   2.31499   3.69595   6.43598  -1.62595   0.00000   9.685E-02   0.000E+00   8.922E-01
   9  4.81203502   0.710   2.32544   3.69815   6.45153  -1.57419   0.00000   8.831E-02   0.000E+00   9.027E-01
  10  4.84749134   0.710   2.33921   3.70045   6.46698  -1.52371   0.00000   8.037E-02   0.000E+00   9.119E-01
  11  4.88027018   0.710   2.35624   3.70290   6.48238  -1.47432   0.00000   7.324E-02   0.000E+00   9.201E-01
  12  4.91074768   0.710   2.37547   3.70557   6.49777  -1.42576   0.00000   6.746E-02   0.000E+00   9.275E-01
  13  4.93922591   0.710   2.39479   3.70854   6.51311  -1.37783   0.00000   6.256E-02   0.000E+00   9.339E-01
  14  4.96595107   0.710   2.41148   3.71181   6.52833  -1.33037   0.00000   5.973E-02   0.000E+00   9.393E-01
  15  4.99112656   0.710   2.42400   3.71533   6.54336  -1.28341   0.00000   5.788E-02   0.000E+00   9.441E-01
  16  5.01492227   0.710   2.43270   3.71914   6.55811  -1.23703   0.00000   5.700E-02   0.000E+00   9.479E-01
  17  5.03748162   0.710   2.43835   3.72310   6.57251  -1.19130   0.00000   5.800E-02   0.000E+00   9.516E-01
  18  5.05892678   0.710   2.44196   3.72705   6.58652  -1.14631   0.00000   6.140E-02   0.000E+00   9.554E-01
  19  5.07936262   0.710   2.44431   3.73092   6.60009  -1.10212   0.00000   6.659E-02   0.000E+00   9.593E-01
  20  5.09887992   0.710   2.44595   3.73485   6.61327  -1.05869   0.00000   7.490E-02   0.000E+00   9.633E-01
  21  5.11755770   0.710   2.44733   3.73901   6.62609  -1.01594   0.00000   8.820E-02   0.000E+00   9.663E-01
  22  5.13546521   0.710   2.44884   3.74356   6.63861  -0.97374   0.00000   1.058E-01   0.000E+00   9.700E-01
  23  5.15266348   0.710   2.45089   3.74837   6.65102  -0.93152   0.00000   1.308E-01   0.000E+00   9.730E-01
  24  5.16920655   0.710   2.45398   3.75343   6.66354  -0.88863   0.00000   1.653E-01   0.000E+00   9.757E-01
  25  5.18514252   0.710   2.45814   3.75928   6.67612  -0.84531   0.00000   2.130E-01   0.000E+00   9.776E-01
  26  5.20051438   0.710   2.46324   3.76569   6.68854  -0.80230   0.00000   2.738E-01   0.000E+00   9.797E-01
  27  5.21536070   0.710   2.46938   3.77251   6.70087  -0.75948   0.00000   3.534E-01   0.000E+00   9.821E-01
  28  5.22971622   0.710   2.47680   3.77984   6.71314  -0.71680   0.00000   4.578E-01   0.000E+00   9.834E-01
  29  5.24361238   0.710   2.48535   3.78761   6.72538  -0.67428   0.00000   5.894E-01   0.000E+00   9.847E-01
  30  5.25707765   0.710   2.49512   3.79568   6.73760  -0.63184   0.00000   7.562E-01   0.000E+00   9.860E-01
  31  5.27013795   0.710   2.50626   3.80397   6.74987  -0.58943   0.00000   9.736E-01   0.000E+00   9.874E-01
  32  5.28281694   0.710   2.51853   3.81246   6.76221  -0.54695   0.00000   1.246E+00   0.000E+00   9.887E-01
  33  5.29513625   0.710   2.53195   3.82112   6.77464  -0.50437   0.00000   1.587E+00   0.000E+00   9.900E-01
  34  5.30711572   0.710   2.54671   3.83002   6.78722  -0.46156   0.00000   2.031E+00   0.000E+00   9.913E-01
  35  5.31877360   0.710   2.56256   3.83913   6.79996  -0.41854   0.00000   2.587E+00   0.000E+00   9.920E-01
  36  5.33012672   0.710   2.57948   3.84846   6.81287  -0.37522   0.00000   3.284E+00   0.000E+00   9.930E-01
  37  5.34119059   0.710   2.59761   3.85804   6.82603  -0.33151   0.00000   4.193E+00   0.000E+00   9.934E-01
  38  5.35197959   0.710   2.61667   3.86784   6.83941  -0.28742   0.00000   5.330E+00   0.000E+00   9.940E-01
  39  5.36250704   0.710   2.63671   3.87789   6.85307  -0.24285   0.00000   6.781E+00   0.000E+00   9.942E-01
  40  5.37278534   0.710   2.65773   3.88822   6.86702  -0.19776   0.00000   8.656E+00   0.000E+00   9.950E-01
  41  5.38282599   0.710   2.67954   3.89880   6.88127  -0.15216   0.00000   1.101E+01   0.000E+00   9.960E-01
  42  5.38353754   0.710   2.68116   3.89958   6.88231  -0.14885   0.00000   1.122E+01   0.000E+00   9.960E-01
  43  5.38424793   0.710   2.68279   3.90036   6.88336  -0.14554   0.00000   1.143E+01   0.000E+00   9.960E-01
  44  5.38495716   0.710   2.68441   3.90114   6.88440  -0.14223   0.00000   1.164E+01   0.000E+00   9.960E-01
  45  5.38566523   0.710   2.68603   3.90191   6.88544  -0.13892   0.00000   1.185E+01   0.000E+00   9.960E-01
  46  5.38637215   0.710   2.68766   3.90269   6.88649  -0.13561   0.00000   1.206E+01   0.000E+00   9.960E-01
