 # M = 2.60 Mo, Y = 0.2700, Z = 2.00000E-02, alpha = 1.68, X_D = 2.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  4.88785151   0.710   1.73642   3.66433   6.24386  -1.81223   0.00000   8.490E-01   0.000E+00   1.510E-01
   2  4.91620539   0.710   1.73229   3.66464   6.24650  -1.80432   0.00000   8.457E-01   0.000E+00   1.543E-01
   3  4.94282104   0.710   1.72815   3.66495   6.24914  -1.79641   0.00000   8.425E-01   0.000E+00   1.575E-01
   4  4.96789931   0.710   1.72402   3.66525   6.25178  -1.78849   0.00000   8.392E-01   0.000E+00   1.608E-01
   5  4.99160816   0.710   1.71988   3.66556   6.25442  -1.78057   0.00000   8.359E-01   0.000E+00   1.641E-01
   6  5.01408943   0.710   1.71539   3.66589   6.25728  -1.77199   0.00000   8.298E-01   0.000E+00   1.702E-01
   7  5.03546401   0.710   1.71090   3.66622   6.26014  -1.76341   0.00000   8.236E-01   0.000E+00   1.764E-01
   8  5.05583576   0.710   1.70641   3.66655   6.26300  -1.75483   0.00000   8.174E-01   0.000E+00   1.826E-01
   9  5.07529459   0.710   1.70185   3.66689   6.26591  -1.74611   0.00000   8.106E-01   0.000E+00   1.894E-01
  10  5.09391881   0.710   1.69676   3.66726   6.26913  -1.73645   0.00000   8.000E-01   0.000E+00   2.000E-01
  11  5.11177709   0.710   1.69168   3.66762   6.27235  -1.72679   0.00000   7.893E-01   0.000E+00   2.107E-01
  12  5.12892994   0.710   1.68659   3.66799   6.27557  -1.71713   0.00000   7.787E-01   0.000E+00   2.213E-01
  13  5.14543099   0.710   1.68106   3.66838   6.27906  -1.70666   0.00000   7.648E-01   0.000E+00   2.352E-01
  14  5.16132796   0.710   1.67517   3.66879   6.28277  -1.69555   0.00000   7.483E-01   0.000E+00   2.517E-01
  15  5.17666353   0.710   1.66929   3.66920   6.28647  -1.68445   0.00000   7.319E-01   0.000E+00   2.681E-01
  16  5.19147599   0.710   1.66301   3.66962   6.29041  -1.67267   0.00000   7.124E-01   0.000E+00   2.876E-01
  17  5.20579987   0.710   1.65614   3.67007   6.29468  -1.65986   0.00000   6.884E-01   0.000E+00   3.116E-01
  18  5.21966636   0.710   1.64927   3.67052   6.29896  -1.64705   0.00000   6.644E-01   0.000E+00   3.356E-01
  19  5.23310377   0.710   1.64171   3.67100   6.30364  -1.63304   0.00000   6.345E-01   0.000E+00   3.655E-01
  20  5.24613787   0.710   1.63378   3.67150   6.30853  -1.61838   0.00000   6.013E-01   0.000E+00   3.987E-01
  21  5.25879216   0.710   1.62557   3.67201   6.31358  -1.60324   0.00000   5.659E-01   0.000E+00   4.341E-01
  22  5.27108815   0.710   1.61658   3.67254   6.31907  -1.58679   0.00000   5.241E-01   0.000E+00   4.759E-01
  23  5.28304557   0.710   1.60742   3.67308   6.32465  -1.57006   0.00000   4.812E-01   0.000E+00   5.188E-01
  24  5.29468257   0.710   1.59751   3.67365   6.33067  -1.55205   0.00000   4.328E-01   0.000E+00   5.672E-01
