 # M = 0.80 Mo, Y = 0.2700, Z = 2.00000E-02, alpha = 1.68, X_D = 2.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  4.99089123   0.710   0.80474   3.62161   6.12226  -1.17443   0.00000   8.750E-01   0.000E+00   1.250E-01
   2  5.07095920   0.710   0.79837   3.62175   6.12562  -1.16435   0.00000   8.808E-01   0.000E+00   1.192E-01
   3  5.13853827   0.710   0.79201   3.62190   6.12897  -1.15426   0.00000   8.865E-01   0.000E+00   1.135E-01
   4  5.19700381   0.710   0.78602   3.62203   6.13214  -1.14475   0.00000   8.901E-01   0.000E+00   1.099E-01
   5  5.24852433   0.710   0.78030   3.62216   6.13516  -1.13568   0.00000   8.921E-01   0.000E+00   1.079E-01
   6  5.29457600   0.710   0.77459   3.62229   6.13818  -1.12660   0.00000   8.941E-01   0.000E+00   1.059E-01
   7  5.33620922   0.710   0.76892   3.62241   6.14118  -1.11761   0.00000   8.944E-01   0.000E+00   1.056E-01
   8  5.37419813   0.710   0.76329   3.62254   6.14414  -1.10869   0.00000   8.932E-01   0.000E+00   1.068E-01
   9  5.40912969   0.710   0.75766   3.62266   6.14711  -1.09977   0.00000   8.920E-01   0.000E+00   1.080E-01
  10  5.44145957   0.710   0.75199   3.62279   6.15010  -1.09077   0.00000   8.904E-01   0.000E+00   1.096E-01
  11  5.47154859   0.710   0.74602   3.62291   6.15324  -1.08134   0.00000   8.863E-01   0.000E+00   1.137E-01
  12  5.49968735   0.710   0.74006   3.62304   6.15638  -1.07191   0.00000   8.822E-01   0.000E+00   1.178E-01
  13  5.52611336   0.710   0.73409   3.62317   6.15952  -1.06248   0.00000   8.781E-01   0.000E+00   1.219E-01
  14  5.55102321   0.710   0.72759   3.62329   6.16292  -1.05226   0.00000   8.716E-01   0.000E+00   1.284E-01
  15  5.57458148   0.710   0.72088   3.62342   6.16643  -1.04174   0.00000   8.642E-01   0.000E+00   1.358E-01
  16  5.59692732   0.710   0.71417   3.62355   6.16994  -1.03122   0.00000   8.568E-01   0.000E+00   1.432E-01
  17  5.61817944   0.710   0.70694   3.62368   6.17372  -1.01987   0.00000   8.467E-01   0.000E+00   1.533E-01
  18  5.63843993   0.710   0.69916   3.62383   6.17778  -1.00765   0.00000   8.338E-01   0.000E+00   1.662E-01
  19  5.65779721   0.710   0.69139   3.62397   6.18185  -0.99544   0.00000   8.210E-01   0.000E+00   1.790E-01
  20  5.67632840   0.710   0.68270   3.62412   6.18637  -0.98186   0.00000   8.035E-01   0.000E+00   1.965E-01
  21  5.69410112   0.710   0.67342   3.62428   6.19118  -0.96741   0.00000   7.830E-01   0.000E+00   2.170E-01
  22  5.71117502   0.710   0.66392   3.62443   6.19610  -0.95263   0.00000   7.610E-01   0.000E+00   2.390E-01
  23  5.72760300   0.710   0.65287   3.62460   6.20182  -0.93549   0.00000   7.291E-01   0.000E+00   2.709E-01
  24  5.74343214   0.710   0.64178   3.62476   6.20755  -0.91829   0.00000   6.969E-01   0.000E+00   3.031E-01
  25  5.75870457   0.710   0.62879   3.62494   6.21422  -0.89827   0.00000   6.506E-01   0.000E+00   3.494E-01
  26  5.77345813   0.710   0.61532   3.62511   6.22113  -0.87753   0.00000   6.008E-01   0.000E+00   3.992E-01
  27  5.78772691   0.710   0.60040   3.62529   6.22875  -0.85465   0.00000   5.401E-01   0.000E+00   4.599E-01
  28  5.80154177   0.710   0.58417   3.62546   6.23698  -0.82993   0.00000   4.710E-01   0.000E+00   5.290E-01
  29  5.81493069   0.710   0.56695   3.62561   6.24570  -0.80377   0.00000   3.963E-01   0.000E+00   6.037E-01
  30  5.82791915   0.710   0.54873   3.62575   6.25489  -0.77621   0.00000   3.182E-01   0.000E+00   6.818E-01
  31  5.84053042   0.710   0.52971   3.62587   6.26441  -0.74762   0.00000   2.424E-01   0.000E+00   7.576E-01
  32  5.85278579   0.710   0.51031   3.62596   6.27411  -0.71857   0.00000   1.747E-01   0.000E+00   8.253E-01
  33  5.86470480   0.710   0.49093   3.62603   6.28374  -0.68968   0.00000   1.195E-01   0.000E+00   8.805E-01
  34  5.87630541   0.710   0.47173   3.62604   6.29323  -0.66135   0.00000   7.784E-02   0.000E+00   9.222E-01
  35  5.88760420   0.710   0.45329   3.62606   6.30228  -0.63419   0.00000   4.973E-02   0.000E+00   9.503E-01
  36  5.89861648   0.710   0.43541   3.62601   6.31095  -0.60816   0.00000   3.072E-02   0.000E+00   9.693E-01
  37  5.90935641   0.710   0.41834   3.62595   6.31919  -0.58340   0.00000   1.888E-02   0.000E+00   9.811E-01
  38  5.91983714   0.710   0.40200   3.62588   6.32702  -0.55986   0.00000   1.105E-02   0.000E+00   9.890E-01
  39  5.93007089   0.710   0.38635   3.62578   6.33448  -0.53747   0.00000   6.669E-03   0.000E+00   9.933E-01
  40  5.94006903   0.710   0.37135   3.62566   6.34159  -0.51611   0.00000   4.290E-03   0.000E+00   9.957E-01
  41  5.94984217   0.710   0.35696   3.62554   6.34840  -0.49566   0.00000   2.000E-03   0.000E+00   9.980E-01
  42  5.98937175   0.710   0.30173   3.62484   6.37409  -0.41852   0.00000   8.073E-05   0.000E+00   9.999E-01
  43  6.02560159   0.710   0.25439   3.62400   6.39565  -0.35378   0.00000   0.000E+00   0.000E+00   1.000E+00
  44  6.05904040   0.710   0.21294   3.62311   6.41424  -0.29790   0.00000   0.000E+00   0.000E+00   1.000E+00
  45  6.09008761   0.710   0.17615   3.62223   6.43054  -0.24892   0.00000   0.000E+00   0.000E+00   1.000E+00
  46  6.11906261   0.710   0.14309   3.62135   6.44506  -0.20532   0.00000   0.000E+00   0.000E+00   1.000E+00
  47  6.14622478   0.710   0.11301   3.62050   6.45816  -0.16596   0.00000   0.000E+00   0.000E+00   1.000E+00
  48  6.17178768   0.710   0.08574   3.61971   6.46999  -0.13041   0.00000   0.000E+00   0.000E+00   1.000E+00
  49  6.19592921   0.710   0.06054   3.61894   6.48088  -0.09769   0.00000   0.000E+00   0.000E+00   1.000E+00
  50  6.21879913   0.710   0.03710   3.61821   6.49096  -0.06739   0.00000   0.000E+00   0.000E+00   1.000E+00
  51  6.24052473   0.710   0.01544   3.61753   6.50027  -0.03940   0.00000   0.000E+00   0.000E+00   1.000E+00
  52  6.26121509   0.710  -0.00481   3.61688   6.50896  -0.01330   0.00000   0.000E+00   0.000E+00   1.000E+00
  53  6.28096440   0.710  -0.02387   3.61626   6.51711   0.01119   0.00000   0.000E+00   0.000E+00   1.000E+00
  54  6.29985455   0.710  -0.04182   3.61567   6.52478   0.03424   0.00000   0.000E+00   0.000E+00   1.000E+00
  55  6.31795718   0.710  -0.05887   3.61511   6.53204   0.05605   0.00000   0.000E+00   0.000E+00   1.000E+00
  56  6.33533534   0.710  -0.07488   3.61458   6.53888   0.07660   0.00000   0.000E+00   0.000E+00   1.000E+00
  57  6.35204479   0.710  -0.09011   3.61406   6.54536   0.09608   0.00000   0.000E+00   0.000E+00   1.000E+00
  58  6.36813510   0.710  -0.10464   3.61357   6.55155   0.11468   0.00000   0.000E+00   0.000E+00   1.000E+00
  59  6.38365051   0.710  -0.11857   3.61310   6.55748   0.13252   0.00000   0.000E+00   0.000E+00   1.000E+00
  60  6.39863068   0.710  -0.13196   3.61264   6.56316   0.14960   0.00000   0.000E+00   0.000E+00   1.000E+00
  61  6.41311133   0.710  -0.14460   3.61221   6.56853   0.16576   0.00000   0.000E+00   0.000E+00   1.000E+00
  62  6.42712469   0.710  -0.15687   3.61179   6.57374   0.18142   0.00000   0.000E+00   0.000E+00   1.000E+00
  63  6.44069997   0.710  -0.16871   3.61138   6.57876   0.19651   0.00000   0.000E+00   0.000E+00   1.000E+00
  64  6.45386375   0.710  -0.17996   3.61099   6.58353   0.21086   0.00000   0.000E+00   0.000E+00   1.000E+00
  65  6.46664024   0.710  -0.19099   3.61061   6.58822   0.22493   0.00000   0.000E+00   0.000E+00   1.000E+00
  66  6.47905157   0.710  -0.20145   3.61024   6.59265   0.23826   0.00000   0.000E+00   0.000E+00   1.000E+00
  67  6.49111804   0.710  -0.21171   3.60988   6.59700   0.25133   0.00000   0.000E+00   0.000E+00   1.000E+00
  68  6.50285830   0.710  -0.22155   3.60954   6.60116   0.26386   0.00000   0.000E+00   0.000E+00   1.000E+00
  69  6.51428952   0.710  -0.23115   3.60920   6.60519   0.27611   0.00000   0.000E+00   0.000E+00   1.000E+00
  70  6.52542755   0.710  -0.24039   3.60887   6.60903   0.28798   0.00000   0.000E+00   0.000E+00   1.000E+00
  71  6.53628707   0.710  -0.24944   3.60856   6.61274   0.29962   0.00000   0.000E+00   0.000E+00   1.000E+00
  72  6.54688165   0.710  -0.25814   3.60825   6.61626   0.31089   0.00000   0.000E+00   0.000E+00   1.000E+00
  73  6.55722393   0.710  -0.26673   3.60795   6.61971   0.32204   0.00000   0.000E+00   0.000E+00   1.000E+00
  74  6.56732563   0.710  -0.27490   3.60766   6.62294   0.33275   0.00000   0.000E+00   0.000E+00   1.000E+00
  75  6.57719769   0.710  -0.28306   3.60738   6.62616   0.34345   0.00000   0.000E+00   0.000E+00   1.000E+00
  76  6.58685033   0.710  -0.29078   3.60710   6.62915   0.35368   0.00000   0.000E+00   0.000E+00   1.000E+00
  77  6.59629309   0.710  -0.29846   3.60683   6.63210   0.36386   0.00000   0.000E+00   0.000E+00   1.000E+00
  78  6.60553489   0.710  -0.30593   3.60656   6.63495   0.37380   0.00000   0.000E+00   0.000E+00   1.000E+00
  79  6.61458413   0.710  -0.31314   3.60631   6.63767   0.38347   0.00000   0.000E+00   0.000E+00   1.000E+00
  80  6.62344864   0.710  -0.32035   3.60606   6.64039   0.39315   0.00000   0.000E+00   0.000E+00   1.000E+00
  81  6.63213584   0.710  -0.32717   3.60582   6.64292   0.40242   0.00000   0.000E+00   0.000E+00   1.000E+00
  82  6.64065267   0.710  -0.33393   3.60558   6.64542   0.41162   0.00000   0.000E+00   0.000E+00   1.000E+00
  83  6.64900568   0.710  -0.34065   3.60534   6.64790   0.42078   0.00000   0.000E+00   0.000E+00   1.000E+00
  84  6.65720106   0.710  -0.34699   3.60512   6.65021   0.42954   0.00000   0.000E+00   0.000E+00   1.000E+00
  85  6.66524465   0.710  -0.35333   3.60490   6.65251   0.43829   0.00000   0.000E+00   0.000E+00   1.000E+00
  86  6.67314197   0.710  -0.35961   3.60467   6.65479   0.44700   0.00000   0.000E+00   0.000E+00   1.000E+00
  87  6.68089825   0.710  -0.36555   3.60447   6.65691   0.45533   0.00000   0.000E+00   0.000E+00   1.000E+00
  88  6.68851843   0.710  -0.37148   3.60426   6.65904   0.46367   0.00000   0.000E+00   0.000E+00   1.000E+00
  89  6.69600720   0.710  -0.37741   3.60406   6.66116   0.47200   0.00000   0.000E+00   0.000E+00   1.000E+00
  90  6.70336903   0.710  -0.38297   3.60387   6.66312   0.47995   0.00000   0.000E+00   0.000E+00   1.000E+00
