! MOLECULE
NS
! MOLECULAR WEIGHT
46
! NUMBER OF ENERGY LEVELS
514
! LEVEL + ENERGY(cm^-1) + WEIGHT + QUANTUM NUMBERS 
261  519.1101000    52.0    25_1_26_26
262  519.1118000    54.0    25_1_26_27
263  530.6908000    38.0   20_-1_20_19
264  530.6908000    40.0   20_-1_20_20
265  530.6909000    42.0   20_-1_20_21
266  530.6921000    38.0    20_1_20_19
267  530.6921000    40.0    20_1_20_20
268  530.6922000    42.0    20_1_20_21
269  559.4620000    56.0    26_1_27_28
270  559.4633000    54.0    26_1_27_27
271  559.4646000    52.0    26_1_27_26
272  559.8142000    52.0   26_-1_27_26
273  559.8158000    54.0   26_-1_27_27
274  559.8174000    56.0   26_-1_27_28
275  562.4272000    42.0    21_1_21_21
276  562.4272000    44.0    21_1_21_22
277  562.4272000    40.0    21_1_21_20
278  562.4286000    42.0   21_-1_21_21
279  562.4286000    40.0   21_-1_21_20
280  562.4287000    44.0   21_-1_21_22
281  595.7069000    44.0   22_-1_22_22
282  595.7069000    46.0   22_-1_22_23
283  595.7069000    42.0   22_-1_22_21
284  595.7085000    42.0    22_1_22_21
285  595.7085000    44.0    22_1_22_22
286  595.7086000    46.0    22_1_22_23
287  601.6836000    58.0   27_-1_28_29
288  601.6849000    56.0   27_-1_28_28
289  601.6862000    54.0   27_-1_28_27
290  602.0485000    54.0    27_1_28_27
291  602.0501000    56.0    27_1_28_28
292  602.0517000    58.0    27_1_28_29
293  630.5293000    46.0    23_1_23_23
294  630.5293000    44.0    23_1_23_22
295  630.5294000    48.0    23_1_23_24
296  630.5312000    44.0   23_-1_23_22
297  630.5312000    46.0   23_-1_23_23
298  630.5313000    48.0   23_-1_23_24
299  645.4331000    60.0    28_1_29_30
300  645.4344000    58.0    28_1_29_29
301  645.4357000    56.0    28_1_29_28
302  645.8106000    56.0   28_-1_29_28
303  645.8122000    58.0   28_-1_29_29
304  645.8138000    60.0   28_-1_29_30
305  666.8937000    48.0   24_-1_24_24
306  666.8937000    46.0   24_-1_24_23
307  666.8938000    50.0   24_-1_24_25
308  666.8959000    46.0    24_1_24_23
309  666.8959000    48.0    24_1_24_24
310  666.8959000    50.0    24_1_24_25
311  690.7097000    62.0   29_-1_30_31
312  690.7110000    60.0   29_-1_30_30
313  690.7123000    58.0   29_-1_30_29
314  691.0997000    58.0    29_1_30_29
315  691.1013000    60.0    29_1_30_30
316  691.1029000    62.0    29_1_30_31
317  704.7994000    50.0    25_1_25_25
318  704.7994000    52.0    25_1_25_26
319  704.7995000    48.0    25_1_25_24
320  704.8018000    50.0   25_-1_25_25
321  704.8019000    48.0   25_-1_25_24
322  704.8019000    52.0   25_-1_25_26
323  737.5125000    64.0    30_1_31_32
324  737.5137000    62.0    30_1_31_31
325  737.5150000    60.0    30_1_31_30
326  737.9150000    60.0   30_-1_31_30
327  737.9165000    62.0   30_-1_31_31
328  737.9182000    64.0   30_-1_31_32
329  744.2456000    54.0   26_-1_26_27
330  744.2456000    52.0   26_-1_26_26
331  744.2457000    50.0   26_-1_26_25
332  744.2483000    52.0    26_1_26_26
333  744.2484000    54.0    26_1_26_27
334  744.2484000    50.0    26_1_26_25
335  785.2315000    54.0    27_1_27_27
336  785.2315000    56.0    27_1_27_28
337  785.2316000    52.0    27_1_27_26
338  785.2345000    54.0   27_-1_27_27
339  785.2346000    52.0   27_-1_27_26
340  785.2346000    56.0   27_-1_27_28
341  785.8405000    66.0   31_-1_32_33
342  785.8417000    64.0   31_-1_32_32
343  785.8430000    62.0   31_-1_32_31
344  786.2555000    62.0    31_1_32_31
345  786.2570000    64.0    31_1_32_32
346  786.2587000    66.0    31_1_32_33
347  827.7563000    58.0   28_-1_28_29
348  827.7563000    56.0   28_-1_28_28
349  827.7563000    54.0   28_-1_28_27
350  827.7596000    56.0    28_1_28_28
351  827.7597000    54.0    28_1_28_27
352  827.7597000    58.0    28_1_28_29
353  835.6929000    68.0    32_1_33_34
354  835.6942000    66.0    32_1_33_33
355  835.6955000    64.0    32_1_33_32
356  836.1203000    64.0   32_-1_33_32
357  836.1219000    66.0   32_-1_33_33
358  836.1235000    68.0   32_-1_33_34
359  871.8190000    60.0    29_1_29_30
360  871.8190000    58.0    29_1_29_29
361  871.8191000    56.0    29_1_29_28
362  871.8228000    56.0   29_-1_29_28
363  871.8228000    58.0   29_-1_29_29
364  871.8228000    60.0   29_-1_29_30
365  887.0688000    70.0   33_-1_34_35
366  887.0700000    68.0   33_-1_34_34
367  887.0713000    66.0   33_-1_34_33
368  887.5085000    66.0    33_1_34_33
369  887.5101000    68.0    33_1_34_34
370  887.5118000    70.0    33_1_34_35
371  917.4189000    60.0   30_-1_30_30
372  917.4189000    62.0   30_-1_30_31
373  917.4190000    58.0   30_-1_30_29
374  917.4230000    60.0    30_1_30_30
375  917.4231000    58.0    30_1_30_29
376  917.4231000    62.0    30_1_30_31
377  939.9671000    72.0    34_1_35_36
378  939.9684000    70.0    34_1_35_35
379  939.9697000    68.0    34_1_35_34
380  940.4192000    68.0   34_-1_35_34
