 # M = 0.60 Mo, Y = 0.2700, Z = 2.00000E-02, alpha = 1.68, X_D = 4.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  4.94510706   0.710   0.59390   3.60233   6.06750  -1.09350   0.00000   9.420E-01   0.000E+00   5.800E-02
   2  5.12258489   0.710   0.58543   3.60238   6.07168  -1.08095   0.00000   9.331E-01   0.000E+00   6.731E-02
   3  5.24821525   0.710   0.57762   3.60242   6.07552  -1.06941   0.00000   9.358E-01   0.000E+00   6.449E-02
   4  5.34553971   0.710   0.57053   3.60246   6.07902  -1.05893   0.00000   9.391E-01   0.000E+00   6.110E-02
   5  5.42499703   0.710   0.56396   3.60250   6.08225  -1.04922   0.00000   9.428E-01   0.000E+00   5.730E-02
   6  5.49214092   0.710   0.55776   3.60253   6.08529  -1.04009   0.00000   9.458E-01   0.000E+00   5.421E-02
   7  5.55028062   0.710   0.55214   3.60254   6.08803  -1.03183   0.00000   9.478E-01   0.000E+00   5.220E-02
   8  5.60154804   0.710   0.54652   3.60256   6.09077  -1.02358   0.00000   9.497E-01   0.000E+00   5.020E-02
   9  5.64739742   0.710   0.54100   3.60258   6.09347  -1.01547   0.00000   9.510E-01   0.000E+00   4.893E-02
  10  5.68886527   0.710   0.53565   3.60260   6.09609  -1.00761   0.00000   9.510E-01   0.000E+00   4.901E-02
  11  5.72671646   0.710   0.53030   3.60262   6.09871  -0.99975   0.00000   9.510E-01   0.000E+00   4.910E-02
  12  5.76153155   0.710   0.52495   3.60264   6.10132  -0.99189   0.00000   9.510E-01   0.000E+00   4.918E-02
  13  5.79376165   0.710   0.51940   3.60264   6.10402  -0.98380   0.00000   9.499E-01   0.000E+00   5.028E-02
  14  5.82376423   0.710   0.51381   3.60265   6.10673  -0.97565   0.00000   9.486E-01   0.000E+00   5.165E-02
  15  5.85182738   0.710   0.50821   3.60265   6.10944  -0.96750   0.00000   9.473E-01   0.000E+00   5.301E-02
  16  5.87818670   0.710   0.50258   3.60266   6.11218  -0.95929   0.00000   9.458E-01   0.000E+00   5.447E-02
  17  5.90303729   0.710   0.49630   3.60266   6.11521  -0.95017   0.00000   9.428E-01   0.000E+00   5.749E-02
  18  5.92654254   0.710   0.49003   3.60267   6.11824  -0.94106   0.00000   9.397E-01   0.000E+00   6.051E-02
  19  5.94884068   0.710   0.48376   3.60267   6.12128  -0.93194   0.00000   9.366E-01   0.000E+00   6.353E-02
  20  5.97004964   0.710   0.47693   3.60266   6.12457  -0.92204   0.00000   9.323E-01   0.000E+00   6.776E-02
  21  5.99027091   0.710   0.46948   3.60265   6.12815  -0.91130   0.00000   9.266E-01   0.000E+00   7.327E-02
  22  6.00959239   0.710   0.46203   3.60264   6.13173  -0.90056   0.00000   9.210E-01   0.000E+00   7.879E-02
  23  6.02809076   0.710   0.45408   3.60262   6.13554  -0.88910   0.00000   9.141E-01   0.000E+00   8.567E-02
  24  6.04583330   0.710   0.44489   3.60260   6.13993  -0.87590   0.00000   9.040E-01   0.000E+00   9.583E-02
  25  6.06287934   0.710   0.43571   3.60257   6.14432  -0.86270   0.00000   8.940E-01   0.000E+00   1.060E-01
  26  6.07928152   0.710   0.42507   3.60253   6.14939  -0.84747   0.00000   8.789E-01   0.000E+00   1.211E-01
  27  6.09508672   0.710   0.41348   3.60248   6.15490  -0.83092   0.00000   8.605E-01   0.000E+00   1.395E-01
  28  6.11033685   0.710   0.40053   3.60240   6.16102  -0.81252   0.00000   8.361E-01   0.000E+00   1.639E-01
