 # M = 0.25 Mo, Y = 0.2700, Z = 2.00000E-02, alpha = 1.68, X_D = 4.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  5.23072206   0.710  -0.33682   3.51377   5.98341  -0.60458   0.00000   1.028E+00   0.000E+00  -2.840E-02
   2  5.55613176   0.710  -0.34593   3.51377   5.98772  -0.59163   0.00000   9.458E-01   0.000E+00   5.441E-02
   3  5.74005466   0.710  -0.35645   3.51376   5.99270  -0.57667   0.00000   9.430E-01   0.000E+00   5.684E-02
   4  5.86885688   0.710  -0.36546   3.51377   5.99697  -0.56383   0.00000   9.474E-01   0.000E+00   5.235E-02
   5  5.96806860   0.710  -0.37359   3.51377   6.00083  -0.55222   0.00000   9.516E-01   0.000E+00   4.813E-02
   6  6.04877756   0.710  -0.38080   3.51377   6.00425  -0.54191   0.00000   9.552E-01   0.000E+00   4.465E-02
   7  6.11681230   0.710  -0.38784   3.51377   6.00760  -0.53185   0.00000   9.582E-01   0.000E+00   4.181E-02
   8  6.17561842   0.710  -0.39434   3.51377   6.01068  -0.52256   0.00000   9.589E-01   0.000E+00   4.102E-02
   9  6.22740314   0.710  -0.40084   3.51377   6.01376  -0.51327   0.00000   9.596E-01   0.000E+00   4.023E-02
  10  6.27366572   0.710  -0.40731   3.51377   6.01684  -0.50401   0.00000   9.597E-01   0.000E+00   4.012E-02
  11  6.31547123   0.710  -0.41374   3.51378   6.01990  -0.49479   0.00000   9.590E-01   0.000E+00   4.080E-02
  12  6.35360351   0.710  -0.42017   3.51379   6.02296  -0.48557   0.00000   9.584E-01   0.000E+00   4.148E-02
  13  6.38865624   0.710  -0.42678   3.51379   6.02611  -0.47610   0.00000   9.573E-01   0.000E+00   4.264E-02
  14  6.42108988   0.710  -0.43368   3.51379   6.02939  -0.46622   0.00000   9.553E-01   0.000E+00   4.457E-02
  15  6.45126875   0.710  -0.44057   3.51380   6.03267  -0.45635   0.00000   9.534E-01   0.000E+00   4.650E-02
  16  6.47948607   0.710  -0.44774   3.51380   6.03609  -0.44607   0.00000   9.510E-01   0.000E+00   4.893E-02
  17  6.50598136   0.710  -0.45561   3.51380   6.03985  -0.43477   0.00000   9.472E-01   0.000E+00   5.265E-02
  18  6.53095275   0.710  -0.46348   3.51381   6.04360  -0.42347   0.00000   9.434E-01   0.000E+00   5.637E-02
  19  6.55456605   0.710  -0.47194   3.51381   6.04764  -0.41131   0.00000   9.385E-01   0.000E+00   6.126E-02
  20  6.57696140   0.710  -0.48136   3.51382   6.05214  -0.39774   0.00000   9.318E-01   0.000E+00   6.807E-02
  21  6.59825829   0.710  -0.49078   3.51383   6.05664  -0.38417   0.00000   9.251E-01   0.000E+00   7.488E-02
  22  6.61855947   0.710  -0.50209   3.51384   6.06205  -0.36787   0.00000   9.138E-01   0.000E+00   8.623E-02
  23  6.63795389   0.710  -0.51377   3.51386   6.06763  -0.35104   0.00000   9.015E-01   0.000E+00   9.848E-02
  24  6.65651911   0.710  -0.52765   3.51387   6.07428  -0.33102   0.00000   8.818E-01   0.000E+00   1.182E-01
  25  6.67432313   0.710  -0.54242   3.51388   6.08135  -0.30971   0.00000   8.590E-01   0.000E+00   1.410E-01
  26  6.69142592   0.710  -0.56116   3.51390   6.09035  -0.28259   0.00000   8.191E-01   0.000E+00   1.809E-01
  27  6.70788064   0.710  -0.58299   3.51393   6.10082  -0.25100   0.00000   7.614E-01   0.000E+00   2.386E-01
  28  6.72373460   0.710  -0.60951   3.51396   6.11356  -0.21259   0.00000   6.717E-01   0.000E+00   3.283E-01
  29  6.73903014   0.710  -0.64208   3.51400   6.12922  -0.16538   0.00000   5.364E-01   0.000E+00   4.636E-01
  30  6.75380526   0.710  -0.68184   3.51405   6.14836  -0.10761   0.00000   3.527E-01   0.000E+00   6.473E-01
  31  6.76809421   0.710  -0.72575   3.51410   6.16956  -0.04364   0.00000   1.754E-01   0.000E+00   8.227E-01
  32  6.78192797   0.710  -0.76636   3.51417   6.18922   0.01576   0.00000   1.523E-01   0.000E+00   8.477E-01
  33  6.79533465   0.710  -0.80319   3.51425   6.20710   0.06978   0.00000   1.204E-01   0.000E+00   8.796E-01
  34  6.80833982   0.710  -0.83688   3.51434   6.22347   0.11928   0.00000   8.779E-02   0.000E+00   9.122E-01
  35  6.82096684   0.710  -0.86791   3.51445   6.23858   0.16502   0.00000   6.012E-02   0.000E+00   9.399E-01
  36  6.83323709   0.710  -0.89664   3.51456   6.25263   0.20755   0.00000   3.873E-02   0.000E+00   9.613E-01
  37  6.84517016   0.710  -0.92293   3.51467   6.26560   0.24673   0.00000   2.498E-02   0.000E+00   9.750E-01
  38  6.85678410   0.710  -0.94732   3.51479   6.27757   0.28303   0.00000   1.523E-02   0.000E+00   9.848E-01
  39  6.86809553   0.710  -0.96997   3.51490   6.28870   0.31677   0.00000   9.668E-03   0.000E+00   9.903E-01
  40  6.87911982   0.710  -0.99101   3.51502   6.29906   0.34819   0.00000   5.183E-03   0.000E+00   9.948E-01
  41  6.88987116   0.710  -1.01062   3.51514   6.30872   0.37753   0.00000   3.000E-03   0.000E+00   9.970E-01
  42  6.89979386   0.710  -1.02793   3.51525   6.31727   0.40348   0.00000   2.076E-03   0.000E+00   9.979E-01
  43  6.90949491   0.710  -1.04424   3.51536   6.32531   0.42796   0.00000   1.205E-03   0.000E+00   9.988E-01
  44  6.91898399   0.710  -1.05965   3.51546   6.33294   0.45116   0.00000   1.000E-03   0.000E+00   9.990E-01
  45  6.92827016   0.710  -1.07430   3.51557   6.34020   0.47323   0.00000   5.989E-04   0.000E+00   9.994E-01
  46  6.93736192   0.710  -1.08831   3.51567   6.34715   0.49436   0.00000   0.000E+00   0.000E+00   1.000E+00
  47  6.94626724   0.710  -1.10159   3.51578   6.35374   0.51442   0.00000   0.000E+00   0.000E+00   1.000E+00
  48  6.95499362   0.710  -1.11419   3.51588   6.36000   0.53348   0.00000   0.000E+00   0.000E+00   1.000E+00
  49  6.96354811   0.710  -1.12638   3.51598   6.36606   0.55195   0.00000   0.000E+00   0.000E+00   1.000E+00
  50  6.97193735   0.710  -1.13801   3.51608   6.37185   0.56958   0.00000   0.000E+00   0.000E+00   1.000E+00
  51  6.98016760   0.710  -1.14912   3.51617   6.37739   0.58646   0.00000   0.000E+00   0.000E+00   1.000E+00
  52  6.98824478   0.710  -1.15999   3.51627   6.38282   0.60299   0.00000   0.000E+00   0.000E+00   1.000E+00
  53  6.99617447   0.710  -1.17019   3.51636   6.38791   0.61851   0.00000   0.000E+00   0.000E+00   1.000E+00
  54  7.00396197   0.710  -1.18029   3.51646   6.39294   0.63388   0.00000   0.000E+00   0.000E+00   1.000E+00
  55  7.01161228   0.710  -1.18980   3.51655   6.39770   0.64839   0.00000   0.000E+00   0.000E+00   1.000E+00
