 # M = 2.00 Mo, Y = 0.2700, Z = 2.00000E-02, alpha = 1.68, X_D = 4.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  5.03291576   0.710   1.57962   3.65632   6.19518  -1.73683   0.00000   9.270E-01   0.000E+00   7.340E-02
   2  5.07351458   0.710   1.57575   3.65656   6.19755  -1.72973   0.00000   9.272E-01   0.000E+00   7.301E-02
   3  5.11064048   0.710   1.57188   3.65680   6.19992  -1.72262   0.00000   9.275E-01   0.000E+00   7.261E-02
   4  5.14484108   0.710   1.56802   3.65704   6.20228  -1.71552   0.00000   9.277E-01   0.000E+00   7.222E-02
   5  5.17654390   0.710   1.56415   3.65729   6.20465  -1.70841   0.00000   9.280E-01   0.000E+00   7.182E-02
   6  5.20608907   0.710   1.56017   3.65753   6.20708  -1.70114   0.00000   9.267E-01   0.000E+00   7.308E-02
   7  5.23375167   0.710   1.55618   3.65777   6.20950  -1.69385   0.00000   9.253E-01   0.000E+00   7.444E-02
   8  5.25975730   0.710   1.55219   3.65801   6.21193  -1.68657   0.00000   9.239E-01   0.000E+00   7.580E-02
   9  5.28429329   0.710   1.54821   3.65825   6.21436  -1.67928   0.00000   9.225E-01   0.000E+00   7.717E-02
  10  5.30751691   0.710   1.54394   3.65850   6.21694  -1.67153   0.00000   9.201E-01   0.000E+00   7.965E-02
  11  5.32956145   0.710   1.53950   3.65875   6.21962  -1.66349   0.00000   9.170E-01   0.000E+00   8.286E-02
  12  5.35054086   0.710   1.53506   3.65901   6.22231  -1.65544   0.00000   9.139E-01   0.000E+00   8.607E-02
  13  5.37055335   0.710   1.53062   3.65927   6.22499  -1.64740   0.00000   9.108E-01   0.000E+00   8.928E-02
  14  5.38968414   0.710   1.52588   3.65954   6.22785  -1.63882   0.00000   9.067E-01   0.000E+00   9.362E-02
  15  5.40800765   0.710   1.52070   3.65984   6.23097  -1.62945   0.00000   9.009E-01   0.000E+00   9.963E-02
  16  5.42558926   0.710   1.51552   3.66014   6.23410  -1.62007   0.00000   8.951E-01   0.000E+00   1.056E-01
  17  5.44248672   0.710   1.51034   3.66043   6.23722  -1.61070   0.00000   8.893E-01   0.000E+00   1.116E-01
  18  5.45875128   0.710   1.50449   3.66076   6.24074  -1.60014   0.00000   8.806E-01   0.000E+00   1.202E-01
  19  5.47442865   0.710   1.49821   3.66111   6.24452  -1.58882   0.00000   8.702E-01   0.000E+00   1.303E-01
  20  5.48955975   0.710   1.49192   3.66146   6.24830  -1.57750   0.00000   8.597E-01   0.000E+00   1.405E-01
  21  5.50418138   0.710   1.48511   3.66184   6.25239  -1.56524   0.00000   8.466E-01   0.000E+00   1.534E-01
  22  5.51832672   0.710   1.47739   3.66227   6.25703  -1.55131   0.00000   8.287E-01   0.000E+00   1.713E-01
  23  5.53202583   0.710   1.46966   3.66270   6.26168  -1.53739   0.00000   8.109E-01   0.000E+00   1.891E-01
  24  5.54530601   0.710   1.46074   3.66319   6.26704  -1.52133   0.00000   7.853E-01   0.000E+00   2.147E-01
  25  5.55819212   0.710   1.45123   3.66371   6.27274  -1.50422   0.00000   7.560E-01   0.000E+00   2.440E-01
  26  5.57070687   0.710   1.44073   3.66428   6.27903  -1.48538   0.00000   7.193E-01   0.000E+00   2.807E-01
  27  5.58287107   0.710   1.42917   3.66490   6.28592  -1.46470   0.00000   6.749E-01   0.000E+00   3.251E-01
  28  5.59470383   0.710   1.41617   3.66560   6.29368  -1.44144   0.00000   6.176E-01   0.000E+00   3.824E-01
  29  5.60622272   0.710   1.40211   3.66634   6.30207  -1.41630   0.00000   5.514E-01   0.000E+00   4.486E-01
  30  5.61744397   0.710   1.38653   3.66715   6.31133  -1.38855   0.00000   4.732E-01   0.000E+00   5.268E-01
  31  5.62838258   0.710   1.36937   3.66801   6.32150  -1.35807   0.00000   3.845E-01   0.000E+00   6.155E-01
  32  5.63905243   0.710   1.35107   3.66890   6.33228  -1.32580   0.00000   2.950E-01   0.000E+00   7.050E-01
  33  5.64946641   0.710   1.33202   3.66980   6.34344  -1.29233   0.00000   2.116E-01   0.000E+00   7.884E-01
  34  5.65963651   0.710   1.31264   3.67069   6.35480  -1.25838   0.00000   1.421E-01   0.000E+00   8.579E-01
  35  5.66957390   0.710   1.29345   3.67155   6.36603  -1.22482   0.00000   9.081E-02   0.000E+00   9.092E-01
  36  5.67928897   0.710   1.27477   3.67236   6.37685  -1.19239   0.00000   5.514E-02   0.000E+00   9.449E-01
  37  5.68879147   0.710   1.25685   3.67314   6.38724  -1.16130   0.00000   3.222E-02   0.000E+00   9.678E-01
  38  5.69809050   0.710   1.23969   3.67386   6.39710  -1.13174   0.00000   1.843E-02   0.000E+00   9.816E-01
  39  5.70719458   0.710   1.22343   3.67454   6.40647  -1.10366   0.00000   9.917E-03   0.000E+00   9.901E-01
  40  5.71611173   0.710   1.20789   3.67515   6.41536  -1.07702   0.00000   5.610E-03   0.000E+00   9.944E-01
  41  5.72484946   0.710   1.19316   3.67575   6.42381  -1.05168   0.00000   3.000E-03   0.000E+00   9.970E-01
  42  5.73899698   0.710   1.17034   3.67665   6.43684  -1.01265   0.00000   1.000E-03   0.000E+00   9.990E-01
  43  5.75269814   0.710   1.14913   3.67747   6.44892  -0.97642   0.00000   4.117E-04   0.000E+00   9.996E-01
  44  5.76598024   0.710   1.12936   3.67822   6.46017  -0.94270   0.00000   0.000E+00   0.000E+00   1.000E+00
  45  5.77886815   0.710   1.11091   3.67892   6.47067  -0.91124   0.00000   0.000E+00   0.000E+00   1.000E+00
  46  5.79138461   0.710   1.09354   3.67955   6.48049  -0.88178   0.00000   0.000E+00   0.000E+00   1.000E+00
  47  5.80355042   0.710   1.07727   3.68016   6.48972  -0.85406   0.00000   0.000E+00   0.000E+00   1.000E+00
  48  5.81538470   0.710   1.06187   3.68072   6.49829  -0.82776   0.00000   0.000E+00   0.000E+00   1.000E+00
  49  5.82690504   0.710   1.04727   3.68125   6.50627  -0.80267   0.00000   0.000E+00   0.000E+00   1.000E+00
  50  5.83812766   0.710   1.03336   3.68175   6.51375  -0.77862   0.00000   0.000E+00   0.000E+00   1.000E+00
  51  5.84906757   0.710   1.02006   3.68222   6.52079  -0.75549   0.00000   0.000E+00   0.000E+00   1.000E+00
