 # M = 7.00 Mo, Y = 0.2700, Z = 2.00000E-02, alpha = 1.68, X_D = 4.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  4.25127660   0.710   2.50653   3.67990   6.31108  -2.18281   0.00000   2.780E-01   0.000E+00   7.040E-01
   2  4.34029834   0.710   2.50973   3.68161   6.32445  -2.11190   0.00000   2.819E-01   0.000E+00   7.000E-01
   3  4.41414000   0.710   2.51732   3.68336   6.33882  -2.04589   0.00000   2.779E-01   0.000E+00   7.031E-01
   4  4.47723220   0.710   2.52962   3.68520   6.35404  -1.98309   0.00000   2.670E-01   0.000E+00   7.146E-01
   5  4.53231058   0.710   2.54731   3.68718   6.37008  -1.92244   0.00000   2.507E-01   0.000E+00   7.321E-01
   6  4.58118341   0.710   2.57132   3.68936   6.38700  -1.86315   0.00000   2.274E-01   0.000E+00   7.535E-01
   7  4.62510849   0.710   2.60247   3.69183   6.40482  -1.80455   0.00000   2.025E-01   0.000E+00   7.760E-01
   8  4.66499616   0.710   2.63975   3.69471   6.42353  -1.74611   0.00000   1.807E-01   0.000E+00   7.969E-01
   9  4.70152654   0.710   2.67875   3.69817   6.44308  -1.68749   0.00000   1.661E-01   0.000E+00   8.139E-01
  10  4.73522118   0.710   2.71230   3.70240   6.46329  -1.62861   0.00000   1.552E-01   0.000E+00   8.278E-01
  11  4.76648880   0.710   2.73754   3.70741   6.48380  -1.56971   0.00000   1.463E-01   0.000E+00   8.384E-01
  12  4.79565567   0.710   2.75549   3.71293   6.50425  -1.51123   0.00000   1.373E-01   0.000E+00   8.497E-01
  13  4.82298638   0.710   2.76751   3.71878   6.52436  -1.45340   0.00000   1.283E-01   0.000E+00   8.617E-01
  14  4.84869849   0.710   2.77435   3.72519   6.54393  -1.39630   0.00000   1.192E-01   0.000E+00   8.738E-01
  15  4.87297304   0.710   2.77680   3.73347   6.56324  -1.33890   0.00000   1.115E-01   0.000E+00   8.859E-01
  16  4.89596232   0.710   2.77606   3.74309   6.58230  -1.28092   0.00000   1.087E-01   0.000E+00   8.962E-01
  17  4.91779559   0.710   2.77346   3.75300   6.60051  -1.22421   0.00000   1.098E-01   0.000E+00   9.052E-01
  18  4.93858358   0.710   2.76995   3.76261   6.61794  -1.16871   0.00000   1.150E-01   0.000E+00   9.148E-01
  19  4.95842182   0.710   2.76642   3.77221   6.63467  -1.11434   0.00000   1.287E-01   0.000E+00   9.238E-01
  20  4.97739332   0.710   2.76365   3.78162   6.65082  -1.06090   0.00000   1.518E-01   0.000E+00   9.324E-01
  21  4.99557064   0.710   2.76230   3.79083   6.66651  -1.00825   0.00000   1.886E-01   0.000E+00   9.405E-01
  22  5.01301762   0.710   2.76283   3.79995   6.68183  -0.95624   0.00000   2.426E-01   0.000E+00   9.471E-01
  23  5.02979069   0.710   2.76548   3.80909   6.69691  -0.90468   0.00000   3.196E-01   0.000E+00   9.532E-01
  24  5.04593997   0.710   2.77032   3.81835   6.71184  -0.85340   0.00000   4.262E-01   0.000E+00   9.590E-01
  25  5.06151021   0.710   2.77763   3.82779   6.72670  -0.80232   0.00000   5.753E-01   0.000E+00   9.638E-01
  26  5.07654149   0.710   2.78699   3.83738   6.74154  -0.75141   0.00000   7.748E-01   0.000E+00   9.684E-01
  27  5.09106989   0.710   2.79847   3.84719   6.75638  -0.70063   0.00000   1.043E+00   0.000E+00   9.716E-01
  28  5.10512796   0.710   2.81195   3.85722   6.77132  -0.64985   0.00000   1.403E+00   0.000E+00   9.757E-01
  29  5.11874520   0.710   2.82724   3.86751   6.78639  -0.59897   0.00000   1.876E+00   0.000E+00   9.780E-01
  30  5.13194843   0.710   2.84444   3.87810   6.80165  -0.54784   0.00000   2.520E+00   0.000E+00   9.811E-01
