 # M = 3.20 Mo, Y = 0.2700, Z = 2.00000E-02, alpha = 1.68, X_D = 4.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  4.89091928   0.710   1.93490   3.66482   6.23376  -2.01557   0.00000   9.180E-01   0.000E+00   8.220E-02
   2  4.92705053   0.710   1.93154   3.66512   6.23602  -2.00881   0.00000   9.180E-01   0.000E+00   8.227E-02
   3  4.96040534   0.710   1.92817   3.66542   6.23827  -2.00205   0.00000   9.180E-01   0.000E+00   8.234E-02
   4  4.99138013   0.710   1.92481   3.66572   6.24053  -1.99529   0.00000   9.180E-01   0.000E+00   8.241E-02
   5  5.02029205   0.710   1.92145   3.66603   6.24278  -1.98854   0.00000   9.180E-01   0.000E+00   8.247E-02
   6  5.04739878   0.710   1.91797   3.66633   6.24510  -1.98158   0.00000   9.168E-01   0.000E+00   8.364E-02
   7  5.07291258   0.710   1.91442   3.66664   6.24746  -1.97451   0.00000   9.148E-01   0.000E+00   8.549E-02
   8  5.09701030   0.710   1.91087   3.66695   6.24982  -1.96743   0.00000   9.128E-01   0.000E+00   8.733E-02
   9  5.11984091   0.710   1.90732   3.66726   6.25218  -1.96036   0.00000   9.108E-01   0.000E+00   8.918E-02
  10  5.14153103   0.710   1.90374   3.66757   6.25456  -1.95323   0.00000   9.087E-01   0.000E+00   9.116E-02
  11  5.16218921   0.710   1.89974   3.66791   6.25721  -1.94531   0.00000   9.048E-01   0.000E+00   9.510E-02
  12  5.18190920   0.710   1.89575   3.66826   6.25985  -1.93740   0.00000   9.009E-01   0.000E+00   9.905E-02
  13  5.20077252   0.710   1.89175   3.66860   6.26249  -1.92948   0.00000   8.970E-01   0.000E+00   1.030E-01
  14  5.21885052   0.710   1.88775   3.66894   6.26513  -1.92156   0.00000   8.931E-01   0.000E+00   1.069E-01
  15  5.23620597   0.710   1.88321   3.66931   6.26811  -1.91265   0.00000   8.869E-01   0.000E+00   1.131E-01
  16  5.25289443   0.710   1.87847   3.66969   6.27120  -1.90337   0.00000   8.799E-01   0.000E+00   1.201E-01
  17  5.26896527   0.710   1.87373   3.67008   6.27430  -1.89408   0.00000   8.729E-01   0.000E+00   1.271E-01
  18  5.28446257   0.710   1.86899   3.67046   6.27740  -1.88480   0.00000   8.659E-01   0.000E+00   1.341E-01
  19  5.29942588   0.710   1.86332   3.67089   6.28106  -1.87385   0.00000   8.547E-01   0.000E+00   1.453E-01
  20  5.31389075   0.710   1.85750   3.67133   6.28480  -1.86265   0.00000   8.428E-01   0.000E+00   1.572E-01
  21  5.32788934   0.710   1.85169   3.67177   6.28854  -1.85145   0.00000   8.310E-01   0.000E+00   1.690E-01
  22  5.34145077   0.710   1.84507   3.67224   6.29275  -1.83885   0.00000   8.145E-01   0.000E+00   1.855E-01
  23  5.35460152   0.710   1.83786   3.67274   6.29730  -1.82523   0.00000   7.947E-01   0.000E+00   2.053E-01
  24  5.36736573   0.710   1.83065   3.67324   6.30184  -1.81162   0.00000   7.748E-01   0.000E+00   2.252E-01
  25  5.37976547   0.710   1.82207   3.67381   6.30720  -1.79555   0.00000   7.456E-01   0.000E+00   2.544E-01
  26  5.39182099   0.710   1.81326   3.67440   6.31271  -1.77906   0.00000   7.147E-01   0.000E+00   2.853E-01
  27  5.40355089   0.710   1.80337   3.67504   6.31885  -1.76067   0.00000   6.749E-01   0.000E+00   3.251E-01
