 # M = 4.00 Mo, Y = 0.2700, Z = 2.00000E-02, alpha = 1.68, X_D = 4.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  4.85275084   0.710   2.09717   3.66895   6.25458  -2.13630   0.00000   9.110E-01   0.000E+00   8.920E-02
   2  4.88099120   0.710   2.09425   3.66923   6.25656  -2.13035   0.00000   9.104E-01   0.000E+00   8.981E-02
   3  4.90750679   0.710   2.09134   3.66950   6.25855  -2.12440   0.00000   9.098E-01   0.000E+00   9.041E-02
   4  4.93249621   0.710   2.08842   3.66978   6.26053  -2.11845   0.00000   9.092E-01   0.000E+00   9.102E-02
   5  4.95612564   0.710   2.08550   3.67005   6.26251  -2.11251   0.00000   9.087E-01   0.000E+00   9.162E-02
   6  4.97853549   0.710   2.08259   3.67033   6.26450  -2.10656   0.00000   9.081E-01   0.000E+00   9.223E-02
   7  4.99984550   0.710   2.07944   3.67060   6.26660  -2.10025   0.00000   9.060E-01   0.000E+00   9.428E-02
   8  5.02015860   0.710   2.07626   3.67088   6.26872  -2.09390   0.00000   9.036E-01   0.000E+00   9.655E-02
   9  5.03956390   0.710   2.07307   3.67116   6.27084  -2.08755   0.00000   9.013E-01   0.000E+00   9.881E-02
  10  5.05813908   0.710   2.06989   3.67144   6.27296  -2.08119   0.00000   8.990E-01   0.000E+00   1.011E-01
  11  5.07595226   0.710   2.06671   3.67172   6.27508  -2.07484   0.00000   8.967E-01   0.000E+00   1.033E-01
  12  5.09306351   0.710   2.06317   3.67200   6.27740  -2.06790   0.00000   8.929E-01   0.000E+00   1.071E-01
  13  5.10952606   0.710   2.05948   3.67229   6.27980  -2.06071   0.00000   8.886E-01   0.000E+00   1.114E-01
  14  5.12538729   0.710   2.05579   3.67258   6.28220  -2.05352   0.00000   8.842E-01   0.000E+00   1.158E-01
  15  5.14068959   0.710   2.05210   3.67287   6.28460  -2.04633   0.00000   8.799E-01   0.000E+00   1.201E-01
  16  5.15547102   0.710   2.04841   3.67316   6.28699  -2.03914   0.00000   8.755E-01   0.000E+00   1.245E-01
  17  5.16976587   0.710   2.04408   3.67348   6.28977  -2.03083   0.00000   8.684E-01   0.000E+00   1.316E-01
