 # M = 0.65 Mo, Y = 0.2700, Z = 2.00000E-02, alpha = 1.68, X_D = 4.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  4.95387681   0.710   0.66812   3.60800   6.07579  -1.13683   0.00000   9.360E-01   0.000E+00   6.380E-02
   2  5.11696927   0.710   0.65978   3.60810   6.08000  -1.12419   0.00000   9.323E-01   0.000E+00   6.799E-02
   3  5.23525973   0.710   0.65230   3.60819   6.08378  -1.11283   0.00000   9.354E-01   0.000E+00   6.486E-02
   4  5.32813138   0.710   0.64527   3.60827   6.08733  -1.10217   0.00000   9.390E-01   0.000E+00   6.119E-02
   5  5.40459937   0.710   0.63907   3.60833   6.09044  -1.09282   0.00000   9.423E-01   0.000E+00   5.764E-02
   6  5.46959768   0.710   0.63287   3.60839   6.09355  -1.08347   0.00000   9.456E-01   0.000E+00   5.408E-02
   7  5.52612251   0.710   0.62737   3.60845   6.09631  -1.07518   0.00000   9.474E-01   0.000E+00   5.243E-02
   8  5.57613051   0.710   0.62196   3.60850   6.09902  -1.06702   0.00000   9.489E-01   0.000E+00   5.100E-02
   9  5.62097021   0.710   0.61655   3.60855   6.10174  -1.05886   0.00000   9.505E-01   0.000E+00   4.957E-02
  10  5.66161052   0.710   0.61123   3.60860   6.10440  -1.05087   0.00000   9.508E-01   0.000E+00   4.932E-02
  11  5.69877111   0.710   0.60597   3.60865   6.10703  -1.04296   0.00000   9.505E-01   0.000E+00   4.964E-02
  12  5.73300115   0.710   0.60071   3.60869   6.10966  -1.03506   0.00000   9.503E-01   0.000E+00   4.997E-02
  13  5.76472925   0.710   0.59545   3.60874   6.11230  -1.02715   0.00000   9.500E-01   0.000E+00   5.029E-02
  14  5.79429638   0.710   0.58987   3.60878   6.11507  -1.01881   0.00000   9.482E-01   0.000E+00   5.194E-02
  15  5.82197823   0.710   0.58429   3.60883   6.11785  -1.01046   0.00000   9.464E-01   0.000E+00   5.362E-02
  16  5.84800087   0.710   0.57871   3.60887   6.12063  -1.00211   0.00000   9.445E-01   0.000E+00   5.530E-02
  17  5.87255200   0.710   0.57300   3.60892   6.12348  -0.99358   0.00000   9.424E-01   0.000E+00   5.728E-02
  18  5.89578919   0.710   0.56664   3.60895   6.12662  -0.98412   0.00000   9.391E-01   0.000E+00   6.069E-02
  19  5.91784594   0.710   0.56029   3.60899   6.12977  -0.97466   0.00000   9.357E-01   0.000E+00   6.409E-02
  20  5.93883643   0.710   0.55393   3.60903   6.13292  -0.96520   0.00000   9.324E-01   0.000E+00   6.750E-02
  21  5.95885899   0.710   0.54685   3.60907   6.13642  -0.95466   0.00000   9.273E-01   0.000E+00   7.262E-02
  22  5.97799898   0.710   0.53926   3.60911   6.14018  -0.94337   0.00000   9.209E-01   0.000E+00   7.894E-02
  23  5.99633093   0.710   0.53167   3.60916   6.14395  -0.93207   0.00000   9.146E-01   0.000E+00   8.526E-02
  24  6.01392032   0.710   0.52326   3.60920   6.14810  -0.91961   0.00000   9.060E-01   0.000E+00   9.385E-02
  25  6.03082495   0.710   0.51381   3.60923   6.15274  -0.90566   0.00000   8.946E-01   0.000E+00   1.053E-01
  26  6.04709616   0.710   0.50436   3.60926   6.15738  -0.89171   0.00000   8.832E-01   0.000E+00   1.168E-01
  27  6.06277971   0.710   0.49283   3.60928   6.16300  -0.87484   0.00000   8.642E-01   0.000E+00   1.358E-01
  28  6.07791657   0.710   0.48080   3.60929   6.16885  -0.85727   0.00000   8.434E-01   0.000E+00   1.566E-01
  29  6.09254357   0.710   0.46656   3.60929   6.17577  -0.83649   0.00000   8.113E-01   0.000E+00   1.887E-01
  30  6.10669395   0.710   0.45123   3.60930   6.18322  -0.81412   0.00000   7.734E-01   0.000E+00   2.266E-01
  31  6.12039778   0.710   0.43221   3.60927   6.19241  -0.78650   0.00000   7.124E-01   0.000E+00   2.876E-01
  32  6.13368239   0.710   0.41028   3.60919   6.20291  -0.75496   0.00000   6.305E-01   0.000E+00   3.695E-01
  33  6.14657267   0.710   0.38470   3.60905   6.21507  -0.71841   0.00000   5.205E-01   0.000E+00   4.795E-01
  34  6.15909136   0.710   0.35515   3.60881   6.22905  -0.67649   0.00000   3.846E-01   0.000E+00   6.154E-01
  35  6.17125928   0.710   0.32218   3.60847   6.24444  -0.63030   0.00000   2.446E-01   0.000E+00   7.554E-01
  36  6.18309555   0.710   0.28792   3.60801   6.26032  -0.58271   0.00000   1.326E-01   0.000E+00   8.674E-01
  37  6.19461778   0.710   0.25421   3.60747   6.27577  -0.53639   0.00000   6.153E-02   0.000E+00   9.385E-01
  38  6.20584220   0.710   0.22249   3.60685   6.29001  -0.49357   0.00000   3.095E-02   0.000E+00   9.690E-01
  39  6.21678381   0.710   0.19298   3.60621   6.30317  -0.45407   0.00000   1.470E-02   0.000E+00   9.853E-01
  40  6.22745653   0.710   0.16566   3.60555   6.31520  -0.41788   0.00000   7.376E-03   0.000E+00   9.926E-01
  41  6.23787323   0.710   0.14021   3.60489   6.32634  -0.38440   0.00000   3.000E-03   0.000E+00   9.970E-01
  42  6.26331892   0.710   0.08313   3.60321   6.35096  -0.31042   0.00000   0.000E+00   0.000E+00   1.000E+00
  43  6.28735588   0.710   0.03473   3.60166   6.37159  -0.24839   0.00000   0.000E+00   0.000E+00   1.000E+00
  44  6.31013195   0.710  -0.00744   3.60024   6.38944  -0.19475   0.00000   0.000E+00   0.000E+00   1.000E+00
  45  6.33177284   0.710  -0.04454   3.59895   6.40507  -0.14774   0.00000   0.000E+00   0.000E+00   1.000E+00
  46  6.35238636   0.710  -0.07763   3.59778   6.41899  -0.10590   0.00000   0.000E+00   0.000E+00   1.000E+00
  47  6.37206564   0.710  -0.10757   3.59672   6.43160  -0.06802   0.00000   0.000E+00   0.000E+00   1.000E+00
  48  6.39089172   0.710  -0.13476   3.59575   6.44301  -0.03368   0.00000   0.000E+00   0.000E+00   1.000E+00
  49  6.40893550   0.710  -0.15985   3.59486   6.45356  -0.00194   0.00000   0.000E+00   0.000E+00   1.000E+00
  50  6.42625942   0.710  -0.18290   3.59405   6.46326   0.02723   0.00000   0.000E+00   0.000E+00   1.000E+00
  51  6.44291872   0.710  -0.20431   3.59329   6.47227   0.05432   0.00000   0.000E+00   0.000E+00   1.000E+00
  52  6.45896251   0.710  -0.22432   3.59258   6.48070   0.07968   0.00000   0.000E+00   0.000E+00   1.000E+00
  53  6.47443467   0.710  -0.24311   3.59192   6.48861   0.10349   0.00000   0.000E+00   0.000E+00   1.000E+00
  54  6.48937453   0.710  -0.26079   3.59129   6.49607   0.12595   0.00000   0.000E+00   0.000E+00   1.000E+00
  55  6.50381749   0.710  -0.27751   3.59071   6.50314   0.14720   0.00000   0.000E+00   0.000E+00   1.000E+00
  56  6.51779556   0.710  -0.29341   3.59016   6.50985   0.16741   0.00000   0.000E+00   0.000E+00   1.000E+00
  57  6.53133773   0.710  -0.30835   3.58964   6.51617   0.18644   0.00000   0.000E+00   0.000E+00   1.000E+00
  58  6.54447037   0.710  -0.32261   3.58915   6.52220   0.20458   0.00000   0.000E+00   0.000E+00   1.000E+00
  59  6.55721751   0.710  -0.33628   3.58868   6.52799   0.22200   0.00000   0.000E+00   0.000E+00   1.000E+00
  60  6.56960115   0.710  -0.34944   3.58823   6.53357   0.23879   0.00000   0.000E+00   0.000E+00   1.000E+00
  61  6.58164145   0.710  -0.36184   3.58780   6.53882   0.25461   0.00000   0.000E+00   0.000E+00   1.000E+00
  62  6.59335693   0.710  -0.37384   3.58740   6.54392   0.26995   0.00000   0.000E+00   0.000E+00   1.000E+00
  63  6.60476466   0.710  -0.38544   3.58701   6.54887   0.28482   0.00000   0.000E+00   0.000E+00   1.000E+00
  64  6.61588039   0.710  -0.39644   3.58664   6.55354   0.29891   0.00000   0.000E+00   0.000E+00   1.000E+00
  65  6.62671870   0.710  -0.40726   3.58628   6.55814   0.31275   0.00000   0.000E+00   0.000E+00   1.000E+00
  66  6.63729310   0.710  -0.41748   3.58595   6.56251   0.32591   0.00000   0.000E+00   0.000E+00   1.000E+00
  67  6.64761614   0.710  -0.42751   3.58562   6.56679   0.33879   0.00000   0.000E+00   0.000E+00   1.000E+00
  68  6.65769949   0.710  -0.43714   3.58530   6.57089   0.35116   0.00000   0.000E+00   0.000E+00   1.000E+00
  69  6.66755403   0.710  -0.44653   3.58499   6.57490   0.36324   0.00000   0.000E+00   0.000E+00   1.000E+00
  70  6.67718992   0.710  -0.45554   3.58470   6.57876   0.37486   0.00000   0.000E+00   0.000E+00   1.000E+00
  71  6.68661664   0.710  -0.46438   3.58442   6.58255   0.38627   0.00000   0.000E+00   0.000E+00   1.000E+00
  72  6.69584308   0.710  -0.47283   3.58415   6.58618   0.39720   0.00000   0.000E+00   0.000E+00   1.000E+00
  73  6.70487759   0.710  -0.48124   3.58389   6.58979   0.40807   0.00000   0.000E+00   0.000E+00   1.000E+00
  74  6.71372797   0.710  -0.48917   3.58364   6.59320   0.41835   0.00000   0.000E+00   0.000E+00   1.000E+00
  75  6.72240159   0.710  -0.49709   3.58340   6.59661   0.42862   0.00000   0.000E+00   0.000E+00   1.000E+00
  76  6.73090537   0.710  -0.50467   3.58316   6.59987   0.43845   0.00000   0.000E+00   0.000E+00   1.000E+00
  77  6.73924583   0.710  -0.51211   3.58293   6.60308   0.44810   0.00000   0.000E+00   0.000E+00   1.000E+00
  78  6.74742914   0.710  -0.51945   3.58271   6.60624   0.45764   0.00000   0.000E+00   0.000E+00   1.000E+00
  79  6.75546109   0.710  -0.52642   3.58250   6.60926   0.46673   0.00000   0.000E+00   0.000E+00   1.000E+00
  80  6.76334719   0.710  -0.53340   3.58228   6.61227   0.47581   0.00000   0.000E+00   0.000E+00   1.000E+00
  81  6.77109264   0.710  -0.54015   3.58208   6.61517   0.48465   0.00000   0.000E+00   0.000E+00   1.000E+00
  82  6.77870237   0.710  -0.54670   3.58189   6.61794   0.49325   0.00000   0.000E+00   0.000E+00   1.000E+00
  83  6.78618106   0.710  -0.55324   3.58169   6.62071   0.50186   0.00000   0.000E+00   0.000E+00   1.000E+00
  84  6.79353314   0.710  -0.55952   3.58150   6.62333   0.51018   0.00000   0.000E+00   0.000E+00   1.000E+00
  85  6.80076282   0.710  -0.56566   3.58132   6.62586   0.51835   0.00000   0.000E+00   0.000E+00   1.000E+00
  86  6.80787413   0.710  -0.57179   3.58114   6.62839   0.52652   0.00000   0.000E+00   0.000E+00   1.000E+00
  87  6.81487086   0.710  -0.57770   3.58097   6.63080   0.53445   0.00000   0.000E+00   0.000E+00   1.000E+00
  88  6.82175665   0.710  -0.58345   3.58081   6.63313   0.54221   0.00000   0.000E+00   0.000E+00   1.000E+00
  89  6.82853498   0.710  -0.58919   3.58064   6.63545   0.54997   0.00000   0.000E+00   0.000E+00   1.000E+00
  90  6.83520913   0.710  -0.59482   3.58048   6.63771   0.55761   0.00000   0.000E+00   0.000E+00   1.000E+00
  91  6.84178226   0.710  -0.60021   3.58033   6.63984   0.56499   0.00000   0.000E+00   0.000E+00   1.000E+00
  92  6.84825740   0.710  -0.60559   3.58018   6.64197   0.57237   0.00000   0.000E+00   0.000E+00   1.000E+00
  93  6.85463740   0.710  -0.61098   3.58002   6.64410   0.57975   0.00000   0.000E+00   0.000E+00   1.000E+00
  94  6.86092504   0.710  -0.61607   3.57988   6.64609   0.58682   0.00000   0.000E+00   0.000E+00   1.000E+00
  95  6.86712294   0.710  -0.62111   3.57974   6.64804   0.59384   0.00000   0.000E+00   0.000E+00   1.000E+00
  96  6.87323364   0.710  -0.62615   3.57960   6.65000   0.60085   0.00000   0.000E+00   0.000E+00   1.000E+00
