 # M = 0.55 Mo, Y = 0.2700, Z = 2.00000E-02, alpha = 1.68, X_D = 4.0E-05
 # Solar Mixture: Asplund et al. (2005)         
 # ------------------------------------------------------------------------------------------------------------
 # NMD   LOG AGE    Xc      LOG L     LOG TE    LOG Tc   LOG RHOc    M-CC       L-PP       L-CNO       L-GRA
 #        (yr)              (Lo)        (K)       (K)   (gr/cm^3)    (Mo)        (L)         (L)         (L)
 # ------------------------------------------------------------------------------------------------------------
   1  4.94211181   0.710   0.50981   3.59539   6.05865  -1.04596   0.00000   9.500E-01   0.000E+00   4.950E-02
   2  5.13514907   0.710   0.50130   3.59539   6.06272  -1.03371   0.00000   9.351E-01   0.000E+00   6.535E-02
   3  5.26831913   0.710   0.49306   3.59536   6.06665  -1.02193   0.00000   9.359E-01   0.000E+00   6.421E-02
   4  5.37009408   0.710   0.48583   3.59535   6.07011  -1.01155   0.00000   9.393E-01   0.000E+00   6.083E-02
   5  5.45248860   0.710   0.47883   3.59534   6.07346  -1.00148   0.00000   9.434E-01   0.000E+00   5.695E-02
   6  5.52171611   0.710   0.47281   3.59533   6.07633  -0.99286   0.00000   9.461E-01   0.000E+00   5.415E-02
   7  5.58141078   0.710   0.46695   3.59531   6.07912  -0.98447   0.00000   9.486E-01   0.000E+00   5.152E-02
   8  5.63388304   0.710   0.46109   3.59530   6.08191  -0.97609   0.00000   9.510E-01   0.000E+00   4.890E-02
   9  5.68069344   0.710   0.45560   3.59528   6.08452  -0.96826   0.00000   9.513E-01   0.000E+00   4.869E-02
  10  5.72294570   0.710   0.45010   3.59526   6.08712  -0.96043   0.00000   9.516E-01   0.000E+00   4.849E-02
  11  5.76144928   0.710   0.44461   3.59524   6.08973  -0.95259   0.00000   9.519E-01   0.000E+00   4.828E-02
  12  5.79681548   0.710   0.43902   3.59521   6.09237  -0.94465   0.00000   9.512E-01   0.000E+00   4.889E-02
  13  5.82951730   0.710   0.43337   3.59519   6.09505  -0.93661   0.00000   9.498E-01   0.000E+00   5.007E-02
  14  5.85992820   0.710   0.42772   3.59516   6.09772  -0.92858   0.00000   9.484E-01   0.000E+00   5.126E-02
  15  5.88834827   0.710   0.42207   3.59513   6.10039  -0.92055   0.00000   9.471E-01   0.000E+00   5.244E-02
  16  5.91502221   0.710   0.41583   3.59509   6.10332  -0.91175   0.00000   9.446E-01   0.000E+00   5.502E-02
  17  5.94015224   0.710   0.40955   3.59505   6.10626  -0.90291   0.00000   9.420E-01   0.000E+00   5.767E-02
  18  5.96390734   0.710   0.40328   3.59501   6.10920  -0.89406   0.00000   9.395E-01   0.000E+00   6.033E-02
  19  5.98643020   0.710   0.39657   3.59496   6.11235  -0.88461   0.00000   9.360E-01   0.000E+00   6.394E-02
  20  6.00784236   0.710   0.38921   3.59490   6.11578  -0.87429   0.00000   9.309E-01   0.000E+00   6.892E-02
  21  6.02824825   0.710   0.38186   3.59484   6.11922  -0.86396   0.00000   9.259E-01   0.000E+00   7.391E-02
  22  6.04773822   0.710   0.37415   3.59478   6.12283  -0.85315   0.00000   9.201E-01   0.000E+00   7.975E-02
  23  6.06639097   0.710   0.36516   3.59470   6.12700  -0.84060   0.00000   9.112E-01   0.000E+00   8.865E-02
  24  6.08427547   0.710   0.35617   3.59461   6.13118  -0.82804   0.00000   9.024E-01   0.000E+00   9.755E-02
  25  6.10145252   0.710   0.34603   3.59451   6.13587  -0.81394   0.00000   8.899E-01   0.000E+00   1.101E-01
  26  6.11797595   0.710   0.33473   3.59438   6.14108  -0.79828   0.00000   8.737E-01   0.000E+00   1.263E-01
  27  6.13389370   0.710   0.32263   3.59424   6.14666  -0.78151   0.00000   8.539E-01   0.000E+00   1.461E-01
  28  6.14924860   0.710   0.30841   3.59407   6.15321  -0.76182   0.00000   8.246E-01   0.000E+00   1.754E-01
  29  6.16407911   0.710   0.29235   3.59386   6.16057  -0.73972   0.00000   7.860E-01   0.000E+00   2.140E-01
  30  6.17841985   0.710   0.27408   3.59359   6.16889  -0.71473   0.00000   7.357E-01   0.000E+00   2.643E-01
  31  6.19230214   0.710   0.25223   3.59324   6.17882  -0.68491   0.00000   6.606E-01   0.000E+00   3.394E-01
  32  6.20575440   0.710   0.22630   3.59280   6.19054  -0.64965   0.00000   5.559E-01   0.000E+00   4.441E-01
  33  6.21880246   0.710   0.19598   3.59222   6.20413  -0.60883   0.00000   4.234E-01   0.000E+00   5.766E-01
  34  6.23146991   0.710   0.16241   3.59153   6.21911  -0.56383   0.00000   2.803E-01   0.000E+00   7.197E-01
  35  6.24377833   0.710   0.12682   3.59072   6.23490  -0.51649   0.00000   1.587E-01   0.000E+00   8.413E-01
  36  6.25574750   0.710   0.09171   3.58986   6.25043  -0.47001   0.00000   8.181E-02   0.000E+00   9.182E-01
  37  6.26739563   0.710   0.05863   3.58900   6.26485  -0.42664   0.00000   4.540E-02   0.000E+00   9.546E-01
  38  6.27873949   0.710   0.02796   3.58816   6.27814  -0.38668   0.00000   2.384E-02   0.000E+00   9.762E-01
  39  6.28979458   0.710  -0.00035   3.58733   6.29052  -0.34977   0.00000   1.239E-02   0.000E+00   9.876E-01
  40  6.30057522   0.710  -0.02656   3.58654   6.30175  -0.31602   0.00000   6.175E-03   0.000E+00   9.938E-01
  41  6.31109472   0.710  -0.05095   3.58579   6.31216  -0.28470   0.00000   3.000E-03   0.000E+00   9.970E-01
  42  6.33590106   0.710  -0.10371   3.58409   6.33455  -0.21734   0.00000   1.000E-03   0.000E+00   9.990E-01
  43  6.35936672   0.710  -0.14888   3.58258   6.35366  -0.15988   0.00000   0.000E+00   0.000E+00   1.000E+00
