   MODELL       MASS                AGE     LOG_L    LOG_TE     LOG_R   LOG_RAT M_CORE_HE  M_CORE_C        H_CEN       HE_CEN        C_cen        O_cen          LX          LY          LC      LNEUTR      L_GRAV        H_SUP       HE_SUP        C_SUP        N_SUP        O_SUP          PHASE
        1    0.75000  0.00000000000E+00   1.63443   3.67280  11.83771 -30.00000   0.47721   0.00000  0.00000E+00  9.43790E-01  4.28200E-02  1.19600E-03     0.60950     0.41220     0.00000     0.00030    -0.02178  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0000000000
        2    0.75000  1.53490000000E+04   1.63969   3.67236  11.84122 -30.00000   0.47721   0.00000  0.00000E+00  9.43530E-01  4.30700E-02  1.20200E-03     0.58710     0.40970     0.00000     0.00030     0.00311  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0003569788
        3    0.75000  3.45360000000E+04   1.64353   3.67211  11.84364 -30.00000   0.47721   0.00000  0.00000E+00  9.43200E-01  4.34000E-02  1.20900E-03     0.57960     0.40770     0.00000     0.00030     0.01270  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0008032198
        4    0.75000  5.85190000000E+04   1.64340   3.67219  11.84341 -30.00000   0.47721   0.00000  0.00000E+00  9.42780E-01  4.38000E-02  1.21800E-03     0.58380     0.40790     0.00000     0.00030     0.00831  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0013610036
        5    0.75000  8.84980000000E+04   1.64076   3.67245  11.84157 -30.00000   0.47721   0.00000  0.00000E+00  9.42260E-01  4.43100E-02  1.22900E-03     0.58830     0.40980     0.00000     0.00030     0.00193  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0020582392
        6    0.75000  1.25972000000E+05   1.63806   3.67269  11.83974 -30.00000   0.47721   0.00000  0.00000E+00  9.41610E-01  4.49500E-02  1.24400E-03     0.59010     0.41180     0.00000     0.00030    -0.00191  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0029297895
        7    0.75000  1.72814000000E+05   1.63633   3.67285  11.83857 -30.00000   0.47721   0.00000  0.00000E+00  9.40800E-01  4.57400E-02  1.26200E-03     0.59030     0.41330     0.00000     0.00030    -0.00356  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0040192157
        8    0.75000  2.31367000000E+05   1.63543   3.67292  11.83796 -30.00000   0.47721   0.00000  0.00000E+00  9.39790E-01  4.67200E-02  1.28500E-03     0.59000     0.41430     0.00000     0.00030    -0.00428  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0053810101
        9    0.75000  3.04558000000E+05   1.63501   3.67296  11.83768 -30.00000   0.47721   0.00000  0.00000E+00  9.38520E-01  4.79500E-02  1.31400E-03     0.58980     0.41510     0.00000     0.00030    -0.00470  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0070832473
       10    0.75000  3.96046000000E+05   1.63490   3.67296  11.83762 -30.00000   0.47721   0.00000  0.00000E+00  9.36940E-01  4.94900E-02  1.35200E-03     0.58950     0.41570     0.00000     0.00030    -0.00498  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0092110263
       11    0.75000  5.10406000000E+05   1.63502   3.67295  11.83771 -30.00000   0.47721   0.00000  0.00000E+00  9.35180E-01  5.12000E-02  1.39700E-03     0.58930     0.41600     0.00000     0.00030    -0.00508  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0118707501
       12    0.75000  6.53356000000E+05   1.63535   3.67291  11.83795 -30.00000   0.47721   0.00000  0.00000E+00  9.35550E-01  5.08400E-02  1.39100E-03     0.58920     0.41620     0.00000     0.00030    -0.00522  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0151954048
       13    0.75000  8.32046000000E+05   1.63586   3.67285  11.83832 -30.00000   0.47721   0.00000  0.00000E+00  9.33570E-01  5.27500E-02  1.44200E-03     0.58920     0.41630     0.00000     0.00030    -0.00531  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0193512814
       14    0.75000  1.05540600000E+06   1.63652   3.67278  11.83878 -30.00000   0.47721   0.00000  0.00000E+00  9.30880E-01  5.53600E-02  1.51400E-03     0.58920     0.41630     0.00000     0.00030    -0.00521  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0245460689
