   MODELL       MASS                AGE     LOG_L    LOG_TE     LOG_R   LOG_RAT M_CORE_HE  M_CORE_C        H_CEN       HE_CEN        C_cen        O_cen          LX          LY          LC      LNEUTR      L_GRAV        H_SUP       HE_SUP        C_SUP        N_SUP        O_SUP          PHASE
        1    1.15000  0.00000000000E+00   1.71871   3.67215  11.88115 -30.00000   0.47429   0.00000  0.00000E+00  9.43740E-01  4.24600E-02  7.00100E-04     0.68250     0.32950     0.00000     0.00020    -0.01219  6.89300E-01  2.96600E-01  1.96600E-03  1.24900E-03  6.16200E-03   1.0000000000
        2    1.15000  1.53490000000E+04   1.72072   3.67200  11.88246 -30.00000   0.47429   0.00000  0.00000E+00  9.43480E-01  4.27100E-02  7.05500E-04     0.67090     0.32930     0.00000     0.00020    -0.00045  6.89300E-01  2.96600E-01  1.96600E-03  1.24900E-03  6.16200E-03   1.0003513587
        3    1.15000  3.45360000000E+04   1.72249   3.67187  11.88359 -30.00000   0.47429   0.00000  0.00000E+00  9.43160E-01  4.30300E-02  7.12400E-04     0.67090     0.32810     0.00000     0.00020     0.00081  6.89300E-01  2.96600E-01  1.96600E-03  1.24900E-03  6.16200E-03   1.0007905743
        4    1.15000  5.85190000000E+04   1.72273   3.67188  11.88369 -30.00000   0.47429   0.00000  0.00000E+00  9.42760E-01  4.34200E-02  7.21000E-04     0.67350     0.32730     0.00000     0.00020    -0.00082  6.89300E-01  2.96600E-01  1.96600E-03  1.24900E-03  6.16200E-03   1.0013395767
        5    1.15000  8.84980000000E+04   1.72177   3.67198  11.88302 -30.00000   0.47429   0.00000  0.00000E+00  9.42260E-01  4.39100E-02  7.31900E-04     0.67390     0.32740     0.00000     0.00020    -0.00141  6.89300E-01  2.96600E-01  1.96600E-03  1.24900E-03  6.16200E-03   1.0020258353
        6    1.15000  1.25972000000E+05   1.72060   3.67207  11.88225 -30.00000   0.47429   0.00000  0.00000E+00  9.41630E-01  4.45200E-02  7.45700E-04     0.67400     0.32810     0.00000     0.00020    -0.00211  6.89300E-01  2.96600E-01  1.96600E-03  1.24900E-03  6.16200E-03   1.0028836643
        7    1.15000  1.72814000000E+05   1.71979   3.67213  11.88173 -30.00000   0.47429   0.00000  0.00000E+00  9.40850E-01  4.52800E-02  7.63200E-04     0.67430     0.32880     0.00000     0.00020    -0.00308  6.89300E-01  2.96600E-01  1.96600E-03  1.24900E-03  6.16200E-03   1.0039559392
        8    1.15000  2.31367000000E+05   1.71941   3.67216  11.88148 -30.00000   0.47429   0.00000  0.00000E+00  9.39870E-01  4.62400E-02  7.85500E-04     0.67460     0.32930     0.00000     0.00020    -0.00390  6.89300E-01  2.96600E-01  1.96600E-03  1.24900E-03  6.16200E-03   1.0052962942
        9    1.15000  3.04558000000E+05   1.71935   3.67216  11.88145 -30.00000   0.47429   0.00000  0.00000E+00  9.38650E-01  4.74300E-02  8.14100E-04     0.67480     0.32980     0.00000     0.00020    -0.00440  6.89300E-01  2.96600E-01  1.96600E-03  1.24900E-03  6.16200E-03   1.0069717322
       10    1.15000  3.96046000000E+05   1.71955   3.67214  11.88159 -30.00000   0.47429   0.00000  0.00000E+00  9.37120E-01  4.89100E-02  8.50800E-04     0.67480     0.33010     0.00000     0.00020    -0.00470  6.89300E-01  2.96600E-01  1.96600E-03  1.24900E-03  6.16200E-03   1.0090660125
       11    1.15000  5.10406000000E+05   1.71996   3.67210  11.88187 -30.00000   0.47429   0.00000  0.00000E+00  9.35210E-01  5.07700E-02  8.98400E-04     0.67470     0.33020     0.00000     0.00020    -0.00483  6.89300E-01  2.96600E-01  1.96600E-03  1.24900E-03  6.16200E-03   1.0116838629
       12    1.15000  6.53356000000E+05   1.72055   3.67205  11.88227 -30.00000   0.47429   0.00000  0.00000E+00  9.32950E-01  5.29600E-02  9.57400E-04     0.67470     0.33030     0.00000     0.00020    -0.00484  6.89300E-01  2.96600E-01  1.96600E-03  1.24900E-03  6.16200E-03   1.0149561760
