   MODELL       MASS                AGE     LOG_L    LOG_TE     LOG_R   LOG_RAT M_CORE_HE  M_CORE_C        H_CEN       HE_CEN        C_cen        O_cen          LX          LY          LC      LNEUTR      L_GRAV        H_SUP       HE_SUP        C_SUP        N_SUP        O_SUP          PHASE
        1    0.65000  0.00000000000E+00   1.59660   3.68374  11.79691 -30.00000   0.47734   0.00000  0.00000E+00  9.43790E-01  4.28200E-02  1.19600E-03     0.57300     0.45060     0.00000     0.00030    -0.02373  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0000000000
        2    0.65000  1.53490000000E+04   1.60261   3.68319  11.80101 -30.00000   0.47734   0.00000  0.00000E+00  9.43530E-01  4.30700E-02  1.20200E-03     0.54980     0.44700     0.00000     0.00030     0.00322  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0003520515
        3    0.65000  3.45360000000E+04   1.60654   3.68292  11.80352 -30.00000   0.47734   0.00000  0.00000E+00  9.43200E-01  4.34000E-02  1.20900E-03     0.54100     0.44490     0.00000     0.00030     0.01409  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0007921331
        4    0.65000  5.85190000000E+04   1.60619   3.68307  11.80305 -30.00000   0.47734   0.00000  0.00000E+00  9.42780E-01  4.38000E-02  1.21800E-03     0.54420     0.44600     0.00000     0.00030     0.00973  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0013422178
        5    0.65000  8.84980000000E+04   1.60335   3.68340  11.80098 -30.00000   0.47734   0.00000  0.00000E+00  9.42260E-01  4.43100E-02  1.22900E-03     0.54890     0.44880     0.00000     0.00030     0.00233  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0020298295
        6    0.65000  1.25972000000E+05   1.60056   3.68369  11.79900 -30.00000   0.47734   0.00000  0.00000E+00  9.41610E-01  4.49400E-02  1.24400E-03     0.55100     0.45140     0.00000     0.00030    -0.00236  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0028893498
        7    0.65000  1.72814000000E+05   1.59878   3.68387  11.79775 -30.00000   0.47734   0.00000  0.00000E+00  9.40800E-01  4.57400E-02  1.26200E-03     0.55130     0.45310     0.00000     0.00030    -0.00425  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0039637388
        8    0.65000  2.31367000000E+05   1.59783   3.68396  11.79709 -30.00000   0.47734   0.00000  0.00000E+00  9.39780E-01  4.67200E-02  1.28500E-03     0.55080     0.45420     0.00000     0.00030    -0.00489  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0053067364
        9    0.65000  3.04558000000E+05   1.59736   3.68400  11.79677 -30.00000   0.47734   0.00000  0.00000E+00  9.38510E-01  4.79600E-02  1.31400E-03     0.55040     0.45490     0.00000     0.00030    -0.00521  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0069854777
       10    0.65000  3.96046000000E+05   1.59718   3.68401  11.79665 -30.00000   0.47734   0.00000  0.00000E+00  9.36930E-01  4.95000E-02  1.35200E-03     0.55020     0.45550     0.00000     0.00030    -0.00539  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0090838872
       11    0.65000  5.10406000000E+05   1.59724   3.68400  11.79671 -30.00000   0.47734   0.00000  0.00000E+00  9.35080E-01  5.13000E-02  1.39900E-03     0.54990     0.45590     0.00000     0.00030    -0.00550  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0117068990
