   MODELL       MASS                AGE     LOG_L    LOG_TE     LOG_R   LOG_RAT M_CORE_HE  M_CORE_C        H_CEN       HE_CEN        C_cen        O_cen          LX          LY          LC      LNEUTR      L_GRAV        H_SUP       HE_SUP        C_SUP        N_SUP        O_SUP          PHASE
        1    6.20000  0.00000000000E+00   3.96762   3.56166  13.22658 -30.00000   0.00000   0.00000  7.13000E-01  2.72970E-01  2.48400E-03  6.16100E-03     0.00000     0.00000     0.00000     0.00000     0.99524  7.13000E-01  2.73000E-01  2.48400E-03  6.78400E-04  6.16100E-03   1.0000000000
        2    6.20000  3.96110000000E-05   3.96762   3.56166  13.22658 -30.00000   0.00000   0.00000  7.13000E-01  2.72970E-01  2.48400E-03  6.16100E-03     0.00000     0.00000     0.00000     0.00000     0.99524  7.13000E-01  2.73000E-01  2.48400E-03  6.78400E-04  6.16100E-03   1.0000000007
        3    6.20000  8.91250000000E-05   3.96762   3.56166  13.22658 -30.00000   0.00000   0.00000  7.13000E-01  2.72970E-01  2.48400E-03  6.16100E-03     0.00000     0.00000     0.00000     0.00000     0.99524  7.13000E-01  2.73000E-01  2.48400E-03  6.78400E-04  6.16100E-03   1.0000000015
        4    6.20000  1.51017000000E-04   3.96762   3.56166  13.22658 -30.00000   0.00000   0.00000  7.13000E-01  2.72970E-01  2.48400E-03  6.16100E-03     0.00000     0.00000     0.00000     0.00000     0.99524  7.13000E-01  2.73000E-01  2.48400E-03  6.78400E-04  6.16100E-03   1.0000000026
        5    6.20000  2.28382000000E-04   3.96762   3.56166  13.22658 -30.00000   0.00000   0.00000  7.13000E-01  2.72970E-01  2.48400E-03  6.16100E-03     0.00000     0.00000     0.00000     0.00000     0.99524  7.13000E-01  2.73000E-01  2.48400E-03  6.78400E-04  6.16100E-03   1.0000000039
        6    6.20000  3.25088000000E-04   3.96762   3.56166  13.22658 -30.00000   0.00000   0.00000  7.13000E-01  2.72970E-01  2.48400E-03  6.16100E-03     0.00000     0.00000     0.00000     0.00000     0.99524  7.13000E-01  2.73000E-01  2.48400E-03  6.78400E-04  6.16100E-03   1.0000000056
        7    6.20000  4.45968000000E-04   3.96762   3.56166  13.22658 -30.00000   0.00000   0.00000  7.13000E-01  2.72970E-01  2.48400E-03  6.16100E-03     0.00000     0.00000     0.00000     0.00000     0.99524  7.13000E-01  2.73000E-01  2.48400E-03  6.78400E-04  6.16100E-03   1.0000000077
        8    6.20000  5.97068000000E-04   3.96762   3.56166  13.22658 -30.00000   0.00000   0.00000  7.13000E-01  2.72970E-01  2.48400E-03  6.16100E-03     0.00000     0.00000     0.00000     0.00000     0.99525  7.13000E-01  2.73000E-01  2.48400E-03  6.78400E-04  6.16100E-03   1.0000000103
        9    6.20000  7.85948000000E-04   3.96762   3.56166  13.22658 -30.00000   0.00000   0.00000  7.13000E-01  2.72970E-01  2.48400E-03  6.16100E-03     0.00000     0.00000     0.00000     0.00000     0.99525  7.13000E-01  2.73000E-01  2.48400E-03  6.78400E-04  6.16100E-03   1.0000000135
       10    6.20000  1.02204800000E-03   3.96762   3.56166  13.22658 -30.00000   0.00000   0.00000  7.13000E-01  2.72970E-01  2.48400E-03  6.16100E-03     0.00000     0.00000     0.00000     0.00000     0.99525  7.13000E-01  2.73000E-01  2.48400E-03  6.78400E-04  6.16100E-03   1.0000000176
