   MODELL       MASS                AGE     LOG_L    LOG_TE     LOG_R   LOG_RAT M_CORE_HE  M_CORE_C        H_CEN       HE_CEN        C_cen        O_cen          LX          LY          LC      LNEUTR      L_GRAV        H_SUP       HE_SUP        C_SUP        N_SUP        O_SUP          PHASE
        1    1.45000  0.00000000000E+00   1.73685   3.67866  11.87721 -30.00000   0.46828   0.00000  0.00000E+00  9.44740E-01  4.15600E-02  3.60400E-04     0.71230     0.29570     0.00000     0.00020    -0.00853  6.91200E-01  2.94700E-01  1.72900E-03  1.53400E-03  6.14600E-03   1.0000000000
        2    1.45000  1.53490000000E+04   1.73779   3.67858  11.87783 -30.00000   0.46828   0.00000  0.00000E+00  9.44500E-01  4.17900E-02  3.65600E-04     0.70520     0.29610     0.00000     0.00020    -0.00152  6.91200E-01  2.94700E-01  1.72900E-03  1.53400E-03  6.14600E-03   1.0003389942
        3    1.45000  3.45360000000E+04   1.73886   3.67851  11.87849 -30.00000   0.46828   0.00000  0.00000E+00  9.44190E-01  4.20900E-02  3.72000E-04     0.70740     0.29540     0.00000     0.00020    -0.00297  6.91200E-01  2.94700E-01  1.72900E-03  1.53400E-03  6.14600E-03   1.0007627536
        4    1.45000  5.85190000000E+04   1.73922   3.67850  11.87870 -30.00000   0.46828   0.00000  0.00000E+00  9.43810E-01  4.24700E-02  3.80200E-04     0.70890     0.29470     0.00000     0.00020    -0.00379  6.91200E-01  2.94700E-01  1.72900E-03  1.53400E-03  6.14600E-03   1.0012924362
        5    1.45000  8.84980000000E+04   1.73890   3.67854  11.87847 -30.00000   0.46828   0.00000  0.00000E+00  9.43330E-01  4.29300E-02  3.90500E-04     0.70820     0.29470     0.00000     0.00020    -0.00307  6.91200E-01  2.94700E-01  1.72900E-03  1.53400E-03  6.14600E-03   1.0019545450
        6    1.45000  1.25972000000E+05   1.73839   3.67857  11.87814 -30.00000   0.46828   0.00000  0.00000E+00  9.42740E-01  4.35100E-02  4.03600E-04     0.70810     0.29520     0.00000     0.00020    -0.00321  6.91200E-01  2.94700E-01  1.72900E-03  1.53400E-03  6.14600E-03   1.0027821866
        7    1.45000  1.72814000000E+05   1.73804   3.67859  11.87792 -30.00000   0.46828   0.00000  0.00000E+00  9.41990E-01  4.42400E-02  4.20100E-04     0.70850     0.29570     0.00000     0.00020    -0.00412  6.91200E-01  2.94700E-01  1.72900E-03  1.53400E-03  6.14600E-03   1.0038167275
        8    1.45000  2.31367000000E+05   1.73798   3.67859  11.87790 -30.00000   0.46828   0.00000  0.00000E+00  9.41060E-01  4.51500E-02  4.41200E-04     0.70890     0.29620     0.00000     0.00020    -0.00500  6.91200E-01  2.94700E-01  1.72900E-03  1.53400E-03  6.14600E-03   1.0051099146
        9    1.45000  3.04558000000E+05   1.73820   3.67857  11.87806 -30.00000   0.46828   0.00000  0.00000E+00  9.39900E-01  4.62800E-02  4.68200E-04     0.70920     0.29650     0.00000     0.00020    -0.00553  6.91200E-01  2.94700E-01  1.72900E-03  1.53400E-03  6.14600E-03   1.0067263930
       10    1.45000  3.96046000000E+05   1.73866   3.67852  11.87838 -30.00000   0.46828   0.00000  0.00000E+00  9.38440E-01  4.77000E-02  5.02900E-04     0.70940     0.29650     0.00000     0.00020    -0.00574  6.91200E-01  2.94700E-01  1.72900E-03  1.53400E-03  6.14600E-03   1.0087469745
