   MODELL       MASS                AGE     LOG_L    LOG_TE     LOG_R   LOG_RAT M_CORE_HE  M_CORE_C        H_CEN       HE_CEN        C_cen        O_cen          LX          LY          LC      LNEUTR      L_GRAV        H_SUP       HE_SUP        C_SUP        N_SUP        O_SUP          PHASE
        1    1.65000  0.00000000000E+00   1.71983   3.68483  11.85635 -30.00000   0.45038   0.00000  0.00000E+00  9.45940E-01  4.03600E-02  3.16600E-04     0.75090     0.25620     0.00000     0.00020    -0.00764  6.88800E-01  2.97100E-01  1.64400E-03  1.76300E-03  5.99200E-03   1.0000000000
        2    1.65000  1.53490000000E+04   1.72039   3.68478  11.85673 -30.00000   0.45038   0.00000  0.00000E+00  9.45730E-01  4.05700E-02  3.21200E-04     0.74460     0.25660     0.00000     0.00020    -0.00141  6.88800E-01  2.97100E-01  1.64400E-03  1.76300E-03  5.99200E-03   1.0002976469
        3    1.65000  3.45360000000E+04   1.72114   3.68473  11.85720 -30.00000   0.45038   0.00000  0.00000E+00  9.45460E-01  4.08300E-02  3.27000E-04     0.75010     0.25570     0.00000     0.00020    -0.00605  6.88800E-01  2.97100E-01  1.64400E-03  1.76300E-03  5.99200E-03   1.0006697200
        4    1.65000  5.85190000000E+04   1.72145   3.68473  11.85737 -30.00000   0.45038   0.00000  0.00000E+00  9.45130E-01  4.11600E-02  3.34300E-04     0.75190     0.25480     0.00000     0.00020    -0.00680  6.88800E-01  2.97100E-01  1.64400E-03  1.76300E-03  5.99200E-03   1.0011347969
        5    1.65000  8.84980000000E+04   1.72126   3.68474  11.85723 -30.00000   0.45038   0.00000  0.00000E+00  9.44710E-01  4.15600E-02  3.43500E-04     0.75040     0.25460     0.00000     0.00020    -0.00502  6.88800E-01  2.97100E-01  1.64400E-03  1.76300E-03  5.99200E-03   1.0017161479
        6    1.65000  1.25972000000E+05   1.72093   3.68476  11.85703 -30.00000   0.45038   0.00000  0.00000E+00  9.44190E-01  4.20700E-02  3.55100E-04     0.75000     0.25490     0.00000     0.00020    -0.00489  6.88800E-01  2.97100E-01  1.64400E-03  1.76300E-03  5.99200E-03   1.0024428415
        7    1.65000  1.72814000000E+05   1.72077   3.68477  11.85695 -30.00000   0.45038   0.00000  0.00000E+00  9.43540E-01  4.27000E-02  3.69800E-04     0.75060     0.25530     0.00000     0.00020    -0.00579  6.88800E-01  2.97100E-01  1.64400E-03  1.76300E-03  5.99200E-03   1.0033511987
        8    1.65000  2.31367000000E+05   1.72091   3.68474  11.85706 -30.00000   0.45038   0.00000  0.00000E+00  9.42730E-01  4.35000E-02  3.88500E-04     0.75110     0.25570     0.00000     0.00020    -0.00670  6.88800E-01  2.97100E-01  1.64400E-03  1.76300E-03  5.99200E-03   1.0044866550
        9    1.65000  3.04558000000E+05   1.72137   3.68470  11.85739 -30.00000   0.45038   0.00000  0.00000E+00  9.41710E-01  4.44900E-02  4.12400E-04     0.75150     0.25600     0.00000     0.00020    -0.00731  6.88800E-01  2.97100E-01  1.64400E-03  1.76300E-03  5.99200E-03   1.0059059705
       10    1.65000  3.96046000000E+05   1.72214   3.68462  11.85791 -30.00000   0.45038   0.00000  0.00000E+00  9.40430E-01  4.57300E-02  4.43100E-04     0.75160     0.25600     0.00000     0.00020    -0.00748  6.88800E-01  2.97100E-01  1.64400E-03  1.76300E-03  5.99200E-03   1.0076801003
       11    1.65000  5.10406000000E+05   1.72314   3.68453  11.85860 -30.00000   0.45038   0.00000  0.00000E+00  9.38840E-01  4.72800E-02  4.82600E-04     0.75160     0.25580     0.00000     0.00020    -0.00732  6.88800E-01  2.97100E-01  1.64400E-03  1.76300E-03  5.99200E-03   1.0098977626
       12    1.65000  6.53356000000E+05   1.72436   3.68442  11.85943 -30.00000   0.45038   0.00000  0.00000E+00  9.36840E-01  4.92200E-02  5.34100E-04     0.75160     0.25550     0.00000     0.00020    -0.00692  6.88800E-01  2.97100E-01  1.64400E-03  1.76300E-03  5.99200E-03   1.0126698404
       13    1.65000  8.32046000000E+05   1.72577   3.68430  11.86038 -30.00000   0.45038   0.00000  0.00000E+00  9.34530E-01  5.14600E-02  5.96900E-04     0.75160     0.25500     0.00000     0.00020    -0.00644  6.88800E-01  2.97100E-01  1.64400E-03  1.76300E-03  5.99200E-03   1.0161349862
       14    1.65000  1.05540600000E+06   1.72737   3.68416  11.86146 -30.00000   0.45038   0.00000  0.00000E+00  9.34570E-01  5.14200E-02  6.01600E-04     0.75160     0.25460     0.00000     0.00020    -0.00605  6.88800E-01  2.97100E-01  1.64400E-03  1.76300E-03  5.99200E-03   1.0204663700
