   MODELL       MASS                AGE     LOG_L    LOG_TE     LOG_R   LOG_RAT M_CORE_HE  M_CORE_C        H_CEN       HE_CEN        C_cen        O_cen          LX          LY          LC      LNEUTR      L_GRAV        H_SUP       HE_SUP        C_SUP        N_SUP        O_SUP          PHASE
        1    1.55000  0.00000000000E+00   1.73726   3.68127  11.87217 -30.00000   0.46325   0.00000  0.00000E+00  9.45350E-01  4.09600E-02  3.35000E-04     0.72670     0.28090     0.00000     0.00020    -0.00809  6.90300E-01  2.95600E-01  1.68100E-03  1.64500E-03  6.07600E-03   1.0000000000
        2    1.55000  1.53490000000E+04   1.73802   3.68121  11.87268 -30.00000   0.46325   0.00000  0.00000E+00  9.45110E-01  4.11900E-02  3.39900E-04     0.71980     0.28130     0.00000     0.00020    -0.00128  6.90300E-01  2.95600E-01  1.68100E-03  1.64500E-03  6.07600E-03   1.0003287964
        3    1.55000  3.45360000000E+04   1.73894   3.68116  11.87325 -30.00000   0.46325   0.00000  0.00000E+00  9.44820E-01  4.14800E-02  3.46200E-04     0.72330     0.28050     0.00000     0.00020    -0.00400  6.90300E-01  2.95600E-01  1.68100E-03  1.64500E-03  6.07600E-03   1.0007398079
        4    1.55000  5.85190000000E+04   1.73928   3.68115  11.87344 -30.00000   0.46325   0.00000  0.00000E+00  9.44450E-01  4.18400E-02  3.54100E-04     0.72500     0.27980     0.00000     0.00020    -0.00481  6.90300E-01  2.95600E-01  1.68100E-03  1.64500E-03  6.07600E-03   1.0012535563
        5    1.55000  8.84980000000E+04   1.73901   3.68117  11.87326 -30.00000   0.46325   0.00000  0.00000E+00  9.43980E-01  4.22900E-02  3.64100E-04     0.72400     0.27970     0.00000     0.00020    -0.00375  6.90300E-01  2.95600E-01  1.68100E-03  1.64500E-03  6.07600E-03   1.0018957471
        6    1.55000  1.25972000000E+05   1.73858   3.68120  11.87298 -30.00000   0.46325   0.00000  0.00000E+00  9.43410E-01  4.28500E-02  3.76700E-04     0.72370     0.28010     0.00000     0.00020    -0.00381  6.90300E-01  2.95600E-01  1.68100E-03  1.64500E-03  6.07600E-03   1.0026984910
        7    1.55000  1.72814000000E+05   1.73831   3.68122  11.87282 -30.00000   0.46325   0.00000  0.00000E+00  9.42690E-01  4.35500E-02  3.92700E-04     0.72420     0.28060     0.00000     0.00020    -0.00475  6.90300E-01  2.95600E-01  1.68100E-03  1.64500E-03  6.07600E-03   1.0037019102
        8    1.55000  2.31367000000E+05   1.73833   3.68121  11.87285 -30.00000   0.46325   0.00000  0.00000E+00  9.41780E-01  4.44300E-02  4.13100E-04     0.72470     0.28100     0.00000     0.00020    -0.00559  6.90300E-01  2.95600E-01  1.68100E-03  1.64500E-03  6.07600E-03   1.0049561948
        9    1.55000  3.04558000000E+05   1.73865   3.68117  11.87308 -30.00000   0.46325   0.00000  0.00000E+00  9.40660E-01  4.55300E-02  4.39200E-04     0.72500     0.28130     0.00000     0.00020    -0.00618  6.90300E-01  2.95600E-01  1.68100E-03  1.64500E-03  6.07600E-03   1.0065240453
       10    1.55000  3.96046000000E+05   1.73924   3.68112  11.87348 -30.00000   0.46325   0.00000  0.00000E+00  9.39240E-01  4.69100E-02  4.72800E-04     0.72520     0.28130     0.00000     0.00020    -0.00637  6.90300E-01  2.95600E-01  1.68100E-03  1.64500E-03  6.07600E-03   1.0084838423
       11    1.55000  5.10406000000E+05   1.74005   3.68104  11.87403 -30.00000   0.46325   0.00000  0.00000E+00  9.37480E-01  4.86200E-02  5.16200E-04     0.72530     0.28120     0.00000     0.00020    -0.00632  6.90300E-01  2.95600E-01  1.68100E-03  1.64500E-03  6.07600E-03   1.0109335885
       12    1.55000  6.53356000000E+05   1.74106   3.68095  11.87471 -30.00000   0.46325   0.00000  0.00000E+00  9.35270E-01  5.07700E-02  5.72800E-04     0.72530     0.28090     0.00000     0.00020    -0.00607  6.90300E-01  2.95600E-01  1.68100E-03  1.64500E-03  6.07600E-03   1.0139957713
       13    1.55000  8.32046000000E+05   1.74225   3.68085  11.87552 -30.00000   0.46325   0.00000  0.00000E+00  9.32710E-01  5.32400E-02  6.42100E-04     0.72540     0.28060     0.00000     0.00020    -0.00578  6.90300E-01  2.95600E-01  1.68100E-03  1.64500E-03  6.07600E-03   1.0178235534
       14    1.55000  1.05540600000E+06   1.74366   3.68073  11.87647 -30.00000   0.46325   0.00000  0.00000E+00  9.32820E-01  5.31300E-02  6.46000E-04     0.72550     0.28020     0.00000     0.00020    -0.00554  6.90300E-01  2.95600E-01  1.68100E-03  1.64500E-03  6.07600E-03   1.0226082274
       15    1.55000  1.33460600000E+06   1.74526   3.68059  11.87755 -30.00000   0.46325   0.00000  0.00000E+00  9.29690E-01  5.61700E-02  7.34900E-04     0.72570     0.27980     0.00000     0.00020    -0.00528  6.90300E-01  2.95600E-01  1.68100E-03  1.64500E-03  6.07600E-03   1.0285890700
       16    1.55000  1.68360600000E+06   1.74710   3.68043  11.87877 -30.00000   0.46325   0.00000  0.00000E+00  9.26770E-01  5.89900E-02  8.24900E-04     0.72580     0.27920     0.00000     0.00020    -0.00483  6.90300E-01  2.95600E-01  1.68100E-03  1.64500E-03  6.07600E-03   1.0360651231
       17    1.55000  2.11985600000E+06   1.74914   3.68027  11.88013 -30.00000   0.46325   0.00000  0.00000E+00  9.22220E-01  6.33800E-02  9.70300E-04     0.72580     0.27890     0.00000     0.00020    -0.00451  6.90300E-01  2.95600E-01  1.68100E-03  1.64500E-03  6.07600E-03   1.0454101896
       18    1.55000  2.49556600000E+06   1.75072   3.68014  11.88117 -30.00000   0.46325   0.00000  0.00000E+00  9.18190E-01  6.72500E-02  1.10700E-03     0.72570     0.27870     0.00000     0.00020    -0.00418  6.90300E-01  2.95600E-01  1.68100E-03  1.64500E-03  6.07600E-03   1.0534584072
       19    1.55000  2.86076600000E+06   1.75211   3.68003  11.88208 -30.00000   0.46325   0.00000  0.00000E+00  9.14270E-01  7.10200E-02  1.24900E-03     0.72540     0.27870     0.00000     0.00020    -0.00394  6.90300E-01  2.95600E-01  1.68100E-03  1.64500E-03  6.07600E-03   1.0612814863
       20    1.55000  3.22479600000E+06   1.75335   3.67994  11.88290 -30.00000   0.46325   0.00000  0.00000E+00  9.10590E-01  7.45500E-02  1.39100E-03     0.72510     0.27890     0.00000     0.00020    -0.00379  6.90300E-01  2.95600E-01  1.68100E-03  1.64500E-03  6.07600E-03   1.0690795025
       21    1.55000  3.61023600000E+06   1.75452   3.67985  11.88366 -30.00000   0.46325   0.00000  0.00000E+00  9.06480E-01  7.84800E-02  1.55600E-03     0.72460     0.27910     0.00000     0.00020    -0.00352  6.90300E-01  2.95600E-01  1.68100E-03  1.64500E-03  6.07600E-03   1.0773361499
       22    1.55000  3.97628600000E+06   1.75551   3.67978  11.88430 -30.00000   0.46325   0.00000  0.00000E+00  9.02810E-01  8.19800E-02  1.71300E-03     0.72400     0.27950     0.00000     0.00020    -0.00341  6.90300E-01  2.95600E-01  1.68100E-03  1.64500E-03  6.07600E-03   1.0851774372
       23    1.55000  4.36462600000E+06   1.75642   3.67971  11.88487 -30.00000   0.46325   0.00000  0.00000E+00  8.98690E-01  8.59000E-02  1.89500E-03     0.72340     0.27990     0.00000     0.00020    -0.00313  6.90300E-01  2.95600E-01  1.68100E-03  1.64500E-03  6.07600E-03   1.0934962065
       24    1.55000  4.73185600000E+06   1.75715   3.67967  11.88533 -30.00000   0.46325   0.00000  0.00000E+00  8.94790E-01  8.96000E-02  2.07600E-03     0.72260     0.28050     0.00000     0.00020    -0.00291  6.90300E-01  2.95600E-01  1.68100E-03  1.64500E-03  6.07600E-03   1.1013627710
       25    1.55000  5.09766600000E+06   1.75777   3.67963  11.88571 -30.00000   0.46325   0.00000  0.00000E+00  8.91190E-01  9.30100E-02  2.25400E-03     0.72170     0.28130     0.00000     0.00020    -0.00285  6.90300E-01  2.95600E-01  1.68100E-03  1.64500E-03  6.07600E-03   1.1091989171
