   MODELL       MASS                AGE     LOG_L    LOG_TE     LOG_R   LOG_RAT M_CORE_HE  M_CORE_C        H_CEN       HE_CEN        C_cen        O_cen          LX          LY          LC      LNEUTR      L_GRAV        H_SUP       HE_SUP        C_SUP        N_SUP        O_SUP          PHASE
        1    1.75000  0.00000000000E+00   1.69061   3.68884  11.83372 -30.00000   0.43253   0.00000  0.00000E+00  9.48390E-01  3.79200E-02  3.03700E-04     0.78120     0.22560     0.00000     0.00020    -0.00732  6.87400E-01  2.98500E-01  1.61600E-03  1.86400E-03  5.91700E-03   1.0000000000
        2    1.75000  1.53490000000E+04   1.69100   3.68880  11.83400 -30.00000   0.43253   0.00000  0.00000E+00  9.48200E-01  3.81000E-02  3.07700E-04     0.77550     0.22580     0.00000     0.00020    -0.00160  6.87400E-01  2.98500E-01  1.61600E-03  1.86400E-03  5.91700E-03   1.0002558015
        3    1.75000  3.45360000000E+04   1.69159   3.68876  11.83437 -30.00000   0.43253   0.00000  0.00000E+00  9.47960E-01  3.83300E-02  3.12700E-04     0.78440     0.22480     0.00000     0.00020    -0.00939  6.87400E-01  2.98500E-01  1.61600E-03  1.86400E-03  5.91700E-03   1.0005755659
        4    1.75000  5.85190000000E+04   1.69184   3.68875  11.83451 -30.00000   0.43253   0.00000  0.00000E+00  9.47670E-01  3.86200E-02  3.19100E-04     0.78620     0.22370     0.00000     0.00020    -0.01001  6.87400E-01  2.98500E-01  1.61600E-03  1.86400E-03  5.91700E-03   1.0009752589
        5    1.75000  8.84980000000E+04   1.69169   3.68876  11.83441 -30.00000   0.43253   0.00000  0.00000E+00  9.47310E-01  3.89700E-02  3.27000E-04     0.78380     0.22330     0.00000     0.00020    -0.00723  6.87400E-01  2.98500E-01  1.61600E-03  1.86400E-03  5.91700E-03   1.0014748793
        6    1.75000  1.25972000000E+05   1.69146   3.68877  11.83427 -30.00000   0.43253   0.00000  0.00000E+00  9.46850E-01  3.94200E-02  3.37100E-04     0.78340     0.22340     0.00000     0.00020    -0.00683  6.87400E-01  2.98500E-01  1.61600E-03  1.86400E-03  5.91700E-03   1.0020994089
        7    1.75000  1.72814000000E+05   1.69141   3.68876  11.83427 -30.00000   0.43253   0.00000  0.00000E+00  9.46280E-01  3.99700E-02  3.49800E-04     0.78410     0.22370     0.00000     0.00020    -0.00774  6.87400E-01  2.98500E-01  1.61600E-03  1.86400E-03  5.91700E-03   1.0028800626
        8    1.75000  2.31367000000E+05   1.69169   3.68872  11.83449 -30.00000   0.43253   0.00000  0.00000E+00  9.45570E-01  4.06600E-02  3.65900E-04     0.78470     0.22400     0.00000     0.00020    -0.00864  6.87400E-01  2.98500E-01  1.61600E-03  1.86400E-03  5.91700E-03   1.0038558881
        9    1.75000  3.04558000000E+05   1.69235   3.68865  11.83497 -30.00000   0.43253   0.00000  0.00000E+00  9.44680E-01  4.15300E-02  3.86500E-04     0.78500     0.22430     0.00000     0.00020    -0.00921  6.87400E-01  2.98500E-01  1.61600E-03  1.86400E-03  5.91700E-03   1.0050756658
       10    1.75000  3.96046000000E+05   1.69335   3.68854  11.83568 -30.00000   0.43253   0.00000  0.00000E+00  9.43570E-01  4.26200E-02  4.13000E-04     0.78500     0.22440     0.00000     0.00020    -0.00930  6.87400E-01  2.98500E-01  1.61600E-03  1.86400E-03  5.91700E-03   1.0066003755
       11    1.75000  5.10406000000E+05   1.69466   3.68842  11.83659 -30.00000   0.43253   0.00000  0.00000E+00  9.42170E-01  4.39700E-02  4.47000E-04     0.78480     0.22430     0.00000     0.00020    -0.00897  6.87400E-01  2.98500E-01  1.61600E-03  1.86400E-03  5.91700E-03   1.0085062625
       12    1.75000  6.53356000000E+05   1.69619   3.68827  11.83765 -30.00000   0.43253   0.00000  0.00000E+00  9.40430E-01  4.56700E-02  4.91200E-04     0.78450     0.22390     0.00000     0.00020    -0.00833  6.87400E-01  2.98500E-01  1.61600E-03  1.86400E-03  5.91700E-03   1.0108886213
       13    1.75000  8.32046000000E+05   1.69790   3.68811  11.83883 -30.00000   0.43253   0.00000  0.00000E+00  9.38240E-01  4.78000E-02  5.48900E-04     0.78430     0.22340     0.00000     0.00020    -0.00751  6.87400E-01  2.98500E-01  1.61600E-03  1.86400E-03  5.91700E-03   1.0138666115
       14    1.75000  1.05540600000E+06   1.69978   3.68793  11.84011 -30.00000   0.43253   0.00000  0.00000E+00  9.35510E-01  5.04500E-02  6.24700E-04     0.78400     0.22280     0.00000     0.00020    -0.00669  6.87400E-01  2.98500E-01  1.61600E-03  1.86400E-03  5.91700E-03   1.0175890576
       15    1.75000  1.33460600000E+06   1.70184   3.68776  11.84150 -30.00000   0.43253   0.00000  0.00000E+00  9.32810E-01  5.30500E-02  7.07100E-04     0.78390     0.22240     0.00000     0.00020    -0.00604  6.87400E-01  2.98500E-01  1.61600E-03  1.86400E-03  5.91700E-03   1.0222421151
       16    1.75000  1.68360600000E+06   1.70408   3.68757  11.84299 -30.00000   0.43253   0.00000  0.00000E+00  9.32350E-01  5.34900E-02  7.30600E-04     0.78390     0.22190     0.00000     0.00020    -0.00558  6.87400E-01  2.98500E-01  1.61600E-03  1.86400E-03  5.91700E-03   1.0280584371
       17    1.75000  2.11985600000E+06   1.70651   3.68737  11.84461 -30.00000   0.43253   0.00000  0.00000E+00  9.28840E-01  5.68800E-02  8.42000E-04     0.78390     0.22130     0.00000     0.00020    -0.00499  6.87400E-01  2.98500E-01  1.61600E-03  1.86400E-03  5.91700E-03   1.0353288395
       18    1.75000  2.60865600000E+06   1.70893   3.68718  11.84620 -30.00000   0.43253   0.00000  0.00000E+00  9.25780E-01  5.98200E-02  9.48600E-04     0.78390     0.22070     0.00000     0.00020    -0.00443  6.87400E-01  2.98500E-01  1.61600E-03  1.86400E-03  5.91700E-03   1.0434750234
       19    1.75000  3.21965600000E+06   1.71149   3.68698  11.84788 -30.00000   0.43253   0.00000  0.00000E+00  9.20830E-01  6.45800E-02  1.12500E-03     0.78360     0.22050     0.00000     0.00020    -0.00394  6.87400E-01  2.98500E-01  1.61600E-03  1.86400E-03  5.91700E-03   1.0536577532
       20    1.75000  3.70305600000E+06   1.71322   3.68685  11.84901 -30.00000   0.43253   0.00000  0.00000E+00  9.16760E-01  6.84900E-02  1.28000E-03     0.78310     0.22050     0.00000     0.00020    -0.00349  6.87400E-01  2.98500E-01  1.61600E-03  1.86400E-03  5.91700E-03   1.0617139424
