   MODELL       MASS                AGE     LOG_L    LOG_TE     LOG_R   LOG_RAT M_CORE_HE  M_CORE_C        H_CEN       HE_CEN        C_cen        O_cen          LX          LY          LC      LNEUTR      L_GRAV        H_SUP       HE_SUP        C_SUP        N_SUP        O_SUP          PHASE
        1    0.80000  0.00000000000E+00   1.64744   3.67094  11.84793 -30.00000   0.47731   0.00000  0.00000E+00  9.43790E-01  4.28200E-02  1.19600E-03     0.62210     0.40020     0.00000     0.00030    -0.02236  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0000000000
        2    0.80000  1.53490000000E+04   1.65250   3.67047  11.85141 -30.00000   0.47731   0.00000  0.00000E+00  9.43530E-01  4.30700E-02  1.20200E-03     0.59950     0.39800     0.00000     0.00030     0.00237  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0003576804
        3    0.80000  3.45360000000E+04   1.65643   3.67018  11.85395 -30.00000   0.47731   0.00000  0.00000E+00  9.43210E-01  4.33900E-02  1.20900E-03     0.59220     0.39590     0.00000     0.00030     0.01190  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0008047985
        4    0.80000  5.85190000000E+04   1.65649   3.67024  11.85385 -30.00000   0.47731   0.00000  0.00000E+00  9.42800E-01  4.37900E-02  1.21800E-03     0.59650     0.39570     0.00000     0.00030     0.00779  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0013636785
        5    0.80000  8.84980000000E+04   1.65395   3.67051  11.85205 -30.00000   0.47731   0.00000  0.00000E+00  9.42280E-01  4.42900E-02  1.22900E-03     0.60080     0.39720     0.00000     0.00030     0.00194  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0020622844
        6    0.80000  1.25972000000E+05   1.65129   3.67079  11.85015 -30.00000   0.47731   0.00000  0.00000E+00  9.41650E-01  4.49100E-02  1.24300E-03     0.60250     0.39900     0.00000     0.00030    -0.00158  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0029355477
        7    0.80000  1.72814000000E+05   1.64953   3.67096  11.84894 -30.00000   0.47731   0.00000  0.00000E+00  9.40850E-01  4.56800E-02  1.26000E-03     0.60280     0.40050     0.00000     0.00030    -0.00328  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0040271150
        8    0.80000  2.31367000000E+05   1.64861   3.67104  11.84832 -30.00000   0.47731   0.00000  0.00000E+00  9.39860E-01  4.66500E-02  1.28300E-03     0.60270     0.40150     0.00000     0.00030    -0.00413  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0053915859
        9    0.80000  3.04558000000E+05   1.64821   3.67107  11.84806 -30.00000   0.47731   0.00000  0.00000E+00  9.38610E-01  4.78600E-02  1.31200E-03     0.60250     0.40230     0.00000     0.00030    -0.00462  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0070971686
       10    0.80000  3.96046000000E+05   1.64813   3.67107  11.84802 -30.00000   0.47731   0.00000  0.00000E+00  9.37060E-01  4.93700E-02  1.34900E-03     0.60230     0.40290     0.00000     0.00030    -0.00494  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0092291295
       11    0.80000  5.10406000000E+05   1.64830   3.67105  11.84814 -30.00000   0.47731   0.00000  0.00000E+00  9.35120E-01  5.12600E-02  1.39800E-03     0.60210     0.40330     0.00000     0.00030    -0.00511  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0118940807
       12    0.80000  6.53356000000E+05   1.64866   3.67101  11.84840 -30.00000   0.47731   0.00000  0.00000E+00  9.32870E-01  5.34400E-02  1.45600E-03     0.60190     0.40350     0.00000     0.00030    -0.00515  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0152252697
       13    0.80000  8.32046000000E+05   1.64922   3.67095  11.84881 -30.00000   0.47731   0.00000  0.00000E+00  9.32970E-01  5.33400E-02  1.45900E-03     0.60190     0.40360     0.00000     0.00030    -0.00529  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0193893142
       14    0.80000  1.05540600000E+06   1.64994   3.67087  11.84933 -30.00000   0.47731   0.00000  0.00000E+00  9.30190E-01  5.60300E-02  1.53400E-03     0.60190     0.40360     0.00000     0.00030    -0.00529  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0245943115
       15    0.80000  1.33460600000E+06   1.65086   3.67077  11.84999 -30.00000   0.47731   0.00000  0.00000E+00  9.27510E-01  5.86200E-02  1.61200E-03     0.60200     0.40330     0.00000     0.00030    -0.00501  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0311005582
       16    0.80000  1.68360600000E+06   1.65192   3.67065  11.85075 -30.00000   0.47731   0.00000  0.00000E+00  9.23320E-01  6.26700E-02  1.73900E-03     0.60180     0.40330     0.00000     0.00030    -0.00490  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0392333665
       17    0.80000  2.00976600000E+06   1.65283   3.67054  11.85143 -30.00000   0.47731   0.00000  0.00000E+00  9.19400E-01  6.64600E-02  1.86600E-03     0.60150     0.40350     0.00000     0.00030    -0.00476  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0468339303
       18    0.80000  2.33498600000E+06   1.65367   3.67045  11.85203 -30.00000   0.47731   0.00000  0.00000E+00  9.15550E-01  7.01500E-02  1.99800E-03     0.60110     0.40380     0.00000     0.00030    -0.00469  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0544125892
       19    0.80000  2.66589600000E+06   1.65446   3.67038  11.85257 -30.00000   0.47731   0.00000  0.00000E+00  9.11880E-01  7.36800E-02  2.13200E-03     0.60070     0.40410     0.00000     0.00030    -0.00458  6.98800E-01  2.87400E-01  2.15600E-03  9.60400E-04  6.05700E-03   1.0621238430
