   12.35   3.36e-01   4.92e-01
   12.41   3.31e-01   4.90e-01
   12.48   3.26e-01   4.88e-01
   12.54   3.21e-01   4.86e-01
   12.60   3.17e-01   4.85e-01
   12.66   3.13e-01   4.83e-01
   12.72   3.09e-01   4.81e-01
   12.78   3.05e-01   4.80e-01
   12.84   3.01e-01   4.79e-01
   12.90   2.98e-01   4.77e-01
   12.96   2.95e-01   4.76e-01
   13.02   2.91e-01   4.75e-01
   13.08   2.89e-01   4.74e-01
   13.14   2.86e-01   4.72e-01
   13.20   2.83e-01   4.71e-01
   13.26   2.81e-01   4.70e-01
   13.32   2.79e-01   4.69e-01
   13.38   2.77e-01   4.68e-01
   13.44   2.75e-01   4.67e-01
   13.50   2.73e-01   4.66e-01
   13.56   2.72e-01   4.65e-01
   13.62   2.70e-01   4.64e-01
   13.69   2.69e-01   4.64e-01
   13.75   2.68e-01   4.63e-01
   13.81   2.67e-01   4.62e-01
   13.87   2.67e-01   4.61e-01
   13.93   2.66e-01   4.61e-01
   13.99   2.65e-01   4.60e-01
   14.15   2.65e-01   4.59e-01
   14.24   2.65e-01   4.59e-01
   14.32   2.65e-01   4.60e-01
   14.41   2.66e-01   4.61e-01
   14.49   2.66e-01   4.62e-01
   14.58   2.67e-01   4.64e-01
   14.66   2.68e-01   4.67e-01
   14.75   2.70e-01   4.70e-01
   14.83   2.71e-01   4.75e-01
   14.92   2.73e-01   4.86e-01
   15.00   2.75e-01   5.09e-01
   15.09   2.77e-01   5.49e-01
   15.17   2.79e-01   5.67e-01
   15.25   2.81e-01   5.72e-01
   15.34   2.84e-01   5.52e-01
   15.42   2.86e-01   5.29e-01
   15.51   2.89e-01   5.15e-01
   15.59   2.91e-01   5.10e-01
   15.68   2.94e-01   5.07e-01
   15.76   2.97e-01   5.05e-01
   15.85   3.00e-01   5.04e-01
   15.93   3.03e-01   5.04e-01
   16.02   3.06e-01   5.03e-01
   16.10   3.09e-01   5.04e-01
   16.19   3.13e-01   5.05e-01
   16.27   3.16e-01   5.06e-01
   16.36   3.19e-01   5.06e-01
   16.44   3.22e-01   5.07e-01
   16.53   3.25e-01   5.07e-01
   16.61   3.29e-01   5.07e-01
   16.69   3.32e-01   5.08e-01
   16.78   3.35e-01   5.08e-01
   16.86   3.38e-01   5.08e-01
   16.95   3.39e-01   5.08e-01
   17.03   3.43e-01   5.08e-01
   17.12   3.46e-01   5.08e-01
   17.20   3.47e-01   5.08e-01
   17.29   3.49e-01   5.08e-01
   17.37   3.50e-01   5.07e-01
   17.46   3.52e-01   5.07e-01
   17.54   3.52e-01   5.07e-01
   17.63   3.54e-01   5.06e-01
   17.71   3.55e-01   5.06e-01
   17.80   3.56e-01   5.05e-01
   17.88   3.56e-01   5.04e-01
   17.96   3.57e-01   5.04e-01
   18.05   3.57e-01   5.03e-01
   18.13   3.57e-01   5.02e-01
   18.22   3.57e-01   5.01e-01
   18.30   3.57e-01   5.00e-01
   18.39   3.56e-01   5.00e-01
   18.47   3.54e-01   4.99e-01
   18.56   3.53e-01   4.98e-01
   18.64   3.51e-01   4.96e-01
   18.73   3.50e-01   4.95e-01
   18.81   3.48e-01   4.94e-01
   18.90   3.47e-01   4.93e-01
   18.98   3.46e-01   4.92e-01
   19.07   3.44e-01   4.90e-01
   19.15   3.42e-01   4.89e-01
   19.23   3.40e-01   4.88e-01
   19.32   3.37e-01   4.86e-01
   19.40   3.35e-01   4.85e-01
   19.49   3.32e-01   4.84e-01
   19.57   3.29e-01   4.82e-01
   19.66   3.24e-01   4.81e-01
   19.74   3.24e-01   4.79e-01
   19.83   3.20e-01   4.77e-01
   19.91   3.18e-01   4.76e-01
   20.00   3.17e-01   4.74e-01
   20.08   3.14e-01   4.73e-01
   20.17   3.10e-01   4.71e-01
   20.25   3.07e-01   4.69e-01
   20.34   3.04e-01   4.68e-01
   20.42   3.01e-01   4.66e-01
   20.50   2.99e-01   4.64e-01
   20.59   2.97e-01   4.62e-01
   20.76   2.94e-01   4.59e-01
   20.93   2.89e-01   4.55e-01
   21.10   2.85e-01   4.51e-01
   21.27   2.82e-01   4.48e-01
   21.44   2.77e-01   4.44e-01
   21.61   2.72e-01   4.40e-01
   21.78   2.69e-01   4.36e-01
   21.94   2.65e-01   4.32e-01
   22.11   2.60e-01   4.29e-01
   22.28   2.57e-01   4.25e-01
   22.45   2.53e-01   4.21e-01
   22.62   2.50e-01   4.17e-01
   22.79   2.46e-01   4.13e-01
   22.96   2.42e-01   4.09e-01
   23.13   2.40e-01   4.06e-01
   23.30   2.37e-01   4.02e-01
   23.47   2.33e-01   3.98e-01
   23.64   2.31e-01   3.95e-01
   23.81   2.28e-01   3.91e-01
   23.98   2.25e-01   3.88e-01
   24.15   2.22e-01   3.84e-01
   24.32   2.20e-01   3.81e-01
   24.48   2.18e-01   3.77e-01
   24.65   2.15e-01   3.74e-01
   24.82   2.12e-01   3.71e-01
   24.99   2.10e-01   3.68e-01
   25.16   2.07e-01   3.65e-01
   25.33   2.05e-01   3.62e-01
   25.50   2.03e-01   3.59e-01
   25.67   2.00e-01   3.56e-01
   25.84   1.98e-01   3.53e-01
   26.01   1.96e-01   3.50e-01
   26.18   1.94e-01   3.48e-01
   26.35   1.92e-01   3.45e-01
   26.52   1.90e-01   3.43e-01
   26.69   1.88e-01   3.40e-01
   26.86   1.86e-01   3.38e-01
   27.02   1.84e-01   3.35e-01
   27.19   1.82e-01   3.33e-01
   27.36   1.80e-01   3.30e-01
   27.53   1.78e-01   3.28e-01
   27.70   1.77e-01   3.26e-01
   27.87   1.75e-01   3.23e-01
   28.04   1.73e-01   3.21e-01
   28.21   1.72e-01   3.19e-01
   28.38   1.70e-01   3.16e-01
   28.55   1.68e-01   3.14e-01
   28.72   1.67e-01   3.12e-01
   28.89   1.65e-01   3.09e-01
   29.06   1.64e-01   3.06e-01
   29.23   1.62e-01   3.04e-01
   29.40   1.60e-01   3.01e-01
   29.57   1.59e-01   2.98e-01
   29.73   1.58e-01   2.95e-01
   29.85   1.57e-01   2.92e-01
   29.90   1.57e-01   2.92e-01
   30.03   1.55e-01   2.89e-01
   30.20   1.54e-01   2.87e-01
   30.37   1.53e-01   2.84e-01
   30.55   1.52e-01   2.82e-01
   30.73   1.50e-01   2.79e-01
   30.90   1.49e-01   2.77e-01
   31.08   1.47e-01   2.74e-01
   31.26   1.46e-01   2.72e-01
   31.44   1.44e-01   2.69e-01
   31.62   1.43e-01   2.67e-01
   31.81   1.42e-01   2.64e-01
   31.99   1.41e-01   2.62e-01
   32.17   1.40e-01   2.60e-01
   32.36   1.39e-01   2.57e-01
   32.55   1.37e-01   2.55e-01
   32.73   1.36e-01   2.53e-01
   32.92   1.35e-01   2.51e-01
   33.11   1.33e-01   2.48e-01
   33.30   1.32e-01   2.46e-01
   33.50   1.31e-01   2.44e-01
   33.69   1.30e-01   2.42e-01
   33.88   1.29e-01   2.40e-01
   34.08   1.28e-01   2.38e-01
   34.28   1.27e-01   2.36e-01
   34.47   1.26e-01   2.34e-01
   34.67   1.25e-01   2.32e-01
   34.87   1.23e-01   2.30e-01
   35.08   1.22e-01   2.28e-01
   35.28   1.21e-01   2.26e-01
   35.48   1.20e-01   2.24e-01
   35.69   1.19e-01   2.22e-01
   35.89   1.18e-01   2.20e-01
   36.10   1.17e-01   2.18e-01
   36.31   1.16e-01   2.16e-01
   36.52   1.15e-01   2.14e-01
   36.73   1.14e-01   2.12e-01
   36.94   1.13e-01   2.10e-01
   37.15   1.12e-01   2.08e-01
   37.37   1.11e-01   2.06e-01
   37.58   1.10e-01   2.05e-01
   37.80   1.09e-01   2.03e-01
   38.02   1.08e-01   2.01e-01
   38.24   1.07e-01   1.99e-01
   38.46   1.06e-01   1.97e-01
   38.68   1.05e-01   1.95e-01
   38.90   1.04e-01   1.93e-01
   39.13   1.03e-01   1.92e-01
   39.36   1.02e-01   1.90e-01
   39.58   1.01e-01   1.88e-01
   39.81   1.00e-01   1.86e-01
   40.04   9.90e-02   1.84e-01
   40.27   9.82e-02   1.83e-01
   40.50   9.72e-02   1.81e-01
   40.74   9.62e-02   1.79e-01
   40.97   9.54e-02   1.77e-01
   41.21   9.44e-02   1.76e-01
   41.45   9.36e-02   1.74e-01
   41.69   9.26e-02   1.72e-01
   41.93   9.16e-02   1.71e-01
   42.17   9.08e-02   1.69e-01
   42.41   8.98e-02   1.67e-01
   42.66   8.90e-02   1.66e-01
   42.90   8.81e-02   1.64e-01
   43.15   8.73e-02   1.62e-01
   43.40   8.63e-02   1.61e-01
   43.65   8.55e-02   1.59e-01
   43.90   8.46e-02   1.57e-01
   44.16   8.38e-02   1.56e-01
   44.41   8.28e-02   1.54e-01
   44.67   8.21e-02   1.53e-01
   44.93   8.11e-02   1.51e-01
   45.19   8.04e-02   1.50e-01
   45.45   7.96e-02   1.48e-01
   45.71   7.87e-02   1.47e-01
   45.97   7.80e-02   1.45e-01
   46.24   7.71e-02   1.44e-01
   46.51   7.63e-02   1.42e-01
